,trigram,chi-sq
9922,"('to', 'have', 'no')",3236.7690885675233
9923,"('aware', 'of', 'a')",3236.575087425956
9924,"('when', 'they', 'come')",3236.1710239159565
9925,"('take', 'off', 'you')",3236.167301551579
9926,"('wonder', 'if', 'the')",3235.997928765995
9927,"('thing', 'for', 'a')",3235.7482298579575
9928,"('and', 'no', 'one')",3235.473879695885
9929,"('have', 'never', 'come')",3235.316810302155
9930,"('to', 'the', 'dining')",3235.0942363554973
9931,"('he', 'will', 'tell')",3233.6090721363116
9932,"('in', 'for', 'a')",3232.729043679335
9933,"(""'"", 'say', 'I')",3232.222706220209
9934,"('someth', 'like', 'that')",3231.5369352724783
9935,"('that', 'have', 'no')",3230.6934999125656
9936,"('the', 'room', 'above')",3230.504474248562
9937,"('the', 'hearth', 'and')",3230.252166806247
9938,"('be', 'come', 'out')",3229.173114442378
9939,"('have', 'a', 'glimpse')",3229.1307231122296
9940,"('to', 'the', 'child')",3228.8370356693717
9941,"('at', 'first', 'I')",3227.7607191132834
9942,"('I', 'hope', 'so')",3226.532233232526
9943,"('to', 'the', 'edge')",3226.2857593505632
9944,"('his', 'coat', 'and')",3225.9835201883416
9945,"('must', 'have', 'know')",3225.845466391521
9946,"('of', 'his', 'death')",3225.5747458692067
9947,"('no', 'one', 'to')",3225.5054822198563
9948,"('will', 'be', 'will')",3224.868799313531
9949,"('but', 'she', 'will')",3224.608739617155
9950,"('will', 'have', 'the')",3223.9153406755195
9951,"('to', 'the', 'captain')",3222.966337645001
9952,"('will', 'be', 'find')",3222.8439275413707
9953,"('the', 'other', 'have')",3221.928427796535
9954,"('to', 'fill', 'up')",3221.006039812616
9955,"('with', 'his', 'mother')",3220.659915676336
9956,"('will', 'never', 'be')",3220.45052443595
9957,"('her', 'shoulder', 'and')",3220.2109005496804
9958,"('be', 'they', 'be')",3219.786482460971
9959,"('the', 'kitchen', 'the')",3219.755389205567
9960,"('the', 'town', 'and')",3219.065114772799
9961,"('the', 'other', 'with')",3218.616851611513
9962,"('and', 'will', 'be')",3217.8440252373803
9963,"('up', 'her', 'mind')",3217.307162439413
9964,"('no', 'more', 'I')",3216.52190600776
9965,"('by', 'the', 'arm')",3216.2653220378093
9966,"('this', 'be', 'no')",3215.595933033212
9967,"('the', 'other', 'by')",3215.2818563175406
9968,"('have', 'not', 'any')",3214.4064547065336
9969,"('all', 'about', 'it')",3213.878879381073
9970,"('I', 'must', 'be')",3209.942342426027
9971,"('that', 'the', 'other')",3209.6446984994536
9972,"('as', 'I', 'do')",3209.3633894887994
9973,"('which', 'will', 'be')",3209.1862429020644
9974,"('it', 'my', 'duty')",3208.9078842278827
9975,"('think', 'it', 'may')",3208.212594647191
9976,"('her', 'hand', 'she')",3208.0487686043007
9977,"('he', 'will', 'come')",3207.722117656725
9978,"('be', 'unknown', 'to')",3207.254509487052
9979,"('be', 'but', 'I')",3206.71428012044
9980,"('can', 'see', 'the')",3206.200895397738
9981,"('will', 'be', 'like')",3205.9305734558598
9982,"('thought', 'she', 'be')",3205.79872738442
9983,"('to', 'the', 'wind')",3205.1005600643184
9984,"('be', 'so', 'long')",3205.0877487692196
9985,"('door', 'lead', 'to')",3205.0633451272197
9986,"('the', 'front', 'and')",3205.0377990470947
9987,"('she', 'be', 'dead')",3204.1554411337306
9988,"('place', 'where', 'it')",3203.9265959276704
9989,"('the', 'saddle', 'and')",3203.7313481256074
9990,"('at', 'a', 'end')",3202.615615150946
9991,"('he', 'go', 'down')",3202.272488068708
9992,"('as', 'I', 'sat')",3201.222081483941
9993,"('I', 'believe', 'there')",3199.344431012766
9994,"('the', 'other', 'I')",3199.066035403156
9995,"('I', 'see', 'you')",3198.9531473399384
9996,"('I', 'heard', 'he')",3198.61983795033
9997,"('the', 'ceiling', 'and')",3198.5775365824875
9998,"('day', 'but', 'I')",3198.4716331300015
9999,"('for', 'the', 'last')",3198.2359341680403
10000,"('the', 'sun', 'come')",3197.782352931195
10001,"('got', 'to', 'do')",3197.523208440298
10002,"('though', 'he', 'will')",3196.26855475908
10003,"('that', 'must', 'be')",3196.267306832652
10004,"('he', 'be', 'to')",3196.0591635136248
10005,"('her', 'head', 'in')",3195.726857939943
10006,"('the', 'other', 'in')",3195.257532446081
10007,"('through', 'a', 'long')",3194.6932512664066
10008,"('where', 'they', 'be')",3193.799333150709
10009,"('who', 'will', 'have')",3193.7217912395454
10010,"('his', 'feet', 'he')",3191.1902257790157
10011,"('only', 'for', 'a')",3190.1146411202462
10012,"('if', 'he', 'do')",3189.6152162293356
10013,"('my', 'life', 'I')",3189.2842153771326
10014,"('his', 'eyes', 'be')",3187.1643660482996
10015,"('round', 'by', 'the')",3187.064256069557
10016,"('after', 'all', 'it')",3186.912226175778
10017,"('I', 'go', 'back')",3186.094494774337
10018,"('sight', 'of', 'a')",3185.3116228352615
10019,"('look', 'more', 'like')",3185.2419424293216
10020,"('no', 'more', 'and')",3184.7933361148703
10021,"('the', 'shop', 'and')",3184.1719038130877
10022,"('again', 'but', 'I')",3184.1257571700935
10023,"('the', 'world', 'it')",3182.7902450428
10024,"('that', 'my', 'heart')",3182.317746027543
10025,"('give', 'place', 'to')",3182.267154253707
10026,"('have', 'not', 'tell')",3180.7318617169044
10027,"('go', 'into', 'a')",3180.58164271789
10028,"('see', 'that', 'he')",3180.211071323917
10029,"('to', 'the', 'police')",3177.970676069428
10030,"('after', 'all', 'and')",3177.804841902495
10031,"('lay', 'for', 'a')",3177.7475785078423
10032,"('leave', 'by', 'the')",3177.482404417126
10033,"('to', 'see', 'he')",3176.840175247403
10034,"('side', 'of', 'her')",3176.6741880787954
10035,"('he', 'be', 'also')",3176.2437922263443
10036,"('be', 'for', 'a')",3175.7698996872223
10037,"('his', 'hat', 'on')",3174.7794318601996
10038,"('the', 'country', 'and')",3174.465241139415
10039,"('she', 'be', 'tall')",3173.9715502627555
10040,"('and', 'I', 'hope')",3173.9363380236305
10041,"('be', 'evident', 'that')",3172.5995556847943
10042,"('that', 'you', 'be')",3172.0998020397274
10043,"('the', 'way', 'and')",3172.056344663409
10044,"('ready', 'for', 'the')",3170.81296243013
10045,"('will', 'be', 'with')",3170.126063007257
10046,"('her', 'mother', 'be')",3168.9761559371796
10047,"('regard', 'it', 'as')",3168.0448663568623
10048,"('to', 'keep', 'from')",3168.0390995610855
10049,"('which', 'I', 'may')",3167.4700726794854
10050,"('same', 'moment', 'a')",3167.2670408004533
10051,"('we', 'have', 'to')",3166.9354621571006
10052,"('he', 'will', 'go')",3165.047733539296
10053,"('come', 'to', 'tell')",3164.509369272417
10054,"('I', 'may', 'be')",3164.109878049919
10055,"('they', 'ink', 'to')",3163.330834400894
10056,"(""'"", ""'"", 'we')",3161.7808826814485
10057,"('at', 'first', 'she')",3161.777291809138
10058,"('a', 'small', 'one')",3161.5368414559193
10059,"('and', 'the', 'world')",3160.9169119838516
10060,"('from', 'time', 'to')",3160.4851665808824
10061,"('the', 'world', 'he')",3159.4446299490855
10062,"('they', 'can', 'see')",3159.1742650864508
10063,"(""'"", ""'"", 'mister')",3156.1594655470244
10064,"('you', 'never', 'see')",3155.5751746914534
10065,"('the', 'world', 'as')",3155.2789315366194
10066,"('to', 'get', 'through')",3154.009356812691
10067,"('most', 'of', 'his')",3153.089308715629
10068,"('back', 'of', 'his')",3151.3385598925447
10069,"('to', 'keep', 'it')",3150.1761316939646
10070,"('the', 'world', 'but')",3149.521716992621
10071,"('the', 'world', 'be')",3149.474656022767
10072,"('for', 'the', 'benefit')",3149.463936542445
10073,"('the', 'sun', 'go')",3149.1647960267137
10074,"('the', 'ridge', 'and')",3148.6260939055333
10075,"('as', 'he', 'sat')",3148.153515295157
10076,"('his', 'countenance', 'and')",3147.7658449603064
10077,"('the', 'air', 'be')",3147.471864077463
10078,"(""'"", ""'"", 'he')",3146.0129743377265
10079,"('we', 'have', 'have')",3145.373659952772
10080,"('be', 'lost', 'to')",3144.987120265724
10081,"('be', 'explain', 'to')",3144.843722630019
10082,"('that', 'who', 'be')",3144.451355686521
10083,"('condition', 'of', 'my')",3142.4698545448405
10084,"('the', 'canoe', 'and')",3142.4392649035017
10085,"('the', 'world', ""'"")",3141.9243341600227
10086,"('the', 'matter', 'and')",3141.2679008478462
10087,"('up', 'to', 'see')",3141.2325197637433
10088,"('be', 'so', 'nice')",3140.169773336894
10089,"('sat', 'up', 'and')",3138.487393396882
10090,"('he', 'be', 'bear')",3138.3097572121696
10091,"('to', 'talk', 'to')",3138.273437352279
10092,"('be', 'happy', 'to')",3138.1945863383357
10093,"('allusion', 'to', 'the')",3138.1276306497084
10094,"(""'"", ""'"", 'there')",3137.9531746818225
10095,"('where', 'she', 'be')",3137.242652172514
10096,"('the', 'world', 'with')",3136.392237336729
10097,"('take', 'her', 'hand')",3135.0474603942143
10098,"('of', 'his', 'great')",3133.3830629432073
10099,"('the', 'man', 'and')",3133.1907595422067
10100,"('to', 'have', 'got')",3131.436175550567
10101,"('the', 'mantelpiece', 'and')",3131.296706286886
10102,"('it', 'but', 'I')",3130.732643436921
10103,"('to', 'the', 'surface')",3130.6542273546347
10104,"('to', 'the', 'old')",3128.979517844507
10105,"('make', 'up', 'my')",3128.11568924654
10106,"('of', 'her', 'hand')",3127.6303556954886
10107,"('i', 'for', 'a')",3127.5923856496347
10108,"('be', 'very', 'kind')",3124.969350881698
10109,"('end', 'of', 'that')",3124.342413900334
10110,"('on', 'a', 'sudden')",3122.7082821644817
10111,"('so', 'but', 'I')",3122.322067348787
10112,"('will', 'have', 'do')",3121.4386440611456
10113,"('will', 'be', 'for')",3121.4126057514086
10114,"('they', 'be', 'still')",3120.70677200325
10115,"('he', 'be', 'really')",3118.3631261056003
10116,"('he', 'step', 'back')",3118.2204956742326
10117,"('thought', 'he', 'be')",3117.8253391282606
10118,"('ask', 'if', 'he')",3117.7377561292933
10119,"('not', 'you', 'see')",3117.2881224131283
10120,"('be', 'go', 'straight')",3117.2836454583535
10121,"('the', 'eye', 'and')",3116.9536212402368
10122,"('all', 'the', 'best')",3116.7360148841153
10123,"('among', 'they', 'be')",3116.2841070395825
10124,"('believe', 'that', 'he')",3116.240711229688
10125,"('no', 'reply', 'but')",3115.1396299521552
10126,"('for', 'the', 'old')",3114.1755569951288
10127,"('think', 'I', 'may')",3113.990003410299
10128,"('get', 'away', 'with')",3113.2047240684133
10129,"('of', 'my', 'situation')",3113.166054546628
10130,"('will', 'have', 'to')",3113.0970653813247
10131,"('to', 'make', 'up')",3113.045877609758
10132,"('how', 'long', 'have')",3112.9065569347244
10133,"('be', 'here', 'to')",3112.1379496398854
10134,"('time', 'but', 'I')",3112.0546230958685
10135,"('where', 'the', 'road')",3111.6834100507836
10136,"('the', 'mill', 'and')",3111.5212647232656
10137,"('I', 'propose', 'to')",3111.4507036373316
10138,"('the', 'window', 'there')",3111.438225923137
10139,"('there', 'may', 'be')",3111.364890390739
10140,"('the', 'valley', 'and')",3110.61167150824
10141,"('after', 'all', 'he')",3109.4183975798305
10142,"('the', 'star', 'and')",3109.0857496620947
10143,"('i', 'to', 'get')",3108.936521942392
10144,"('not', 'go', 'back')",3108.8991378919604
10145,"('not', 'come', 'to')",3108.8415279691294
10146,"('it', 'he', 'be')",3108.6147670601035
10147,"('the', 'lifeboat', 'and')",3108.5628128698477
10148,"('up', 'for', 'a')",3108.345838425705
10149,"('to', 'act', 'as')",3108.2487744259174
10150,"('and', 'for', 'a')",3108.1486873493122
10151,"('you', 'mean', 'to')",3108.005045484527
10152,"('and', 'I', 'want')",3107.9013670555164
10153,"('be', 'no', 'other')",3107.397251240808
10154,"('her', 'feature', 'and')",3107.216978403167
10155,"('be', 'so', 'pleasant')",3106.8217222614157
10156,"('pass', 'over', 'the')",3106.652709590415
10157,"('again', 'for', 'a')",3106.4131617448447
10158,"('pay', 'for', 'it')",3106.212624482766
10159,"('all', 'we', 'have')",3105.9059518522895
10160,"('so', 'long', 'that')",3104.7272998853337
10161,"('very', 'thin', 'and')",3104.538024444845
10162,"('he', 'be', 'never')",3104.2180036340305
10163,"('will', 'have', 'have')",3104.1084720128033
10164,"('have', 'brotch', 'you')",3103.7458601246067
10165,"('there', 'will', 'have')",3103.711170696827
10166,"('he', 'can', 'never')",3103.5540230474003
10167,"('he', 'will', 'make')",3103.042745740101
10168,"('you', 'but', 'I')",3102.9937224393097
10169,"('of', 'us', 'earth')",3102.638646715611
10170,"('will', 'be', 'if')",3102.585109152407
10171,"('between', 'us', 'and')",3102.169853634553
10172,"('to', 'get', 'down')",3101.8328661968853
10173,"('what', 'that', 'mean')",3101.582857839349
10174,"('they', 'be', 'always')",3101.576845845804
10175,"('come', 'to', 'be')",3101.4419463536833
10176,"('about', 'this', 'time')",3100.868221478604
10177,"('figure', 'of', 'a')",3100.2766953019095
10178,"('will', 'be', 'good')",3100.1645092384183
10179,"('sent', 'i', 'to')",3099.1335985651976
10180,"('the', 'world', 'for')",3098.8833640184707
10181,"('may', 'have', 'a')",3098.6384377108384
10182,"('the', 'sky', 'the')",3097.1346581105176
10183,"('the', 'beginning', 'and')",3095.9804571992327
10184,"('never', 'for', 'a')",3095.8984765639657
10185,"('to', 'the', 'outhouse')",3093.8591866152706
10186,"('the', 'street', 'a')",3093.145455046008
10187,"('and', 'a', 'dozen')",3092.8874726706235
10188,"('he', 'be', 'almost')",3092.5600917266947
10189,"('dance', 'with', 'the')",3092.485520372221
10190,"('to', 'know', 'that')",3092.4375508781127
10191,"('of', 'his', 'child')",3092.3258314020463
10192,"(""'"", ""'"", 'be')",3091.7392400539143
10193,"('to', 'my', 'chamber')",3091.465085265441
10194,"('to', 'think', 'about')",3091.238663043641
10195,"('will', 'be', 'the')",3091.1128967663344
10196,"('be', 'open', 'to')",3090.93255498416
10197,"('say', 'we', 'have')",3090.128342614373
10198,"('though', 'she', 'be')",3090.116628467939
10199,"('the', 'dark', 'and')",3089.4164345008735
10200,"('they', 'must', 'have')",3089.3836510399296
10201,"('to', 'see', 'the')",3088.9870910808963
10202,"('be', 'wait', 'to')",3086.313991388925
10203,"('get', 'up', 'to')",3086.0792566327204
10204,"('perhaps', 'it', 'will')",3084.1127065134447
10205,"('told', 'i', 'to')",3083.961499647137
10206,"('do', 'the', 'best')",3083.753271077421
10207,"('be', 'make', 'to')",3083.213747311664
10208,"('think', 'for', 'a')",3083.2014373287134
10209,"('this', 'time', 'I')",3082.915605262837
10210,"('ask', 'the', 'girl')",3082.5145901748274
10211,"('the', 'world', 'she')",3080.9929463483545
10212,"('to', 'the', 'wall')",3080.4581765076464
10213,"('thing', 'will', 'be')",3080.269943507383
10214,"('have', 'a', 'small')",3079.6063383766495
10215,"('by', 'the', 'back')",3079.243594013231
10216,"('if', 'I', 'let')",3079.0322569195423
10217,"('the', 'world', 'have')",3078.487627948062
10218,"('they', 'be', 'of')",3078.3410215131066
10219,"('to', 'see', 'it')",3077.6510895592746
10220,"('at', 'all', 'the')",3077.4840590149843
10221,"('the', 'far', 'side')",3076.8673710522803
10222,"('as', 'they', 'be')",3076.8120270570953
10223,"('which', 'I', 'see')",3076.5250454550437
10224,"('none', 'of', 'this')",3075.814404606434
10225,"('ran', 'down', 'the')",3075.56219519857
10226,"('that', 'for', 'a')",3073.9620644800634
10227,"('proceed', 'to', 'the')",3073.9288657899533
10228,"('be', 'far', 'from')",3072.726150742621
10229,"('when', 'she', 'can')",3072.343872824078
10230,"('that', 'the', 'world')",3072.0637180701146
10231,"('hear', 'a', 'voice')",3071.4027823252336
10232,"('full', 'of', 'it')",3071.0682250163363
10233,"('man', 'will', 'have')",3069.534887094592
10234,"(""'"", 'say', 'the')",3068.9167458632182
10235,"('will', 'be', 'in')",3068.644713893692
10236,"('man', 'for', 'a')",3068.6353841231285
10237,"('have', 'brotch', 'a')",3067.7573296312867
10238,"('do', 'we', 'have')",3067.598813235096
10239,"('I', 'get', 'out')",3067.378433453075
10240,"('not', 'let', ""'s"")",3067.3041243630387
10241,"('the', 'doctor', ""'s"")",3066.9045246407077
10242,"('of', 'a', 'new')",3066.8844103463935
10243,"('the', 'school', 'room')",3066.2940639615217
10244,"('will', 'be', 'that')",3066.188550985328
10245,"('make', 'the', 'air')",3065.5200658668964
10246,"('the', 'sidewalk', 'and')",3065.0659389644284
10247,"('the', 'world', 'I')",3064.7917334702515
10248,"('think', 'better', 'of')",3064.505040291627
10249,"('say', 'to', 'myself')",3064.034338208638
10250,"('no', 'help', 'for')",3063.73951119983
10251,"('when', 'he', 'first')",3062.967968280217
10252,"('make', 'by', 'the')",3062.7125269462967
10253,"('but', 'just', 'as')",3061.9374817416237
10254,"('the', 'shore', 'and')",3061.0238582252205
10255,"('which', 'make', 'i')",3059.2638616406057
10256,"('the', 'world', 'that')",3057.9218874894536
10257,"('thing', 'but', 'I')",3056.623011093932
10258,"('someth', 'to', 'do')",3055.77799275638
10259,"('her', 'for', 'a')",3055.187715209475
10260,"('the', 'corridor', 'and')",3055.110086691636
10261,"(""'I"", 'be', 'go')",3054.923018982164
10262,"('now', 'but', 'I')",3054.699522633856
10263,"('knew', 'he', 'be')",3052.9043841876687
10264,"('can', 'make', 'i')",3052.5799398251384
10265,"('for', 'we', 'have')",3052.552624314705
10266,"('his', 'life', 'and')",3051.827126619801
10267,"('but', 'they', '')",3051.159329630274
10268,"('I', 'guess', 'you')",3051.1495252087702
10269,"('be', 'charge', 'with')",3051.1241841105107
10270,"('his', 'breath', 'and')",3050.9422162765177
10271,"('the', 'east', 'and')",3050.5258425336233
10272,"('because', 'she', 'be')",3049.95716127129
10273,"('but', 'for', 'a')",3049.6205223721163
10274,"('have', 'a', 'long')",3049.437482802996
10275,"('about', 'for', 'a')",3049.2651913330637
10276,"('of', 'her', 'hair')",3047.524860985364
10277,"('you', 'shall', 'have')",3047.1906302570183
10278,"('hand', 'but', 'I')",3046.8125096948775
10279,"('i', 'by', 'the')",3046.742339417405
10280,"('the', 'grass', 'and')",3045.762943100899
10281,"('what', 'happen', 'to')",3045.6860028595484
10282,"('get', 'up', 'from')",3045.1646419449476
10283,"('to', 'my', 'uncle')",3044.8622145165846
10284,"('or', 'it', 'may')",3044.740247259903
10285,"('after', 'all', 'I')",3044.595680120651
10286,"('you', 'for', 'a')",3044.2180546954683
10287,"('fall', 'upon', 'the')",3044.0538186294852
10288,"('if', 'they', '')",3043.4132773077913
10289,"('the', 'bureau', 'and')",3043.0457256163254
10290,"('time', 'to', 'see')",3042.327732395565
10291,"('heard', 'the', 'sound')",3041.9507586137424
10292,"('be', 'sure', 'you')",3041.6827243222056
10293,"('we', '', 'have')",3040.316925262559
10294,"('one', 'will', 'be')",3038.193083532495
10295,"('I', 'look', 'back')",3037.5690013743865
10296,"('I', 'reckon', 'that')",3037.540165949202
10297,"('be', 'now', 'to')",3037.1278508846563
10298,"('say', 'he', 'will')",3036.596171488305
10299,"('in', 'that', 'respect')",3035.775109244091
10300,"('go', 'for', 'a')",3035.502984322108
10301,"('the', 'place', 'and')",3035.434864785316
10302,"('but', 'he', '')",3034.5499168126507
10303,"('man', 'but', 'I')",3033.4644902058753
10304,"('want', 'i', 'to')",3033.0285906177983
10305,"('us', 'for', 'a')",3032.73261573027
10306,"('will', 'be', 'as')",3031.570782487146
10307,"('beside', 'he', 'be')",3031.2951669803974
10308,"('and', 'he', 'huff')",3029.795694323531
10309,"('he', 'be', 'more')",3027.58958799408
10310,"('let', 'it', 'go')",3027.1313197514123
10311,"('the', 'bell', 'and')",3026.2696625870085
10312,"('not', 'for', 'a')",3025.9783593178254
10313,"('be', 'know', 'to')",3025.774763995025
10314,"('you', 'can', 'never')",3024.6197654027383
10315,"('the', 'rock', 'and')",3024.2115920845667
10316,"('I', 'knew', 'this')",3023.386174537465
10317,"('will', 'be', 'at')",3023.19483492586
10318,"('will', 'be', 'on')",3023.187630575358
10319,"('and', 'turn', 'towards')",3022.3138450309198
10320,"('shall', 'not', 'have')",3021.1893565262803
10321,"('and', 'go', 'back')",3020.778463891853
10322,"('the', 'sun', 'to')",3020.214032752715
10323,"('be', 'busy', 'with')",3019.290995558236
10324,"('he', 'will', 'do')",3019.1116119767075
10325,"('her', 'mother', 'have')",3017.6627784176058
10326,"('but', 'by', 'the')",3017.3543118789953
10327,"('to', 'be', 'no')",3016.5011923715247
10328,"('he', 'but', 'I')",3016.3355967389684
10329,"('realize', 'he', 'be')",3016.1615508790433
10330,"('be', 'better', 'to')",3014.9630354663263
10331,"('at', 'home', 'I')",3014.2435765805326
10332,"(""'"", ""'"", 'the')",3013.6070867290164
10333,"('on', 'a', 'chair')",3013.3442678413353
10334,"('and', 'lay', 'down')",3013.0189803973344
10335,"('they', 'be', 'also')",3011.879567829674
10336,"('at', 'all', 'about')",3011.769213131255
10337,"('the', 'ball', 'and')",3011.7347245244923
10338,"('put', 'on', 'my')",3011.244928507455
10339,"('that', 'but', 'I')",3011.153815413014
10340,"('they', 'for', 'a')",3010.6565707768236
10341,"('center', 'of', 'a')",3010.0886380815787
10342,"('induce', 'he', 'to')",3009.889681560531
10343,"('he', 'be', 'full')",3009.8532132995356
10344,"('a', 'good', 'look')",3009.636729994996
10345,"('I', 'deem', 'it')",3009.6352402951793
10346,"('he', 'a', 'good')",3009.587512709752
10347,"('familiar', 'with', 'the')",3008.8830712865783
10348,"('it', 'sound', 'like')",3008.410289224672
10349,"('see', 'by', 'the')",3007.3274925741393
10350,"('wish', 'he', 'be')",3007.2733166992803
10351,"('can', 'get', 'out')",3007.109267181459
10352,"('be', 'left', 'to')",3006.9327535126454
10353,"('out', 'with', 'the')",3006.7124649411453
10354,"('they', 'but', 'I')",3005.9599053236248
10355,"('the', 'window', 'it')",3005.3911531266945
10356,"('be', 'pay', 'to')",3004.7341621759383
10357,"('it', 'have', 'never')",3004.1249815088395
10358,"('open', 'door', 'of')",3003.787262110292
10359,"('be', 'there', 'to')",3002.8907266167566
10360,"('be', 'give', 'to')",3002.356827565865
10361,"('be', 'leave', 'to')",3002.3340210528972
10362,"('be', 'next', 'to')",3002.207872545495
10363,"('the', 'store', 'and')",3000.5276347470826
10364,"('after', 'all', 'be')",3000.3052999815786
10365,"('this', 'morning', 'I')",3000.27907695794
10366,"('the', 'room', 'a')",3000.0896168714776
10367,"('think', 'he', 'be')",2999.798681419846
10368,"('have', 'take', 'place')",2998.8818753291002
10369,"('of', 'a', 'very')",2998.6074498079984
10370,"('he', 'be', 'up')",2998.5754100736185
10371,"('the', 'car', 'and')",2998.1799523381574
10372,"('arrive', 'at', 'a')",2997.8474856557227
10373,"('the', 'window', 'for')",2997.4963130977517
10374,"('father', 'mother', 'and')",2996.7304975306524
10375,"('you', 'be', 'patient')",2995.9545115111223
10376,"('do', 'but', 'I')",2995.849488186091
10377,"('suspect', 'that', 'I')",2995.5471690173263
10378,"('be', 'no', 'good')",2995.239912589018
10379,"('the', 'garden', 'where')",2994.341696604357
10380,"('think', 'that', 'he')",2993.679153377086
10381,"('and', 'by', 'the')",2993.2356785717984
10382,"('that', 'you', 'may')",2993.0704068987743
10383,"('be', 'after', 'all')",2992.472166970645
10384,"('so', 'many', 'of')",2990.600168618809
10385,"('and', 'my', 'heart')",2990.281591039041
10386,"('he', 'be', 'stand')",2990.2341441948515
10387,"('that', 'the', 'sun')",2989.3046225788144
10388,"('belong', 'to', 'you')",2989.110166825932
10389,"('I', 'grow', 'up')",2988.62011311173
10390,"('sorry', 'for', 'the')",2988.5273752119806
10391,"('be', 'say', 'to')",2987.5729680189183
10392,"('I', 'see', 'what')",2986.4826233521003
10393,"('he', 'by', 'the')",2986.3696328997416
10394,"('in', 'my', 'mouth')",2986.2700164564744
10395,"('and', 'I', 'see')",2985.9975592623014
10396,"('when', 'a', 'man')",2985.8681959204164
10397,"('hold', 'out', 'my')",2985.735520370532
10398,"('he', 'will', 'get')",2985.2191482778717
10399,"('he', 'be', 'right')",2984.179945894502
10400,"('the', 'light', 'and')",2983.719237019086
10401,"('there', 'he', 'be')",2983.6661861758653
10402,"('he', 'will', 'see')",2982.765137040038
10403,"('hope', 'to', 'find')",2982.7070393929903
10404,"('put', 'it', 'into')",2982.6373165619557
10405,"('for', 'some', 'day')",2981.9755594391486
10406,"('when', 'he', 'do')",2981.8067738976333
10407,"('as', 'you', 'please')",2981.2809296340965
10408,"('his', 'mind', 'but')",2981.1955468963874
10409,"('ask', 'if', 'I')",2980.404170607421
10410,"('be', 'afray', 'it')",2979.9067999790777
10411,"('it', 'by', 'the')",2979.465298958127
10412,"('on', 'his', 'part')",2978.3277345629176
10413,"('say', 'he', 'be')",2977.1796803493385
10414,"('he', 'come', 'to')",2977.146510350035
10415,"('the', 'corner', 'and')",2976.778130399691
10416,"('the', 'window', 'he')",2975.602005881111
10417,"('be', 'see', 'to')",2975.1146227132235
10418,"('the', 'passage', 'and')",2974.63798784272
10419,"('belonge', 'to', 'he')",2973.63914370164
10420,"(""'"", ""'"", 'of')",2973.381353102659
10421,"('get', 'up', 'at')",2973.2252964315426
10422,"('to', 'see', 'they')",2972.923159245364
10423,"('hand', 'on', 'his')",2972.6161530541403
10424,"('be', 'find', 'to')",2972.4340215091424
10425,"('for', 'I', 'knew')",2972.3912556053847
10426,"('the', 'chair', 'and')",2971.5398186200873
10427,"('but', 'no', 'one')",2971.4140240249553
10428,"('my', 'heart', 'to')",2971.3676414185134
10429,"('the', 'evening', 'and')",2970.3773862281737
10430,"('by', 'a', 'thousand')",2970.3716798788005
10431,"('the', 'sunbeam', 'and')",2968.7578751543087
10432,"('father', 'and', 'mother')",2968.5902499659705
10433,"('middle', 'of', 'a')",2967.7080058534048
10434,"('I', 'walk', 'back')",2967.438781501412
10435,"('be', 'good', 'to')",2967.3511822246173
10436,"('her', 'hand', 'on')",2966.634205650592
10437,"('be', 'you', 'to')",2966.062458172024
10438,"('look', 'up', 'I')",2964.9700646939923
10439,"('the', 'window', 'she')",2964.281418442117
10440,"('help', 'i', 'to')",2963.501985473555
10441,"('for', 'that', 'matter')",2962.83713864721
10442,"('nothing', 'of', 'his')",2962.59407378331
10443,"('what', 'they', 'be')",2962.43208648166
10444,"('she', 'be', 'already')",2962.398719579242
10445,"('be', 'do', 'to')",2961.5539813408213
10446,"('a', 'pretty', 'good')",2961.0075090470127
10447,"('and', 'when', 'she')",2960.003852023865
10448,"('what', 'I', 'do')",2959.717970804143
10449,"('to', 'the', 'king')",2958.5403861337786
10450,"('place', 'to', 'place')",2958.271199964045
10451,"('such', 'as', 'we')",2958.1281473697145
10452,"('he', 'be', 'alone')",2957.6758707970475
10453,"('the', 'stream', 'and')",2956.9039639531284
10454,"('he', 'go', 'back')",2956.8958234729107
10455,"('be', 'never', 'to')",2956.8699803325903
10456,"('to', 'the', 'river')",2955.9004972996045
10457,"('be', 'new', 'to')",2955.13342811781
10458,"('I', 'say', ""'but"")",2953.262500909371
10459,"('a', 'man', 'be')",2952.909232933398
10460,"('to', 'the', 'right')",2952.8767335775933
10461,"('will', 'get', 'up')",2952.4300819037826
10462,"('it', 'appear', 'that')",2951.650118618377
10463,"('for', 'he', 'be')",2949.540584045396
10464,"('a', 'happy', 'man')",2949.5300526734627
10465,"('the', 'window', 'be')",2949.310990668683
10466,"('be', 'her', 'mother')",2949.256798579705
10467,"('as', 'I', 'walk')",2947.1168892539113
10468,"('knowledge', 'of', 'this')",2946.173133234193
10469,"('it', 'make', 'a')",2945.8691771712533
10470,"('we', 'get', 'there')",2945.85930615363
10471,"('must', 'have', 'have')",2945.6533783221175
10472,"('the', 'day', 'and')",2945.3080429152105
10473,"('not', 'see', 'why')",2945.2177391686682
10474,"('he', 'be', 'surprise')",2944.736779313262
10475,"('with', 'the', 'child')",2944.6766215031394
10476,"('watch', 'the', 'star')",2943.9424187013055
10477,"('put', 'they', 'on')",2943.8217886964258
10478,"('will', 'help', 'you')",2943.6923452883984
