,en,ru,fr,votes
2551,easily,просто,simplement,1
2552,easily,удобно,bien,1
2553,easily,нетрудно,no_equality,1
2554,easily,беспрепятственно,facilement,1
2555,easily,трудно,facilement,1
2556,easily,беспрепятственный,facilement,1
2557,easily,,facilement,1
2558,easy,no_equality,facilement,1
2559,need,нужный,besoin,1
2560,need,нуждаться,besoin,1
2561,need,потребоваться,besoin,1
2562,need,требоваться,besoin,1
2563,need,понадобиться,besoin,1
2564,need,необходимый,besoin,1
2565,ad,объявление,annonce,1
2566,ad,реклама,annonce,1
2567,announcement,объявление,annonce,1
2568,announcement,заявление,annonce,1
2569,announcement,сообщение,annonce,1
2570,announcement,уведомление,annonce,1
2571,declared,заявить,annoncé,1
2572,declared,объявить,annoncé,1
2573,plate,номер,plaque,2
2574,plate,табличка,plaque,2
2575,plate,пластина,plaque,3
2576,plate,пластина,planche,1
2577,plate,номерной знак,plaque,2
2578,plate,номерной знак,no_equality,1
2579,plate,тарелка,assiette,2
2580,plate,плита,no_equality,1
2581,plate,плита,plaque,1
2582,plate,лист,no_equality,1
2583,plate,дощечка,no_equality,1
2584,plate,панель,panneau,1
2585,plate,накладка,no_equality,1
2586,plate,платформа,no_equality,1
2587,plate,стяжка,no_equality,1
2588,plate,бляха,plaque,1
2589,plate,толстый лист,no_equality,1
2590,plate,листовой,no_equality,1
2591,plate,пластинчатый,no_equality,1
2592,plate,,plaque,1
2593,plywood,no_equality,plaqué,1
2594,rupture,разрыв,rupture,1
2595,GMOs,гио,OGM,1
2596,GMOs,гмо,OGM,1
2597,lay,no_equality,laïc,1
2598,disk,диск,disque,1
2599,mainly,главное образ,principalement,1
2600,mainly,главное образ,essentiellement,1
2601,mainly,главное образ,surtout,1
2602,mainly,прежде всего,principalement,1
2603,mainly,прежде всего,essentiellement,1
2604,mainly,прежде всего,surtout,1
2605,mainly,преимущественно,principalement,1
2606,mainly,преимущественно,essentiellement,1
2607,mainly,преимущественно,surtout,1
2608,mainly,особенно,principalement,1
2609,mainly,особенно,essentiellement,1
2610,mainly,особенно,surtout,1
2611,mainly,основный,principalement,1
2612,mainly,основный,essentiellement,1
2613,mainly,один очередь,principalement,1
2614,mainly,в основное,surtout,1
2615,fire,пожар,incendie,1
2616,fire,пожар,feu,2
2617,fire,поджог,incendie,1
2618,fire,поджог,feu,2
2619,fire,огонь,incendie,2
2620,fire,огонь,feu,3
2621,fire,огонь,tiré,1
2622,fire,огонь,tir,1
2623,fire,огонь,flamme,1
2624,fire,пожарный,incendie,1
2625,fire,костёр,feu,2
2626,fire,пламя,feu,2
2627,fire,стрельба,feu,2
2628,fire,стрельба,tir,1
2629,fire,возгорание,feu,1
2630,fire,возгорание,incendie,1
2631,fire,камин,feu,1
2632,fire,камин,cheminée,1
2633,fire,обстрел,tir,1
2634,fire,стрелять,tirer,1
2635,fire,увольнять,virer,1
2636,fire,увольнять,renvoyer,1
2637,fire,поджечь,no_equality,1
2638,fire,обстрелять,no_equality,1
2639,fire,огневой,no_equality,1
2640,fire,противопожарный,no_equality,1
2641,fire,огненный,no_equality,1
2642,adventure,приключение,aventure,1
2643,adventure,путешествие,aventure,1
2644,adventure,авантюра,aventure,1
2645,small,маленький,petit,1
2646,small,небольшой,petit,1
2647,small,мелкий,petit,1
2648,small,малое,petit,1
2649,little,маленький,petit,1
2650,little,небольшой,petit,1
2651,little,мелкий,petit,1
2652,little,малый,petit,1
2653,little,кое-что,petit,1
2654,little,мало,peu,1
2655,little,слегка,peu,1
2656,little,несколько,peu,1
2657,little,слишком,peu,1
2658,little,чуть,peu,1
2659,little,почти,peu,1
2660,little,немножко,peu,1
2661,low,маленький,petit,1
2662,low,небольшой,petit,1
2663,low,малый,petit,1
2664,low,малое,petit,1
2665,low,мало,peu,1
2666,begin,no_equality,lancement,1
2667,begin,no_equality,début,1
2668,begin,начать,entamer,1
2669,begin,начать,commencer,1
2670,begin,приступить к,entamer,1
2671,begin,приступить к,commencer,1
2672,begin,вступить,entamer,1
2673,begin,начало,entamer,1
2674,begin,начало,commencer,1
2675,begin,начинать,commencer,2
2676,begin,начинать,entamer,1
2677,begin,начинать,engager,1
2678,begin,начинать,lancer,1
2679,begin,начинать,démarrer,1
2680,begin,начинать,ouvrir,1
2681,begin,наступить,no_equality,1
2682,begin,пойти,partir,1
2683,begin,пойти,prendre,1
2684,begin,положить начало,commencer,1
2685,begin,начаться,commencer,1
2686,begin,начинаться,commencer,1
2687,begin,стать,commencer,1
2688,begin,,commencer,1
2689,well,хорошо,bien,1
2690,well,ладный,bien,1
2691,well,так,bien,1
2692,well,отлично,bien,1
2693,well,хороший,bien,1
2694,well,прекрасно,bien,1
2695,although,хотя,bien,1
2696,properly,правильно,bien,1
2697,properly,нормальный,bien,1
2698,bien,no_equality,Biên,1
2699,eighth,восемь,huitième,2
2700,eighth,восьмой,huitième,1
2701,eighth,восьмой,8e,1
2702,eighth,восьмой,huit,1
2703,eighth,восьмая часть,huitième,1
2704,eighth,восьмая,huitième,1
2705,eighth,8-метр,huitième,1
2706,eighth,8-й,huitième,1
2707,eight,восемь,huitième,1
2708,yet,ещё,encore,1
2709,yet,до сей пора,encore,1
2710,yet,пока ещё,encore,1
2711,yet,хотя,encore,1
2712,yet,весь ещё,encore,1
2713,still,ещё,encore,1
2714,still,по-прежнему,encore,1
2715,still,до сей пора,encore,1
2716,still,пока ещё,encore,1
2717,still,весь равно,encore,1
2718,still,весь ещё,encore,1
2719,extremely,чрезвычайно,extrêmement,1
2720,extremely,крайне,extrêmement,1
2721,extremely,весьма,extrêmement,1
2722,extremely,очень,extrêmement,1
2723,extremely,исключительно,extrêmement,1
2724,extremely,невероятно,extrêmement,1
2725,extremely,особо,extrêmement,1
2726,extremely,особенно,extrêmement,1
2727,extremely,необычайно,extrêmement,1
2728,extremely,крайний,extrêmement,1
2729,hugely,чрезвычайно,extrêmement,1
2730,tremendously,чрезвычайно,extrêmement,1
2731,barrel,бочка,baril,1
2732,barrel,баррель,baril,1
2733,barrel,за баррель,baril,1
2734,grower,no_equality,cultivateur,1
2735,cultivator,no_equality,cultivateur,1
2736,deputy,депутат,député,1
2737,deputy,заместитель,député,1
2738,MP,депутат,député,1
2739,MP,член парламент,député,1
2740,command,команда,commande,1
2741,mom,мама,maman,1
2742,mom,мама,mère,1
2743,mom,мамочка,maman,1
2744,mom,мамочка,mère,1
2745,mom,мать,maman,1
2746,mom,мать,mère,1
2747,mom,мамуля,maman,1
2748,mom,мамуля,mère,1
2749,mom,мамаша,maman,1
2750,mom,мамаша,mère,1
2751,mom,ма,maman,1
2752,mom,ма,mère,1
2753,mom,мамин,maman,1
2754,mommy,мама,maman,1
2755,mommy,мамочка,maman,1
2756,mommy,мамуля,maman,1
2757,mommy,мамаша,maman,1
2758,educational,учебный,scolaire,1
2759,dancing,no_equality,danser,1
2760,better,хороший,mieux,1
2761,better,больший,mieux,1
2762,better,улучшение,mieux,1
2763,deserve,заслужить,mériter,1
2764,deserve,заслуживать,mériter,1
2765,worth,no_equality,mériter,1
2766,deserved,заслужить,mériter,1
2767,deserved,заслуживать,mériter,1
2768,news,ньюс,News,1
2769,news,новость,News,1
2770,news,новость,nouvelle,1
2771,news,новость,info,1
2772,news,новость,nouveau,1
2773,news,новость,nouvelles,1
2774,news,весточка,no_equality,1
2775,news,Ньюс,news,1
2776,news,новинка,nouveauté,1
2777,news,выпуск новостей,nouvelle,1
2778,news,выпуск новостей,news,1
2779,news,выпуск новостей,actualité,1
2780,news,выпуск новостей,information,1
2781,news,известия,nouvelle,1
2782,news,новостной,no_equality,1
2783,whole,целый,entier,1
2784,whole,полный,entier,1
2785,whole,всего,entier,1
2786,whole,целиком,entier,1
2787,whole,полностью,entier,1
2788,whole,целое,entier,1
2789,whole,весь,entier,1
2790,whole,целовать,entier,1
2791,worldwide,no_equality,entier,1
2792,integer,no_equality,entier,1
2793,wonderful,замечательный,merveilleux,1
2794,wonderful,прекрасный,merveilleux,1
2795,wonderful,чудесный,merveilleux,1
2796,wonderful,удивительный,merveilleux,1
2797,wonderful,удивительный,extraordinaire,1
2798,wonderful,великолепно,merveilleux,1
2799,wonderful,чудесно,merveilleux,1
2800,wonderful,здорово,merveilleux,1
2801,wonderful,чудо,merveilleux,1
2802,marvellous,чудесный,merveilleux,1
2803,marvellous,чудесно,merveilleux,1
2804,marvelous,чудесный,merveilleux,1
2805,marvelous,чудесно,merveilleux,1
2806,bit,немножко,peu,1
2807,bit,немного,peu,1
2808,short,мало,peu,1
2809,East,восток,Orient,2
2810,East,восток,est,2
2811,East,восточный,est,3
2812,East,восточный,oriental,1
2813,East,Восток,est,1
2814,East,Восток,orient,1
2815,East,Восток страны,est,1
2816,East,Восточное направление,oriental,1
2817,East,на Восток,à l'est,1
2818,orient,no_equality,Orient,1
2819,middle East,no_equality,Orient,1
2820,correct,правильный,correct,1
2821,proper,правильный,correct,1
2822,proper,надлежащий,correct,1
2823,proper,правильно,correct,1
2824,proper,нормальный,correct,1
2825,incorrect,неправильно,correct,1
2826,bar,бар,bar,1
2827,bar,кафе,bar,1
2828,pub,бар,bar,1
2829,pub,бар,pub,1
2830,pub,паб,bar,1
2831,pub,паб,pub,1
2832,consultation,консультация,consultation,1
2833,consultation,консультирование,consultation,1
2834,advisory,консультация,consultation,1
2835,advisory,консультирование,consultation,1
2836,cold,холодный,froid,1
2837,cold,холод,froid,1
2838,cold,замёрзлый,froid,1
2839,cold,замёрзнуть,froid,1
2840,cold,остылый,froid,1
2841,chilly,холодный,froid,1
2842,chill,холод,froid,1
2843,be,быть,est,1
2844,be,быть,avoir,1
2845,be,являться,est,1
2846,be,иметь,est,1
2847,be,иметь,avoir,1
2848,be,не,est,1
2849,be,заключаться,est,1
2850,be,находиться,est,1
2851,profit,прибыль,profit,1
2852,profit,прибыль,bénéfice,1
2853,profit,прибыть,profit,1
2854,profit,прибыть,bénéfice,1
2855,profit,выгода,profit,1
2856,profit,выгода,bénéfice,1
2857,profit,доход,profit,1
2858,refugee,беженец,réfugié,3
2859,refugee,беженец,réfugiée,1
2860,refugee,беженка,réfugié,1
2861,refugee,беглец,no_equality,1
2862,refugee,беженский,no_equality,1
2863,equal,равный,égal,1
2864,equal,равноправный,égal,1
2865,equal,одинаковый,égal,1
2866,European,европейский,européen,1
2867,European,общеевропейский,européen,1
2868,European,европеец,européen,1
2869,European,европа,européen,1
2870,Europe,европейский,européen,1
2871,equitable,справедливый,équitable,1
2872,equitable,равноправный,équitable,1
2873,equitable,равный,équitable,1
2874,equitable,справедливость,équitable,1
2875,equitable,сбалансированный,équitable,1
2876,equitable,равномерный,équitable,1
2877,nice,красивый,beau,1
2878,nice,прекрасный,beau,1
2879,nice,хороший,beau,1
2880,nice,отличный,beau,1
2881,nice,симпатичный,beau,1
2882,nice,милый,beau,1
2883,nice,мило,beau,1
2884,nice,классный,beau,1
2885,pleasant,no_equality,beau,1
2886,meeting,встреча,rencontre,2
2887,meeting,встреча,réunion,3
2888,meeting,встреча,rendez-vous,1
2889,meeting,встреча,entretien,1
2890,meeting,встреча,entrevue,1
2891,meeting,совещание,rencontre,1
2892,meeting,совещание,réunion,2
2893,meeting,заседание,rencontre,1
2894,meeting,заседание,réunion,2
2895,meeting,мероприятие,rencontre,1
2896,meeting,мероприятие,réunion,2
2897,meeting,встретиться,rencontre,1
2898,meeting,собрание,réunion,2
2899,meeting,сессия,réunion,2
2900,meeting,конференция,réunion,2
2901,meeting,митинг,no_equality,1
2902,meeting,выполнение,réalisation,1
2903,meeting,выполнение,respect,1
2904,meeting,собрание акционеров,no_equality,1
2905,meeting,свидание,rendez-vous,1
2906,meeting,съезд,convention,1
2907,meeting,встречающий,no_equality,1
2908,meeting,удовлетворяющий,no_equality,1
2909,meeting,встречающийся,no_equality,1
2910,meeting,,réunion,1
2911,meet,no_equality,rencontre,1
2912,Convention,no_equality,rencontre,1
2913,Convention,конвенция,Convention,1
2914,Convention,соглашение,Convention,1
2915,Convention,договор,Convention,1
2916,sedan,no_equality,conduite,1
2917,approve,утвердить,approuver,1
2918,approve,одобрить,approuver,1
2919,approve,утверждать,approuver,1
2920,approve,одобрять,approuver,1
2921,approve,утверждение,approuver,1
2922,approve,одобрение,approuver,1
2923,global,глобальный,mondial,1
2924,global,мировой,mondial,1
2925,global,всемирный,mondial,1
2926,global,общемировой,mondial,1
2927,world,мировой,mondial,1
2928,world,всемирный,mondial,1
2929,world,мир,mondial,1
2930,globally,no_equality,mondial,1
2931,summit,саммит,sommet,1
2932,summit,встреча на высокий уровень,sommet,1
2933,summit,вершина,sommet,1
2934,ease,лёгкость,facilité,1
2935,ease,простота,facilité,1
2936,intelligent,умный,intelligent,3
2937,intelligent,разумный,intelligent,2
2938,intelligent,разумный,no_equality,1
2939,intelligent,осмысленный,no_equality,1
2940,intelligent,продуманный,no_equality,1
2941,intelligent,неглупый,intelligent,1
2942,intelligent,микропроцессорный,no_equality,1
2943,intelligent,понятливый,no_equality,1
2944,intelligent,мыслящий,no_equality,1
2945,intelligent,программируемый,no_equality,1
2946,intelligent,настраиваемый,no_equality,1
2947,intelligent,понимающий,no_equality,1
2948,intelligent,интеллигентный,intelligent,1
2949,intelligent,разумно,intelligent,1
2950,clever,умный,intelligent,1
2951,clever,умно,intelligent,1
2952,apart,no_equality,hormis,1
2953,except,за исключение,hormis,1
2954,except,за исключение,sauf,2
2955,except,за исключение,excepté,2
2956,except,кроме,hormis,2
2957,except,кроме,excepté,3
2958,except,кроме,sauf,1
2959,except,кроме,à part,1
2960,except,кроме,mai,1
2961,except,кроме,sinon,1
2962,except,помимо,hormis,1
2963,except,исключая,sauf,1
2964,except,исключая,à part,1
2965,except,исключая,excepté,1
2966,except,за исключением того,sauf,1
2967,except,за исключением того,excepté,1
2968,except,за исключением того,à part,1
2969,except,кроме тех случаев,sauf,1
2970,except,не считать тот,excepté,1
2971,except for,за исключение,hormis,1
2972,except for,если не считать,hormis,1
2973,except for,кроме,hormis,1
2974,final,окончательный,définitif,2
2975,final,окончательный,finale,2
2976,final,окончательный,final,3
2977,final,окончательный,dernier,1
2978,final,заключительный,définitif,1
2979,final,заключительный,finale,2
2980,final,заключительный,final,3
2981,final,заключительный,dernier,1
2982,final,конечный,finale,2
2983,final,конечный,final,2
2984,final,конечный,ultime,1
2985,final,последний,finale,2
2986,final,последний,final,3
2987,final,последний,ultime,2
2988,final,последний,dernier,1
2989,final,финал,finale,3
2990,final,финал,final,2
2991,final,итоговый,final,2
2992,final,финальный,final,2
2993,final,выпускной,no_equality,1
2994,final,выпускной,final,1
2995,final,готовый,no_equality,1
2996,final,завершающий,final,1
2997,final,решающий,no_equality,1
2998,final,завершение,fin,1
2999,final,завершение,clôture,1
3000,final,выпускной экзамен,no_equality,1
3001,final,окончательно,no_equality,1
3002,final,конечно,no_equality,1
3003,final,завершать,final,1
3004,definitive,окончательный,définitif,1
3005,definitive,окончательно,définitif,1
3006,flame,пламя,flamme,1
3007,flame,огонь,flamme,1
3008,subject,вопрос,sujet,1
3009,subject,вопрос,thème,1
3010,subject,тема,sujet,1
3011,subject,тема,thème,1
3012,subject,повод,sujet,1
3013,subject,счёт,sujet,1
3014,subject,предмет,sujet,1
3015,subject,предмет,thème,1
3016,subject,субъект,sujet,1
3017,subject,объект,sujet,1
3018,about it,no_equality,sujet,1
3019,widely,активно,largement,1
3020,widely,повсеместно,largement,1
3021,widely,широко,largement,1
3022,widely,широкий,largement,1
3023,largely,в многое,largement,1
3024,largely,значительно,largement,1
3025,largely,существенно,largement,1
3026,largely,главное образ,largement,1
3027,largely,широко,largement,1
3028,extensively,активно,largement,1
3029,extensively,широко,largement,1
3030,extensively,широкий,largement,1
3031,essentially,главное образ,essentiellement,1
3032,essentially,прежде всего,essentiellement,1
3033,essentially,преимущественно,essentiellement,1
3034,essentially,по существо,essentiellement,1
3035,essentially,по суть,essentiellement,1
3036,basically,главное образ,essentiellement,1
3037,basically,по существо,essentiellement,1
3038,basically,по суть,essentiellement,1
3039,transport,перевозка,transport,1
3040,transport,транспорт,transport,1
3041,transport,транспортировка,transport,1
3042,transport,перенос,transport,1
3043,transport,доставка,transport,1
3044,transport,груз,transport,1
3045,transport,проезд,transport,1
3046,notice,уведомление,avis,1
3047,notice,объявление,avis,1
3048,notice,извещение,avis,1
3049,opinion,мнение,avis,1
3050,opinion,точка зрение,avis,1
3051,opinion,взгляд,avis,1
3052,opinion,заключение,avis,1
3053,late,конец,fin,1
3054,late,поздний,fin,1
3055,region,регион,région,1
3056,region,район,région,1
3057,region,область,région,1
3058,region,округа,région,1
3059,region,округ,région,1
3060,region,зона,région,1
3061,refer,передать,renvoyer,1
3062,refer,передавать,renvoyer,1
3063,refer,передача,renvoyer,1
3064,refer,no_equality,référence,1
3065,refer,no_equality,désigner,1
3066,sufficiently,достаточно,suffisamment,1
3067,sufficiently,настолько,suffisamment,1
3068,sufficiently,должное образ,suffisamment,1
3069,sufficiently,надлежащий образ,suffisamment,1
3070,sufficient,no_equality,suffisamment,1
3071,ample,no_equality,suffisamment,1
3072,beginning,начать,commencement,1
3073,beginning,начать,début,1
3074,beginning,начало,commencement,1
3075,beginning,начало,début,1
3076,beginning,no_equality,commencer,1
3077,beginning,начинаться,début,1
3078,dish,тарелка,assiette,1
3079,enrich,обогатить,enrichir,1
3080,enrich,обогащать,enrichir,1
3081,enrich,обогащение,enrichir,1
3082,soon,скоро,bientôt,1
3083,soon,скоро,vite,1
3084,soon,вскоре,bientôt,1
3085,soon,увидеться,bientôt,1
3086,soon,скорый,bientôt,1
3087,soon,скорый,vite,1
3088,soon,скорый время,bientôt,1
3089,soon,ближний будущее,bientôt,1
3090,soon,быстро,vite,1
3091,soon,быстрый,vite,1
3092,soon,рано,vite,1
3093,disengagement,разъединение,désengagement,1
3094,disengagement,размежевание,désengagement,1
3095,disengagement,уход,désengagement,1
3096,road,дорога,route,1
3097,road,путь,route,1
3098,road,шоссе,route,1
3099,number,номер,numéro,1
3100,number,телефон,numéro,1
3101,number,число,numéro,1
3102,number,число,nombre,1
3103,number,количество,nombre,1
3104,number,ряд,nombre,1
3105,number,численность,nombre,1
3106,number,цифра,nombre,1
3107,number,показатель,nombre,1
3108,number,сколько,nombre,1
3109,win,выиграть,gagner,1
3110,win,победить,gagner,1
3111,win,завоевать,gagner,1
3112,win,выигрывать,gagner,1
3113,win,получить,gagner,1
3114,win,заслужить,gagner,1
3115,win,побеждать,gagner,1
3116,put,положить,mettre,1
3117,put,поставить,mettre,1
3118,put,надеть,mettre,1
3119,put,ставить,mettre,1
3120,put,поместить,mettre,1
3121,put,оставить,mettre,1
3122,put,засунуть,mettre,1
3123,put,посадить,mettre,1
3124,put,класть,mettre,1
3125,put,сажать,mettre,1
3126,set,поставить,mettre,1
3127,set,использовать,mettre,1
3128,set,ставить,mettre,1
3129,set,установить,mettre,1
3130,update,no_equality,mettre,1
3131,warm,горячий,chaud,2
3132,warm,тёплый,chaud,2
3133,warm,тёплый,chaleureux,1
3134,warm,тепло,chaud,2
3135,warm,тепло,chaleureux,1
3136,warm,тепло,chaleur,1
3137,warm,тепло,chaleureusement,1
3138,warm,теплый,chaud,1
3139,warm,теплый,chaleureux,1
3140,warm,сердечный,no_equality,1
3141,warm,согревать,réchauffer,2
3142,warm,погреться,se réchauffer,1
3143,warm,утеплить,no_equality,1
3144,warm,разминка,no_equality,1
3145,warm,согреть,réchauffer,1
3146,warm,погреть,réchauffer,1
3147,warm,подогревать,réchauffer,1
3148,worry,волноваться,inquiéter,1
3149,worry,беспокоиться,inquiéter,1
3150,worry,переживать,inquiéter,1
3151,worry,беспокоить,inquiéter,1
3152,worry,волновать,inquiéter,1
3153,worry about,беспокоить,inquiéter,1
3154,worry about,волновать,inquiéter,1
3155,fret,волноваться,inquiéter,1
3156,fret,беспокоиться,inquiéter,1
3157,concerned about,беспокоить,inquiéter,1
3158,concerned about,волновать,inquiéter,1
3159,justice,правосудие,justice,1
3160,justice,справедливость,justice,1
3161,justice,юстиция,justice,1
3162,justice,суд,justice,1
3163,justice,судебный,justice,1
3164,justice,судопроизводство,justice,1
3165,trigger,вызвать,déclencher,1
3166,trigger,спровоцировать,déclencher,1
3167,trigger,привести к,déclencher,1
3168,spark,no_equality,déclencher,1
3169,each,каждый,chacun,1
3170,everyone,каждый,chacun,2
3171,everyone,весь,chacun,2
3172,everyone,все,tout le monde,1
3173,everyone,все,chacun,1
3174,everyone,всякий,chacun,1
3175,everyone,,chacun,1
3176,every,каждый,chacun,1
3177,every,весь,chacun,1
3178,every,люба,chacun,1
3179,alcoholism,алкоголизм,alcoolisme,1
3180,chance,случайность,hasard,1
3181,chance,случай,hasard,1
3182,random,no_equality,hasard,1
3183,incredible,невероятный,incroyable,1
3184,incredible,потрясать,incroyable,1
3185,incredible,удивительный,incroyable,1
3186,incredible,невероятно,incroyable,1
3187,allocation,распределение,allocation,1
3188,allocation,выделение,allocation,1
3189,allocation,ассигнование,allocation,1
3190,wash,помыть,laver,1
3191,wash,мыть,laver,1
3192,wash,вымыть,laver,1
3193,wash,стирать,laver,1
3194,wash,постирать,laver,1
3195,wash,мыться,laver,1
3196,wash,умыться,laver,1
3197,wash,помыться,laver,1
3198,washing,no_equality,laver,1
3199,washing machine,no_equality,laver,1
3200,miss,пропустить,rater,1
3201,miss,упустить,rater,1
3202,miss,пропускать,rater,1
3203,stage,этап,stade,1
3204,stage,стадия,stade,1
3205,stadium,стадион,stade,1
3206,note,отметить,noter,1
3207,note,отмечать,noter,1
3208,note,заметить,noter,1
3209,note,учесть,noter,1
3210,please note,no_equality,noter,1
3211,noted,отметить,noter,1
3212,noted,отмечать,noter,1
3213,noted,указать,noter,1
3214,noted,отмечаться,noter,1
3215,dream,мечтать,rêver,3
3216,dream,видеть сон,rêver,2
3217,dream,мечта,rêve,3
3218,dream,сон,rêve,2
3219,dream,сказка,rêve,2
3220,dream,чаяние,no_equality,1
3221,dream,видеть во сне,rêver,1
3222,dream,спать,no_equality,1
3223,dream,спать,rêver,1
3224,dream,помышлять,no_equality,1
3225,dream,во сне,no_equality,1
3226,dream,сниться,rêver,1
3227,dream,помечтать,rêver,1
3228,dream,присниться,rêver,1
3229,dream,грезить,rêver,1
3230,dream,увидеть в сон,rêver,1
3231,dream,видеть в сон,rêver,1
3232,dream,фантазировать,rêver,1
3233,dream,,rêver,1
3234,dream of,мечтать,rêver,1
3235,dream about,no_equality,rêver,1
3236,daydream,no_equality,rêver,1
3237,topical,no_equality,actualité,1
3238,actuality,no_equality,actualité,1
3239,child,ребёнок,enfant,2
3240,child,дитя,enfant,3
3241,child,дитя,bébé,1
3242,child,дитя,petit,1
3243,child,мальчик,enfant,2
3244,child,девочка,enfant,2
3245,child,дочь,enfant,2
3246,child,детский,enfant,3
3247,child,ребенок,enfant,1
3248,child,ребенок,fil,1
3249,child,ребенок,fille,1
3250,child,ребенок,bébé,1
3251,child,ребенок,petit,1
3252,child,ребенок,gosse,1
3253,child,ребенок,gamin,1
3254,child,детище,bébé,1
3255,child,сын,enfant,1
3256,child,сын,fil,1
3257,child,сын,bébé,1
3258,child,сын,petit,1
3259,child,сын,gosse,1
3260,child,сын,gamin,1
3261,child,потомок,no_equality,1
3262,child,чадо,no_equality,1
3263,child,дочерний,no_equality,1
3264,child,несовершеннолетний,no_equality,1
3265,child,,enfant,1
3266,infant,ребёнок,enfant,1
3267,infant,младенец,enfant,1
3268,sector,сектор,secteur,1
3269,sector,сфера,secteur,1
3270,sector,область,secteur,1
3271,sector,отрасль,secteur,1
3272,sector,система,secteur,1
3273,sector,секторальный,secteur,1
3274,stairs,лестница,escalier,1
3275,stairs,по лестница,escalier,1
3276,ringtone,рингтон,sonnerie,1
3277,element,элемент,élément,1
3278,element,компонент,élément,1
3279,element,фактор,élément,1
3280,element,аспект,élément,1
3281,element,значение,élément,1
3282,element,стихия,élément,1
3283,element,составлять,élément,1
3284,component,элемент,élément,1
3285,component,компонент,élément,1
3286,component,часть,élément,1
3287,component,аспект,élément,1
3288,component,составлять,élément,1
3289,fortuitous,no_equality,fortuit,1
3290,incidental,no_equality,fortuit,1
3291,accidental,no_equality,fortuit,1
3292,adventitious,no_equality,fortuit,1
3293,by chance,no_equality,fortuit,1
3294,baby,ребёнок,bébé,1
3295,baby,малыш,bébé,1
3296,baby,детка,bébé,1
3297,baby,младенец,bébé,1
3298,baby,крошка,bébé,1
3299,baby,дитя,bébé,1
3300,baby,девочка,bébé,1
3301,baby,роды,bébé,1
3302,baby,малышок,bébé,1
3303,amount,количество,nombre,1
3304,amount,объесть,nombre,1
3305,Stoke,no_equality,attiser,1
3306,distant,далёкий,lointain,1
3307,distant,отдалённый,lointain,1
3308,far away,no_equality,lointain,1
3309,force,сила,force,1
3310,force,полиция,force,1
3311,strength,сила,force,3
3312,strength,сила,intensité,1
3313,strength,сила,puissance,1
3314,strength,сила,pouvoir,1
3315,strength,мощь,force,2
3316,strength,контингент,force,2
3317,strength,потенциал,force,2
3318,strength,прочность,résistance,2
3319,strength,напряженность,no_equality,1
3320,strength,крепость,fort,1
3321,strength,крепость,force,1
3322,strength,численность,effectif,1
3323,strength,достоинство,no_equality,1
3324,strength,мощность,puissance,1
3325,strength,сильная сторона,fort,1
3326,strength,усилие,no_equality,1
3327,strength,силовой,no_equality,1
3328,strength,прочный,no_equality,1
3329,strength,,force,1
3330,forced,принудительный,forcé,1
3331,forced,насильственный,forcé,1
3332,compulsory,принудительный,forcé,1
3333,engineer,инженер,ingénieur,3
3334,engineer,конструктор,ingénieur,1
3335,engineer,сапер,no_equality,1
3336,engineer,специалист,no_equality,1
3337,engineer,звукоинженер,no_equality,1
3338,engineer,машинист,ingénieur,1
3339,engineer,машинист,mécanicien,1
3340,engineer,ИТР,no_equality,1
3341,engineer,инженерные войска,génie,1
3342,engineer,теплотехник,no_equality,1
3343,engineer,наладчик,no_equality,1
3344,engineer,проектировать,no_equality,1
3345,engineer,работать инженером,ingénieur,1
3346,engineer,работать инженером,ingénieure,1
3347,engineer,инженерный,no_equality,1
3348,engineer,инженер-строитель,ingénieur,1
3349,resistance,сопротивление,résistance,1
3350,resistance,устойчивость,résistance,1
3351,resistance,прочность,résistance,1
3352,resistance,сопротивляемость,résistance,1
3353,resistance,стойкость,résistance,1
3354,resistance,резистентность,résistance,1
3355,resistance,противодействие,résistance,1
3356,coincide,совпадать,coïncider,3
3357,coincide,совмещаться,no_equality,1
3358,coincide,совпасть,coïncider,1
3359,Academy,академия,Académie,1
3360,surcharge,no_equality,supplément,1
3361,supplement,дополнение,supplément,1
3362,additional cost,no_equality,supplément,1
3363,truly,действительно,véritablement,1
3364,truly,подлинно,véritablement,1
3365,truly,поистине,véritablement,1
3366,truly,реально,véritablement,1
3367,truly,искренне,véritablement,1
3368,truly,полностью,véritablement,1
3369,truly,истинно,véritablement,1
3370,shoe size,no_equality,Pointure,1
3371,ventilate,no_equality,aérer,1
3372,coffee,кофе,café,1
3373,coffee,кафе,café,1
3374,coffee,кофейный,café,1
3375,cafe,кафе,café,2
3376,cafe,кофейня,café,1
3377,cafe,буфет,no_equality,1
3378,cafe,кафе-ресторан,café,1
3379,cafe,кафе-ресторан,bar,1
3380,skill,компетентность,compétence,1
3381,skill,опыт,compétence,1
3382,skill,навык,compétence,1
3383,skill,умение,compétence,1
3384,especially,особенно,surtout,3
3385,especially,особенно,spécialement,2
3386,especially,особенно,en particulier,1
3387,especially,особенно,notamment,1
3388,especially,особенно,particulièrement,1
3389,especially,особенно,principalement,1
3390,especially,особенно,très,1
3391,especially,особенно,essentiellement,1
3392,especially,особенно,spécifiquement,1
3393,especially,особенно,particulière,1
3394,especially,прежде всего,surtout,2
3395,especially,прежде всего,spécialement,1
3396,especially,тем более,surtout,2
3397,especially,особо,surtout,2
