,ru,fr,en
10103,время,date,then
10104,частный,privé,private
10105,частный,privé,privately-run
10106,частный,particulier,private
10107,частный,particulier,particular
10108,частный,libre,no_equality
10109,сфера деятельности,champ d'activité,scope of work
10110,сфера деятельности,champ d'activité,sphere of activity
10111,сфера деятельности,champ d'activité,field of activity
10112,сфера деятельности,champ d'activité,scope of activities
10113,сфера деятельности,sphère d'activité,sphere of activity
10114,сфера деятельности,sphère d'activité,field of activity
10115,сфера деятельности,aire d'activité,no_equality
10116,сфера деятельности,terrain,area
10117,самолет,avion,plane
10118,самолет,avion,aircraft
10119,самолет,avion,jet
10120,самолет,avion,flight
10121,самолет,avion,airplane
10122,самолет,avion,aeroplane
10123,самолет,avion,airliner
10124,самолет,avion,airline
10125,самолет,avion,fly
10126,самолет,vol,plane
10127,самолет,vol,aircraft
10128,самолет,vol,flight
10129,самолет,vol,fly
10130,самолет,appareil,plane
10131,самолет,appareil,aircraft
10132,самолет,aéroplane,aircraft
10133,самолет,aéroplane,airplane
10134,самолет,aéroplane,aeroplane
10135,самолет,taxi,no_equality
10136,самолет,aéro,no_equality
10137,самолет,zinc,plane
10138,расстраивать,frustrer,frustrate
10139,расстраивать,contrarier,upset
10140,расстраивать,contrarier,frustrate
10141,расстраивать,bouleverser,upset
10142,расстраивать,navrer,upset
10143,расстраивать,faire mal,get hurt
10144,расстраивать,renverser,upset
10145,полиция,police,police
10146,полиция,police,policing
10147,полиция,police,pd
10148,полиция,police,cop
10149,полиция,police,nypd
10150,полиция,policier,cop
10151,полиция,forces de l'ordre,police
10152,полиция,forces de l'ordre,policing
10153,полиция,force publique,police
10154,полиция,rousse,no_equality
10155,полиция,poule,no_equality
10156,выслушивать,ausculter,listen
10157,целовать,embrasser,kiss
10158,целовать,embrasser,kissin
10159,воздушный транспорт,transport aérien,air transportation
10160,воздушный транспорт,transport aérien,air transport
10161,воздушный транспорт,transport aérien,aviation
10162,воздушный транспорт,transport aérien,aircraft
10163,воздушный транспорт,transports aériens,air transportation
10164,воздушный транспорт,transports aériens,air transport
10165,воздушный транспорт,transports aériens,aviation
10166,сияющий,rayonnant,shining
10167,сияющий,rayonnant,radiant
10168,сияющий,rayonnant,glowing
10169,сияющий,rayonnant,bright
10170,сияющий,brillant,shining
10171,сияющий,brillant,shiny
10172,сияющий,brillant,glowing
10173,сияющий,brillant,bright
10174,сияющий,brillant,sparkling
10175,сияющий,lumineux,shining
10176,сияющий,lumineux,radiant
10177,сияющий,lumineux,glowing
10178,сияющий,lumineux,bright
10179,сияющий,épanoui,no_equality
10180,подсобный,auxiliaire,ancillary
10181,отмечать,célébrer,celebrate
10182,отмечать,célébrer,mark
10183,отмечать,célébrer,observe
10184,отмечать,célébrer,commemorate
10185,отмечать,célébrer,observance
10186,отмечать,noter,note
10187,отмечать,noter,mark
10188,отмечать,noter,observe
10189,отмечать,noter,point out
10190,отмечать,souligner,celebrate
10191,отмечать,souligner,note
10192,отмечать,souligner,mark
10193,отмечать,souligner,point out
10194,отмечать,souligner,recognize
10195,отмечать,souligner,highlight
10196,отмечать,observer,note
10197,отмечать,observer,observe
10198,отмечать,indiquer,point out
10199,отмечать,faire remarquer,note
10200,отмечать,faire remarquer,observe
10201,отмечать,faire remarquer,point out
10202,отмечать,pointer,point out
10203,понятный,compréhensible,understandable
10204,понятный,compréhensible,clear
10205,понятный,compréhensible,comprehensible
10206,понятный,entendu,no_equality
10207,понятный,compris,no_equality
10208,понятный,explicite,clear
10209,внеочередной,extraordinaire,no_equality
10210,каше,cache,no_equality
10211,совмещение,superposition,overlapping
10212,совмещение,alignement,no_equality
10213,совмещение,convergence,no_equality
10214,совмещение,mélange,combining
10215,совмещение,mélange,combination
10216,совмещение,réunion,combination
10217,означать,signifier,mean
10218,означать,signifier,imply
10219,означать,signifier,indicate
10220,означать,signifier,signify
10221,означать,signifier,signal
10222,означать,signifier,stand for
10223,означать,signifier,been
10224,означать,vouloir dire,mean
10225,означать,vouloir dire,signify
10226,означать,désigner,mean
10227,означать,désigner,indicate
10228,означать,désigner,connote
10229,означать,désigner,denote
10230,означать,dire,mean
10231,означать,être synonyme de,no_equality
10232,означать,marquer un tournant,no_equality
10233,тыл,arrière-front,rear
10234,тыл,arrière-front,back
10235,тыл,arrière,rear
10236,тыл,arrière,back
10237,тыл,arrière,home front
10238,тыл,derrière,no_equality
10239,тыл,revers,back
10240,истинно,vrai,truly
10241,истинно,en vérité,truly
10242,истинно,en vérité,verily
10243,истинно,au vrai,no_equality
10244,истинно,assurément,truly
10245,сложить,plier,fold
10246,сложить,plier,pack
10247,сложить,faire,put
10248,сложить,empiler,stack
10249,сложить,poser,put
10250,сложить,combiner,no_equality
10251,сложить,stocker,no_equality
10252,сложить,accumuler,no_equality
10253,сложить,décharger,no_equality
10254,просить прощения,demander pardon,apologize
10255,просить прощения,demander pardon,ask for forgiveness
10256,просить прощения,demander pardon,apology
10257,просить прощения,demander pardon,ask forgiveness
10258,просить прощения,demander pardon,beg for forgiveness
10259,просить прощения,demander pardon,ask for your forgiveness
10260,просить прощения,demander pardon,beg forgiveness
10261,просить прощения,s'excuser,apologize
10262,просить прощения,s'excuser,be sorry
10263,просить прощения,s'excuser,apology
10264,внедрение на рынок,lancement,no_equality
10265,извержение,éruption,eruption
10266,извержение,éruption,volcanic
10267,извержение,éruption,volcano
10268,извержение,éruption,erupt
10269,извержение,éjaculation,no_equality
10270,извержение,émission,no_equality
10271,извержение,vomissement,no_equality
10272,горячий,chaud,hot
10273,горячий,chaud,warm
10274,горячий,brûlant,hot
10275,горячий,brûlant,ardent
10276,горячий,brûlant,fiery
10277,горячий,enthousiaste,no_equality
10278,горячий,véhément,no_equality
10279,горячий,accueil chaleureux,no_equality
10280,горячий,fringant,no_equality
10281,интеллектуальный,intellectuel,intellectual
10282,место происхождения,lieu d'origine,place of origin
10283,место происхождения,lieu d'origine,places of origin
10284,место происхождения,origine,no_equality
10285,место происхождения,lieu de provenance,place of origin
10286,блокировать,bloquer,block
10287,блокировать,bloquer,freeze
10288,блокировать,bloquer,blockade
10289,блокировать,bloquer,lock
10290,блокировать,arrêter,no_equality
10291,блокировать,obstruer,block
10292,блокировать,désactiver,disable
10293,блокировать,geler,block
10294,блокировать,geler,freeze
10295,блокировать,enfermer,lock
10296,блокировать,coincer,no_equality
10297,блокировать,tacler,no_equality
10298,блокировать,apparenter,no_equality
10299,блокировать,investir,no_equality
10300,беспристрастность,impartialité,impartiality
10301,беспристрастность,impartialité,fairness
10302,беспристрастность,impartialité,impartial
10303,беспристрастность,impartialité,even-handedness
10304,беспристрастность,impartialité,equity
10305,беспристрастность,impartialité,impartially
10306,беспристрастность,impartialité,even-handed
10307,беспристрастность,impartialité,objectivity
10308,учеба,études,study
10309,учеба,études,school
10310,направлять,diriger,guide
10311,направлять,diriger,direct
10312,направлять,diriger,refer
10313,направлять,diriger,lead
10314,направлять,diriger,steer
10315,направлять,diriger,point
10316,направлять,diriger,route
10317,направлять,diriger,turn
10318,направлять,transmettre,send
10319,направлять,transmettre,submit
10320,направлять,transmettre,provide
10321,направлять,transmettre,forward
10322,направлять,rapporter,refer
10323,направлять,régler,address
10324,направлять,manœuvrer,steer
10325,направлять,rediriger,direct
10326,направлять,rediriger,forward
10327,направлять,cibler,focus
10328,направлять,cibler,address
10329,направлять,consacrer,focus
10330,направлять,renvoyer,send
10331,направлять,renvoyer,refer
10332,направлять,tourner,turn
10333,видеться,voir,see
10334,видеться,voir,meet
10335,видеться,se voir,no_equality
10336,видеться,se fréquenter,seeing each other
10337,воздушный,aérien,air
10338,воздушный,aérien,aerial
10339,воздушный,aérien,aviation
10340,воздушный,aérien,aircraft
10341,воздушный,à air,air
10342,воздушный,d'air,air
10343,воздушный,de l'air,air
10344,воздушный,soufflé,no_equality
10345,воздушный,léger,no_equality
10346,воздушный,vaporeux,no_equality
10347,воздушный,aérogène,aerial
10348,воздушный,ailé,no_equality
10349,воздушный,immatériel,no_equality
10350,воздушный,aérobie,no_equality
10351,усиленный,renforcé,enhanced
10352,усиленный,renforcé,strengthened
10353,усиленный,renforcé,reinforced
10354,усиленный,intensif,no_equality
10355,усиленный,forcé,no_equality
10356,ощущение пустоты,vide,void
10357,ощущение пустоты,vide,emptiness
10358,ощущение пустоты,vide,vacuum
10359,ощущение пустоты,vide,nothingness
10360,надгробный камень,tombe,tombstone
10361,надгробный камень,tombe,gravestone
10362,надгробный камень,tombe,headstone
10363,сообщение,message,message
10364,сообщение,message,communication
10365,сообщение,message,text
10366,сообщение,message,e-mail
10367,сообщение,message,announcement
10368,сообщение,message,word
10369,сообщение,message,statement
10370,сообщение,message,email
10371,сообщение,message,post
10372,сообщение,message,msg
10373,сообщение,mail,message
10374,сообщение,mail,e-mail
10375,сообщение,mail,email
10376,сообщение,communications,communication
10377,сообщение,communications,communicating
10378,сообщение,courriel,message
10379,сообщение,courriel,e-mail
10380,сообщение,courriel,email
10381,сообщение,rapport,report
10382,сообщение,rapport,reporting
10383,сообщение,rapport,statement
10384,сообщение,état,statement
10385,сообщение,communiqué,report
10386,сообщение,communiqué,announcement
10387,сообщение,communiqué,statement
10388,сообщение,annonce,reporting
10389,сообщение,annonce,announcement
10390,сообщение,annonce,news
10391,сообщение,nouvelle,news
10392,сообщение,nouvelle,piece of news
10393,сообщение,trafic,no_equality
10394,сообщение,correspondance,no_equality
10395,сообщение,com.,no_equality
10396,равиоли,ravioli,ravioli
10397,почин,étrenne,no_equality
10398,почин,commencement,no_equality
10399,почин,initiative,initiative
10400,мочь,pouvoir,can
10401,мочь,pouvoir,be able to
10402,мочь,être en mesure,no_equality
10403,Перу,Pérou,peru
10404,Перу,Pérou,peruvian
10405,Перу,Pérou,perou
10406,Перу,péruvien,peru
10407,Перу,péruvien,peruvian
10408,Перу,République du Pérou,no_equality
10409,пол,parquet,floor
10410,пол,sexe,gender
10411,пол,sexe,sex
10412,пол,demi,half
10413,пол,parterre,no_equality
10414,пол,à moitié,no_equality
10415,потерпеть,essuyer,suffer
10416,потерпеть,prendre patience,be patient
10417,быстрый,rapide,rapid
10418,быстрый,rapide,fast
10419,быстрый,rapide,quick
10420,быстрый,rapide,speedy
10421,быстрый,rapide,swift
10422,быстрый,rapide,prompt
10423,быстрый,rapide,quicker
10424,быстрый,bref,quick
10425,быстрый,véloce,quick
10426,быстрый,véloce,swift
10427,быстрый,vif,quick
10428,быстрый,vif,strong
10429,быстрый,sommaire,no_equality
10430,быстрый,d'un moment,no_equality
10431,чудесно,merveilleux,wonderful
10432,чудесно,merveilleux,great
10433,чудесно,merveilleux,lovely
10434,чудесно,merveilleux,amazing
10435,чудесно,merveilleux,beautiful
10436,чудесно,merveilleux,fine
10437,чудесно,merveilleux,fantastic
10438,чудесно,merveilleux,marvelous
10439,чудесно,merveilleux,marvellous
10440,чудесно,merveilleux,awesome
10441,чудесно,merveilleux,wondrous
10442,чудесно,merveilleuse,wonderful
10443,чудесно,merveilleuse,lovely
10444,чудесно,merveilleuse,amazing
10445,чудесно,merveilleuse,beautiful
10446,чудесно,merveilleuse,fantastic
10447,чудесно,merveilleuse,marvelous
10448,чудесно,merveilleuse,marvellous
10449,чудесно,merveilleuse,wondrous
10450,чудесно,miraculeusement,no_equality
10451,чудесно,à merveille,great
10452,чудесно,à merveille,wonderfully
10453,чудесно,divinement,no_equality
10454,шкив,poulie,pulley
10455,шкив,poulie,sheave
10456,шкив,tambour,no_equality
10457,шкив,volant,no_equality
10458,шкив,molette,no_equality
10459,свая,pilotis,pile
10460,свая,pilotis,stilt
10461,свая,pile,pile
10462,свая,pile,pier
10463,свая,pilier,pile
10464,свая,pilier,pier
10465,алкоголизм,alcoolisme,alcoholism
10466,алкоголизм,alcoolisme,alcohol abuse
10467,алкоголизм,alcoolisme,drinking
10468,алкоголизм,alcoolique,alcoholism
10469,алкоголизм,éthylisme,alcoholism
10470,ловкий,adroit,clever
10471,ловкий,adroit,cunning
10472,ловкий,adroit,skillful
10473,ловкий,astucieux,clever
10474,ловкий,astucieux,slick
10475,ловкий,astucieux,crafty
10476,ловкий,astucieux,cunning
10477,ловкий,astucieux,artful
10478,ловкий,souple,no_equality
10479,ловкий,maître,no_equality
10480,ловкий,magistral,no_equality
10481,ловкий,consommé,no_equality
10482,нанять,embaucher,hire
10483,нанять,embaucher,recruit
10484,нанять,embaucher,employ
10485,нанять,embaucher,engage
10486,нанять,retenir,engage
10487,нанять,retenir,retain
10488,добиться,parvenir à,achieve
10489,добиться,parvenir à,bring about
10490,добиться,parvenir à,attain
10491,добиться,obtenir,achieve
10492,добиться,obtenir,make
10493,добиться,obtenir,ensure
10494,добиться,obtenir,obtain
10495,добиться,obtenir,seek
10496,добиться,obtenir,secure
10497,добиться,obtenir,attain
10498,добиться,obtenir,gain
10499,добиться,obtenir,produce
10500,добиться,arriver à,reach
10501,добиться,arriver à,bring about
10502,добиться,capter,gain
10503,обращение,traitement,treatment
10504,обращение,traitement,handling
10505,обращение,traitement,management
10506,обращение,traitement,treated
10507,обращение,circulation,circulation
10508,обращение,recours,recourse
10509,обращение,recours,appeal
10510,обращение,recours,resort
10511,обращение,recours,application
10512,обращение,recours,resorting
10513,обращение,traitement dégradant,no_equality
10514,обращение,maniement de,no_equality
10515,обращение,conversion,conversion
10516,обращение,allocution,address
10517,обращение,inversion,no_equality
10518,обращение,manière de traiter,handling
10519,обращение,échange,deal
10520,обращение,réduction,no_equality
10521,отдать,reculer,no_equality
10522,отдать,donner,give
10523,отдать,donner,bring
10524,отдать,donner,take
10525,отдать,donner,donate
10526,отдать,redonner,bring
10527,отдать,redonner,give back
10528,отдать,remettre,give
10529,отдать,remettre,hand over
10530,отдать,remettre,bring
10531,отдать,remettre,deliver
10532,отдать,remettre,turn over
10533,отдать,sacrifier,no_equality
10534,отдать,livrer,give
10535,отдать,livrer,hand over
10536,отдать,livrer,bring
10537,отдать,livrer,deliver
10538,отдать,livrer,turn over
10539,отдать,donner son cœur,no_equality
10540,отдать,envoyer,no_equality
10541,отдать,verser,pay
10542,вопреки,contrairement,despite
10543,вопреки,malgré,despite
10544,вопреки,malgré,notwithstanding
10545,вопреки,malgré,in spite
10546,вопреки,malgré,in spite of
10547,превосходный,excellent,excellent
10548,превосходный,excellent,superb
10549,превосходный,excellent,brilliant
10550,превосходный,excellent,fantastic
10551,превосходный,excellent,splendid
10552,превосходный,excellent,fine
10553,превосходный,excellent,admirable
10554,превосходный,supérieur,superior
10555,превосходный,exceptionnel,excellent
10556,превосходный,exceptionnel,superlative
10557,превосходный,de qualité,excellent
10558,превосходный,de qualité,fine
10559,превосходный,délicieux,delicious
10560,превосходный,fabuleux,fantastic
10561,превосходный,fabuleux,marvelous
10562,превосходный,remarquable,excellent
10563,превосходный,remarquable,brilliant
10564,превосходный,accompli,no_equality
10565,превосходный,en or,no_equality
10566,внедрять,introduire,implement
10567,внедрять,introduire,introduce
10568,внедрять,introduire,incorporate
10569,внедрять,implémenter,implement
10570,внедрять,déployer,implement
10571,внедрять,déployer,deploy
10572,внедрять,mettre en place,implement
10573,внедрять,mettre en place,introduce
10574,внедрять,adopter,implement
10575,внедрять,adopter,introduce
10576,внедрять,adopter,adopt
10577,внедрять,appliquer,implement
10578,внедрять,appliquer,introduce
10579,внедрять,inculquer,no_equality
10580,внедрять,mettre en application,implement
10581,внедрять,mettre en application,implementation
10582,внедрять,lancer,introduce
10583,внедрять,réaliser,implement
10584,внедрять,réaliser,realize
10585,внедрять,embarquer,no_equality
10586,внедрять,commercialiser,no_equality
10587,внедрять,instituer,implement
10588,внедрять,instituer,introduce
10589,внедрять,instituer,introduction
10590,внедрять,doter,introduce
10591,внедрять,doter,adopt
10592,внедрять,ancrer,no_equality
10593,девочка,fille,girl
10594,девочка,fille,kid
10595,девочка,fille,child
10596,девочка,fille,lass
10597,девочка,fille,gal
10598,девочка,fille,daughter
10599,девочка,fille,female child
10600,девочка,fille,girly
10601,девочка,fille,female
10602,девочка,fille,girlfriend
10603,девочка,petite fille,girl
10604,девочка,petite fille,little girl
10605,девочка,petite fille,child
10606,девочка,petite fille,baby girl
10607,девочка,petite fille,little lady
10608,девочка,fillette,girl
10609,девочка,fillette,little girl
10610,девочка,fillette,kid
10611,девочка,fillette,child
10612,девочка,fillette,lass
10613,девочка,fillette,girlie
10614,девочка,fillette,daughter
10615,девочка,fillette,female child
10616,девочка,fillette,girly
10617,девочка,fillette,missy
10618,посоветовать,conseiller,advise
10619,посоветовать,conseiller,recommend
10620,рискованный,risqué,risky
10621,рискованный,risqué,dangerous
10622,рискованный,aventureux,risky
10623,рискованный,précaire,no_equality
10624,рискованный,casse-gueule,no_equality
10625,рискованный,aléatoire,risky
10626,рискованный,glissant,no_equality
10627,рискованный,chaud,no_equality
10628,спокойно,tranquille,peaceful
10629,спокойно,tranquille,quiet
10630,спокойно,tranquille,safe
10631,спокойно,tranquillement,calmly
10632,спокойно,tranquillement,quietly
10633,спокойно,tranquillement,in peace
10634,спокойно,tranquillement,peacefully
10635,спокойно,tranquillement,safely
10636,спокойно,tranquillement,comfortably
10637,спокойно,tranquillement,gently
10638,спокойно,en paix,quietly
10639,спокойно,en paix,in peace
10640,спокойно,en paix,peacefully
10641,спокойно,confortablement,comfortably
10642,спокойно,discrètement,quietly
10643,спокойно,doucement,quietly
10644,спокойно,doucement,smoothly
10645,спокойно,doucement,gently
10646,спокойно,froidement,calmly
10647,спокойно,de sang-froid,no_equality
10648,спокойно,cool,cool
10649,спокойно,sagement,quietly
10650,спокойно,à la bonne,no_equality
10651,спокойно,à froid,cool
10652,фоновый,parasite,no_equality
10653,танцевальная музыка,musique dansante,dance music
10654,перенос,migration,no_equality
10655,перенос,portage,port
10656,перенос,portage,carrying
10657,перенос,décalage,shift
10658,перенос,décalage,shifting
10659,перенос,renvoi,transfer
10660,перенос,renvoi,deferment
10661,перенос,rejet,no_equality
10662,перенос,rapport,no_equality
10663,перенос,séparation,no_equality
10664,перенос,répercussion,shifting
10665,класс,classe,class
10666,класс,classe,grade
10667,класс,classe,classroom
10668,класс,classe,form
10669,класс,classe,category
10670,класс,grade,grade
10671,класс,grade,level
10672,класс,grade,rank
10673,класс,type,no_equality
10674,класс,qualité,grade
10675,класс,qualité,level
10676,класс,série,no_equality
10677,класс,étude,no_equality
10678,класс,division,no_equality
10679,класс,famille,no_equality
10680,класс,calibre,grade
10681,класс,tranche,no_equality
10682,класс,classe au pouvoir,no_equality
10683,класс,dépotoir,no_equality
10684,любить,aimer,love
10685,любить,aimer,like
10686,любить,aimer,enjoy
10687,любить,aimer,lovin
10688,любить,adorer,love
10689,любить,adorer,enjoy
10690,любить,affecter,no_equality
10691,мамочка,maman,mommy
10692,мамочка,maman,mom
10693,мамочка,maman,mummy
10694,мамочка,maman,mother
10695,мамочка,maman,mama
10696,мамочка,maman,mum
10697,мамочка,maman,mammy
10698,мамочка,maman,ma
10699,мамочка,petite mère,mummy
10700,предсмертный,de l'agonie,no_equality
10701,предсмертный,suprême,no_equality
10702,дополнительно,supplémentaire,no_equality
10703,дополнительно,en supplément,additionally
10704,дополнительно,en supplément,in addition
10705,дополнительно,facultatif,no_equality
10706,дополнительно,en sus,additionally
10707,дополнительно,en sus,in addition
10708,дополнительно,en sus,extra
10709,дополнительно,en sus,additional
10710,дополнительно,supplémentairement,additionally
10711,дополнительно,complémentairement,no_equality
10712,поворачивать,tourner,turn
10713,поворачивать,tourner,rotate
10714,глубина,profondeur,depth
10715,глубина,profondeur,deep
10716,глубина,profondeur,deepness
10717,глубина,profondeur,profundity
10718,глубина,fond,deep
10719,глубина,enfoncement,no_equality
10720,глубина,fin fond,deep
10721,глубина,latitude,no_equality
10722,глубина,intimité,no_equality
10723,размерный,dimensionnel,no_equality
10724,существенно,substantiel,no_equality
10725,существенно,considérablement,significantly
10726,существенно,considérablement,substantially
10727,существенно,considérablement,considerably
10728,существенно,considérablement,greatly
10729,существенно,considérablement,much
10730,существенно,considérablement,dramatically
10731,существенно,considérablement,considerable
10732,существенно,considérablement,severely
10733,существенно,considérablement,markedly
10734,существенно,considérablement,seriously
10735,существенно,considérablement,drastically
10736,существенно,substantiellement,significantly
10737,существенно,substantiellement,substantially
10738,существенно,substantiellement,considerably
10739,существенно,substantiellement,greatly
10740,существенно,substantiellement,dramatically
10741,существенно,substantiellement,materially
10742,существенно,substantiellement,substantively
10743,существенно,substantiellement,essentially
10744,существенно,significativement,significantly
10745,существенно,significativement,substantially
10746,существенно,significativement,considerably
10747,существенно,significativement,greatly
10748,существенно,significativement,dramatically
10749,существенно,significativement,markedly
10750,существенно,significativement,materially
10751,существенно,nettement,significantly
10752,существенно,nettement,substantially
10753,существенно,nettement,considerably
10754,существенно,nettement,greatly
10755,существенно,nettement,much
10756,существенно,nettement,dramatically
10757,существенно,nettement,far
10758,существенно,nettement,markedly
10759,существенно,grandement,significantly
10760,существенно,grandement,substantially
10761,существенно,grandement,considerably
10762,существенно,grandement,greatly
10763,существенно,grandement,much
10764,существенно,grandement,dramatically
10765,существенно,grandement,severely
10766,существенно,grandement,seriously
10767,существенно,fortement,significantly
10768,существенно,fortement,substantially
10769,существенно,fortement,considerably
10770,существенно,fortement,greatly
10771,существенно,fortement,dramatically
10772,существенно,fortement,severely
10773,существенно,fortement,seriously
10774,существенно,gravement,significantly
10775,существенно,gravement,greatly
10776,существенно,gravement,severely
10777,существенно,gravement,seriously
10778,существенно,radicalement,significantly
10779,существенно,radicalement,substantially
10780,существенно,radicalement,dramatically
10781,существенно,radicalement,drastically
10782,существенно,radicalement,fundamentally
10783,существенно,efficace,no_equality
10784,продвинувшийся,avancé,no_equality
10785,упражнение,exercice,exercise
10786,упражнение,exercice,drill
10787,упражнение,activité,no_equality
10788,упражнение,drill,drill
10789,сочинения,écrit,writing
10790,година,année,no_equality
10791,година,jours,no_equality
10792,година,époque,no_equality
10793,призыв,appel,call
10794,призыв,appel,appeal
10795,призыв,appel,calling
10796,призыв,appel,invitation
10797,призыв,appel,plea
10798,призыв,appel,request
10799,призыв,appel,calling upon
10800,призыв,appel,call-up
10801,призыв,appel,calling to
10802,призыв,exhortation,call
10803,призыв,exhortation,exhortation
10804,призыв,encouragement,encouragement
10805,призыв,mot d'ordre,no_equality
10806,призыв,classe,no_equality
10807,дюйм,pouce,inch
10808,жарко,chaud,no_equality
10809,жарко,ardemment,no_equality
10810,жарко,chaudement,no_equality
10811,предусматривать,prévoir,include
10812,предусматривать,prévoir,provide for
10813,предусматривать,prévoir,provide
10814,предусматривать,prévoir,require
10815,предусматривать,prévoir,envisage
10816,предусматривать,prévoir,allow for
10817,предусматривать,prévoir,foresee
10818,предусматривать,impliquer,include
10819,предусматривать,impliquer,involve
10820,предусматривать,impliquer,entail
10821,предусматривать,fournir,provide
10822,предусматривать,prescrire,provide
10823,предусматривать,prescrire,require
10824,предусматривать,prescrire,stipulate
10825,предусматривать,prescrire,specify
10826,предусматривать,comporter,include
10827,предусматривать,comporter,provide
10828,предусматривать,comporter,involve
10829,предусматривать,comporter,contain
10830,предусматривать,comporter,incorporate
10831,предусматривать,comporter,entail
10832,предусматривать,comporter,encompass
10833,предусматривать,comporter,comprise
10834,предусматривать,considérer,consider
10835,предусматривать,introduire,include
10836,предусматривать,introduire,incorporate
10837,предусматривать,proposer,provide
10838,предусматривать,mentionner,include
10839,предусматривать,mentionner,specify
10840,предусматривать,préjuger,foresee
10841,рыбалка,pêcher,no_equality
10842,рыбалка,partie de pêche,no_equality
10843,рыбалка,peche,no_equality
10844,отпуск,vacance,vacation
10845,отпуск,vacance,holiday
10846,отпуск,vacances,vacation
10847,отпуск,vacances,holiday
10848,отпуск,vacances,time off
10849,отпуск,vacances,break
10850,отпуск,allocation,entitlement
10851,отпуск,traitement de revenu,no_equality
10852,отпуск,revenu,no_equality
10853,отпуск,permission,leave
10854,отпуск,permission,furlough
10855,отпуск,livraison,no_equality
10856,отпуск,vente,no_equality
10857,отпуск,repos annuel,no_equality
10858,отпуск,délivrance,no_equality
10859,отпуск,campo,no_equality
10860,отпуск,perm,leave
10861,предназначение,destinée,purpose
10862,предназначение,destinée,destiny
10863,предназначение,destinée,fate
10864,предназначение,destination,purpose
10865,предназначение,destination,destination
10866,предназначение,destin,destiny
10867,предназначение,destin,destination
10868,предназначение,destin,fate
10869,предназначение,prédestination,predestination
10870,предназначение,dessein,purpose
10871,предназначение,condition humaine,no_equality
10872,предназначение,condition,no_equality
10873,заключаться,résider,no_equality
10874,заключаться,consister en,consist
10875,заключаться,consister en,involve
10876,заключаться,se trouver,no_equality
10877,механизм боя,sonnerie,no_equality
10878,укрепление,renforcement,strengthening
10879,укрепление,renforcement,building
10880,укрепление,renforcement,consolidation
10881,укрепление,renforcement,enhancement
10882,укрепление,renforcement,reinforcement
10883,укрепление,renforcement,reinforcing
10884,укрепление,renforcement,build
10885,укрепление,renforcement,increasing
10886,укрепление,renforcement,increase
10887,укрепление,renforcement,development
10888,укрепление,renforcement,strengthened
10889,укрепление,renforcement,enhancing
10890,укрепление,renforcement,enhanced
10891,укрепление,renforcement,fortification
10892,укрепление,fortification,strengthening
10893,укрепление,fortification,entrenchment
10894,укрепление,fortification,fortification
10895,укрепление,fortification,fortifying
10896,укрепление,raffermissement,strengthening
10897,укрепление,raffermissement,consolidation
10898,укрепление,raffermissement,hardening
10899,укрепление,raffermissement,firming
10900,укрепление,affermissement,strengthening
10901,укрепление,affermissement,consolidation
10902,укрепление,affermissement,firming
10903,укрепление,retranchement,entrenchment
10904,укрепление,retranchement,entrenching
10905,укрепление,restauration,no_equality
10906,укрепление,ouvrage,building
10907,укрепление,castrum,no_equality
10908,укрепление,revigoration,no_equality
10909,укрепление,implantation,no_equality
10910,укрепление,fixation,no_equality
10911,укрепление,compactage,no_equality
10912,укрепление,revêtement,no_equality
10913,укрепление,bastille,no_equality
10914,плавание,natation,swimming
10915,плавание,natation,swim
10916,плавание,navigation,navigation
10917,плавание,navigation,sail
10918,плавание,navigation,sailing
10919,плавание,navigation,navigating
10920,плавание,navigation,sea
10921,плавание,flottement,floating
10922,плавание,flottement,float
10923,плавание,voilier,no_equality
10924,стать,devenir,become
10925,стать,devenir,get
10926,стать,devenir,make
10927,стать,devenir,come
10928,стать,devenir,turn into
10929,стать,devenir,being
10930,стать,faire,get
10931,стать,faire,make
10932,стать,constituer,become
10933,стать,constituer,serve as
10934,стать,constituer,form
10935,стать,constituer,constitute
10936,стать,constituer,represent
10937,стать,commencer à,no_equality
10938,стать,se faire,become
10939,стать,se faire,make
10940,стать,se faire,being
10941,стать,se mettre,come
10942,стать,se mettre,begin
10943,стать,n'être plus,no_equality
10944,стать,se mettre à,no_equality
10945,стать,se constituer,constitute
10946,стать,se placer,no_equality
10947,стать,s'arrêter,no_equality
10948,стать,stopper,no_equality
10949,стать,se poster,no_equality
10950,стать,se planter,no_equality
10951,начитанный,érudit,well-read
10952,начитанный,lettré,well-read
10953,европеец,Européen,european
10954,подмерзнуть,geler,no_equality
10955,отшлифованный,poli,no_equality
10956,и,et,no_equality
10957,и,ni,no_equality
10958,количество занятых,nombre de salariés,number of employees
10959,количество занятых,effectif,no_equality
10960,поверхностность,superficialité,superficiality
10961,поверхностность,superficie,no_equality
10962,поверхностность,facilité,no_equality
10963,половица,planche,floorboard
10964,интервал,intervalle,interval
10965,интервал,intervalle,spacing
10966,интервал,intervalle,range
10967,интервал,intervalle,gap
10968,интервал,pas,no_equality
10969,интервал,marge,range
10970,интервал,séparation,no_equality
10971,интервал,tranche,range
10972,интервал,tranche,band
10973,интервал,gamme,range
10974,интервал,battement,no_equality
10975,интервал,cadence,no_equality
10976,интервал,espace QT,no_equality
10977,интервал,domaine,range
10978,интервал,blanc,no_equality
10979,субсидия,subvention,grant
10980,субсидия,subvention,subsidy
10981,субсидия,subvention,subvention
