,word,local_word,pos
15054,rencontre,meeting,noun
15055,rencontre,meet,verb
15056,rencontre,Convention,noun
15057,oubliable,forgettable,adjective
15058,sevrer,wean,verb
15059,Tucker,Tucker,noun
15060,épiscopat,episcopate,noun
15061,épiscopat,bishopric,noun
15062,invisibilité,invisibility,noun
15063,pancréatique,pancreatic,adjective
15064,surdosage,overdosage,noun
15065,Pluton,Pluto,noun
15066,Glasgow,Glasgow,noun
15067,Beowulf,Beowulf,noun
15068,Catalogne,Catalonia,noun
15069,cacher,hide,verb
15070,cacher,hiding,noun
15071,quoique,albeit,conjunction
15072,cuticule,cuticle,noun
15073,Léopold,Leopold,noun
15074,TV,TV,noun
15075,Willard,Willard,noun
15076,probatoire,probationary,adjective
15077,réapprovisionnement,replenishment,noun
15078,réapprovisionnement,restock,verb
15079,réapprovisionnement,resupply,noun
15080,doctrinal,doctrinal,adjective
15081,inimitié,enmity,noun
15082,inoculer,inoculate,noun
15083,entaille,notch,noun
15084,entaille,gash,noun
15085,montgolfière,balloon,noun
15086,montgolfière,air balloon,noun
15087,conduite,driving,noun
15088,conduite,conduct,noun
15089,conduite,sedan,noun
15090,dépenser,spend,verb
15091,dépenser,spent,adjective
15092,exploit,exploit,noun
15093,Robinson,Robinson,noun
15094,Caire,Cairo,noun
15095,Lorna,Lorna,noun
15096,avouer,admit,verb
15097,ivrogne,drunk,noun
15098,calcaire,limestone,noun
15099,calcaire,calcareous,adjective
15101,équilibré,well balanced,participle
15102,Sixte,Sixtus,noun
15103,Madison,Madison,noun
15104,Fortitude,fortitude,noun
15105,interligne,spacing,noun
15106,interligne,line spacing,noun
15107,Zona,shingles,noun
15108,palan,hoist,noun
15109,construire,build,verb
15110,construire,building,noun
15111,dégrader,degrade,verb
15112,dégrader,deteriorate,verb
15113,dégrader,degraded,adjective
15114,dégrader,decline,noun
15115,lobe,lobe,noun
15116,apprentissage,learning,noun
15117,apprentissage,learn,verb
15118,apprentissage,apprenticeship,noun
15119,apprentissage,training,noun
15120,Ovation,ovation,noun
15121,Ovation,standing ovation,noun
15122,savamment,expertly,adverb
15123,savamment,cleverly,adverb
15124,Ukraine,Ukraine,noun
15125,pervers,perverse,adjective
15126,pervers,wicked,noun
15127,pervers,pervert,noun
15128,suspendu,hanging,noun
15129,Spence,Spence,noun
15130,détergent,detergent,noun
15131,détergent,cleanser,noun
15132,crible,sieve,noun
15133,crible,sift,verb
15134,cramoisi,crimson,noun
15135,culturiste,bodybuilder,noun
15136,camp,camp,noun
15137,septante,seventies,noun
15138,Mary,Mary,noun
15139,ethnologique,ethnological,adjective
15140,favoritisme,favouritism,noun
15141,maniaque,manic,adjective
15142,maniaque,maniacal,adjective
15143,maniaque,maniac,noun
15144,arty,arty,noun
15145,Brasilia,Brasilia,noun
15146,métallurgiste,metallurgist,noun
15147,foyer,fireplace,noun
15148,algorithmique,algorithmic,adjective
15149,gnostique,Gnostic,noun
15150,FOC,jib,verb
15151,optique,optical,noun
15154,Kern,Kern,noun
15155,bikini,bikini,noun
15156,familiarisation,familiarization,noun
15157,dissimulation,concealment,noun
15158,incrimination,criminalisation,noun
15159,déclinaison,declination,noun
15160,honoraire,honorary,noun
15161,répugnant,repugnant,adjective
15162,répugnant,disgusting,adjective
15163,répugnant,repulsive,adjective
15164,meule,grinding wheel,noun
15165,pondre,answer,verb
15166,pondre,respond,verb
15167,prostituer,into prostitution,adverb
15168,empilage,stack,noun
15169,somalien,Somali,noun
15170,Saddam,Saddam,noun
15171,attraction,attraction,noun
15172,éternité,eternity,noun
15173,parfois,sometimes,adverb
15174,indien,Indian,noun
15175,palier,landing,noun
15176,revenu,income,noun
15177,optionnel,optional,adjective
15178,loucher,squint,noun
15179,approuver,approve,verb
15180,normale,normal,noun
15181,Dvorak,Dvorak,noun
15182,décoration,decoration,noun
15183,gronder,scold,verb
15184,gronder,rumble,verb
15185,gronder,growl,noun
15186,gronder,rumbling,noun
15187,précis,accurate,adjective
15188,précis,specific,noun
15189,précis,exact,verb
15190,discret,discreet,adjective
15191,discret,discrete,noun
15192,discret,unobtrusive,adjective
15193,discret,inconspicuous,noun
15196,Georgie,Georgie,noun
15197,Patent,patent,noun
15198,Lenny,lenny,noun
15199,glaciologie,glaciology,noun
15200,Barnabas,Barnabas,noun
15201,martyr,martyr,noun
15202,login,login,noun
15203,éduqué,educated,participle
15204,nitrique,nitric,noun
15205,Kazakhstan,Kazakhstan,noun
15206,Kazakhstan,Kazakh,noun
15207,montage,assembly,noun
15208,montage,mount,noun
15209,régisseur,stage manager,noun
15210,Bronx,Bronx,noun
15211,poussée,push,noun
15212,vésicule,gallbladder,noun
15213,vésicule,gall,noun
15214,Tegucigalpa,Tegucigalpa,noun
15215,épicurien,epicurean,noun
15216,étage,floor,noun
15217,cornet,cornet,noun
15218,mur,wall,noun
15221,Federico,Federico,noun
15222,dorade,bream,noun
15223,dorade,sea bream,noun
15224,touffu,bushy,adjective
15225,gonflé,bloated,participle
15226,gonflé,puffy,noun
15227,gonflé,inflated,adjective
15228,Kamchatka,Kamchatka,noun
15229,activement,actively,adverb
15230,activement,actively involved,participle
15231,Pretzel,pretzel,noun
15232,vandalisme,vandalism,noun
15233,reprogrammation,reprogramme,noun
15234,Balzac,Balzac,noun
15235,accessibilité,accessibility,noun
15236,ray,ray,noun
15237,vitrail,stained glass,noun
15238,vitrail,stained-glass,verb
15239,Andreï,Andrei,noun
15240,tramway,tram,noun
15241,opposer,oppose,verb
15242,opposer,object,verb
15243,opposer,opposed,adjective
15244,congé,leave,noun
15245,congé,holiday,noun
15246,éclairer,light,verb
15247,éclairer,enlighten,verb
15248,fuir,flee,verb
15249,neuf,brand new,adjective
15250,reconditionnement,recondition,verb
15251,reconditionnement,repacking,noun
15252,Warren,Warren,noun
15253,peptone,peptone,noun
15254,stress,stress,noun
15255,Hey,hey,noun
15256,intégralement,fully,adverb
15257,intégralement,entirely,adverb
15258,Vassili,Vasily,noun
15259,Vassili,Vasili,noun
15260,négociant,trader,noun
15261,baleine,whale,noun
15262,pompon,pompon,noun
15263,pompon,pompom,noun
15264,Provence,Provence,noun
15265,merde,shit,noun
15266,merde,damn,verb
15267,stationnaire,stationary,noun
15268,stationnaire,hover,noun
15269,Iran,Iran,noun
15270,occasionnellement,occasionally,adverb
15271,photographier,photograph,verb
15272,photographier,picture,noun
15273,photographier,photographing,noun
15274,péril,risk,noun
15275,abruti,asshole,noun
15276,renonciation,waiver,noun
15277,tapage,fuss,noun
15278,tapage,hype,noun
15279,abbatiale,Abbey,noun
15280,rationnellement,rationally,adverb
15281,jaloux,jealous,adjective
15282,dorénavant,from now,adverb
15283,douillet,cosy,noun
15284,douillet,snug,verb
15285,douillet,homely,adjective
15286,Skinner,Skinner,noun
15287,dévoilement,unveiling,participle
15288,analogiquement,analogically,adverb
15289,poilu,hairy,noun
15290,poilu,shaggy,adjective
15291,Virtual,virtual,noun
15292,effondrement,collapse,noun
15293,réception,reception,noun
15294,réception,reception Desk,noun
15295,oeil,eye,noun
15296,chicane,chicane,noun
15297,chicane,baffle,noun
15298,cascadeur,stunt,noun
15299,sarcophage,sarcophagus,noun
15300,ultimatum,ultimatum,noun
15301,représenté,depicted,adjective
15302,Aria,aria,noun
15303,embarrassant,embarrassing,adjective
15304,phosphore,phosphorus,noun
15305,phosphore,phosphorous,adjective
15306,passionné,passionate,adjective
15307,passionné,enthusiast,noun
15309,Seneca,Seneca,noun
15310,ourdou,Urdu,noun
15311,karmique,karmic,noun
15312,Osaka,Osaka,noun
15313,Cougar,cougar,noun
15314,Carousel,carousel,noun
15315,rudesse,harshness,noun
15316,bacon,bacon,noun
15317,Arden,Arden,noun
15318,épi,cob,noun
15319,compacité,compactness,noun
15320,territorial,territorial,noun
15321,GARRET,garret,noun
15322,attouchement,touching,adjective
15323,lavable,washable,adjective
15324,Vietnam,Vietnam,noun
15325,Vietnam,Nam,noun
15326,Vietnam,Vietnamese,noun
15327,physique,physical,adjective
15328,physique,physics,noun
15329,institutionnaliser,institutionalize,verb
15330,déflecteur,deflector,noun
15331,tatami,tatami,noun
15332,Catherine,Catherine,noun
15333,Troy,troy,noun
15334,Anabel,Anabel,noun
15336,collectivité,collectivity,noun
15337,Bengale,Bengal,noun
15338,Bengale,West Bengal,noun
15340,Clerk,clerk,noun
15341,Hawaï,Hawaii,noun
15342,Hawaï,Hawaiian,noun
15343,postmaster,postmaster,noun
15344,sédiment,sediment,noun
15345,frauduleux,fraudulent,adjective
15346,soigné,neat,noun
15347,soigné,careful,adjective
15348,prévisible,predictable,adjective
15349,prévisible,predictably,adverb
15350,dissemblable,dissimilar,adjective
15353,forçage,forcing,noun
15354,armée,army,noun
15355,réfutation,rebuttal,noun
15356,inadapté,inadequate,adjective
15357,inadapté,unsuitable,noun
15358,brancher,plug,verb
15359,ABS,abs,noun
15360,cuivre,copper,noun
15361,cuivré,coppery,adjective
15362,cuivré,brassy,noun
15363,Cicéron,Cicero,noun
15364,renoncement,renunciation,noun
15365,renoncement,renouncement,noun
15366,renoncement,renounce,verb
15367,agrément,amenity,noun
15368,tangage,pitch,noun
15369,hippy,hippy,noun
15370,nièce,niece,noun
15371,tuerie,slaughter,noun
15372,document,document,noun
15373,transmettre,transmit,verb
15374,transmettre,forward,noun
15375,Mercer,Mercer,noun
15376,impatienter,impatient,adjective
15377,métamorphique,metamorphic,noun
15378,Chopin,Chopin,noun
15379,mot,word,noun
15380,Siva,Siva,noun
15381,CAO,CAD,noun
15382,CAO,Cao,noun
15383,explosif,explosive,adjective
15384,explosif,bomb,noun
15385,Leith,Leith,noun
15386,Rasul,Rasul,noun
15387,espagnol,Spanish,adjective
15388,sauteur,jumper,noun
15389,sauteur,jumping,participle
15390,slalom,slalom,noun
15391,asphalte,asphalt,noun
15392,manie,mania,noun
15393,attention,attention,noun
15394,attention,caution,verb
15395,élancement,twinge,noun
15396,interpénétration,interpenetration,noun
15397,Yokohama,Yokohama,noun
15398,psychiatrique,psychiatric,noun
15399,Desmond,Desmond,noun
15400,écrasement,crush,noun
15401,écrasement,crushing,adjective
15402,baser,base,verb
15403,baser,based,adjective
15404,baser,basis,noun
15405,embarrasser,embarrassed,adjective
15406,embarrasser,embarrass,verb
15407,manipulateur,manipulator,noun
15408,manipulateur,handler,noun
15409,manipulateur,manipulative,adjective
15410,stigmate,stigma,noun
15411,nullement,by no means,adverb
15412,exothermique,exothermic,adjective
15413,URSS,USSR,noun
15414,URSS,Soviet,adjective
15415,URSS,Soviet Union,noun
15416,docker,dockworker,noun
15417,docker,docker,noun
15418,inguinal,inguinal,noun
15419,controverse,controversy,noun
15420,controverse,controversial,adjective
15422,Lettonie,Latvia,noun
15423,chanson,song,noun
15424,craquement,crunch,noun
15425,déminage,clearance,noun
15426,déminage,mine action,noun
15427,transfert,transfer,noun
15428,simplification,simplification,noun
15429,dioxyde,dioxide,noun
15430,assombrissement,darken,noun
15431,proportionner,proportioning,participle
15432,Tanner,Tanner,noun
15434,récapitulation,recapitulation,noun
15435,récapitulation,recap,verb
15436,chapitre,chapter,noun
15437,localement,locally,adverb
15438,Bahia,Bahia,noun
15439,protagoniste,protagonist,noun
15440,viande,meat,noun
15441,Ouganda,Uganda,noun
15442,imprécis,imprecise,adjective
15443,captif,captive,noun
15444,facilité,ease,noun
15445,binge,binge,noun
15446,ethnique,ethnic,adjective
15447,ethnique,ethnicity,noun
15448,briefing,briefing,noun
15449,éclaircir,clarify,verb
15450,éclaircir,lighten,verb
15451,intercommunication,intercommunication,noun
15452,réorganisation,reorganization,noun
15453,simultanément,simultaneously,adverb
15454,brouillard,fog,noun
15455,surpasser,surpass,verb
15456,surpasser,outperform,verb
15457,affecter,affect,verb
15458,affecter,assign,verb
15459,affecter,affected,adjective
15460,manoeuvrabilité,manoeuvrability,noun
15461,succinctement,succinctly,adverb
15462,abaissement,lowering,adjective
15463,intelligent,intelligent,noun
15464,intelligent,clever,adjective
15466,Duarte,Duarte,noun
15467,baissier,bearish,adjective
15468,végétarien,vegetarian,noun
15469,végétarien,vegan,noun
15470,oignon,onion,noun
15471,aveugler,blind,verb
15472,Bloomberg,Bloomberg,noun
15473,Posad,Posad,noun
15474,levée,lifting,noun
15475,levée,waiver,noun
15476,fantasmer,fantasize,verb
15477,fraternité,fraternity,noun
15478,dominance,dominance,noun
15479,dominance,predominance,noun
15480,bouillant,boiling,noun
15483,Elie,Elijah,noun
15484,sérénade,serenade,noun
15485,pyjama,pajamas,noun
15486,pyjama,pajama,noun
15487,Clayton,Clayton,noun
15488,Soul,soul,noun
15489,séquoia,redwood,noun
15490,séquoia,Sequoia,noun
15491,épervier,hawk,noun
15492,basilic,basil,noun
15493,crevaison,puncture,noun
15494,sablé,sanded,noun
15495,piété,piety,noun
15496,piété,filial piety,noun
15497,hypermarché,hypermarket,noun
15498,hydroélectrique,hydroelectric,adjective
15499,hydroélectrique,hydropower,noun
15500,Jody,Jody,noun
15501,dénonciation,denunciation,noun
15502,comparable,comparable,adjective
15503,cuve,tank,noun
15504,involontaire,involuntary,adjective
15505,involontaire,unintended,adjective
15506,journal,newspaper,noun
15507,journal,log,noun
15508,journal,journal,noun
15509,journal,logbook,noun
15510,hormis,apart,adverb
15511,hormis,except,preposition
15512,hormis,except for,preposition
15513,ouf,phew,interjection
15514,hippie,hippie,noun
15515,éteindre,turn,verb
15516,éteindre,turn off,verb
15517,éteindre,extinguish,verb
15518,éteindre,shutdown,noun
15519,digue,dike,noun
15520,digue,seawall,noun
15521,digue,Digue,noun
15522,chiffré,cipher,noun
15523,respectueux,respectful,adjective
15524,respectueux,environmentally,adverb
15525,respectueux,environmentally friendly,adjective
15526,trolleybus,trolleybus,noun
15527,interstitiel,interstitial,adjective
15528,pétrolifère,oilfield,noun
15529,incohérent,inconsistent,adjective
15530,incohérent,incoherent,adjective
15531,Salvador,Salvador,noun
15532,Salvador,El Salvador,noun
15533,Allison,Allison,noun
15534,opiacé,opiate,noun
15536,encercler,encircle,verb
15537,flotte,fleet,noun
15538,flotté,driftwood,noun
15539,lucidité,lucidity,noun
15540,affiche,poster,noun
15541,éponger,MOP,verb
15542,éponger,blot,verb
15543,bipolaire,bipolar,adjective
15544,disqualifier,disqualify,verb
15545,léguer,bequeath,verb
15546,ferry,ferry,noun
15547,honoraires,fee,noun
15548,physiologique,physiological,adjective
15549,physiologique,saline,noun
15550,méridional,southern,noun
15551,méridional,southerly,adjective
15552,robot,robot,noun
15554,négativement,negatively,adverb
15555,ptolémaïque,Ptolemaic,noun
15556,micacé,micaceous,adjective
15557,échiquier,chessboard,noun
15558,échiquier,chess board,noun
15559,pérennité,sustainability,noun
15560,isolé,isolated,participle
15561,isolé,insulated,adjective
15562,Cordillère,cordillera,noun
15563,approcher,approach,verb
15564,opérateur,operator,noun
15565,monument,monument,noun
15566,grégaire,gregarious,adjective
15567,illusoire,illusory,adjective
15568,étoupe,stuffing box,noun
15569,Céline,Celine,noun
15570,baie,bay,noun
15571,chypriote,Cypriot,noun
15572,convaincre,convince,verb
15573,indication,indication,noun
15574,Kiwi,kiwi,noun
15575,limoneux,loamy,adjective
15576,limoneux,loam,noun
15577,li,li,noun
15578,intermodal,intermodal,noun
15579,détecteur,detector,noun
15580,khanat,khanate,noun
15581,Piggy,piggy,noun
15582,réajuster,readjust,verb
15583,geste,gesture,noun
15584,capsule,capsule,noun
15585,Rainforest,rainforest,noun
15586,initiation,initiation,noun
15587,Eternelle,eternal,adjective
15588,bouvreuil,bullfinch,noun
15589,aneth,dill,noun
15590,gaspilleur,waster,noun
15591,animateur,facilitator,noun
15592,animateur,animator,noun
15593,asthmatique,asthmatic,noun
15594,asthmatique,with asthma,adverb
15595,Guggenheim,Guggenheim,noun
15596,unanimement,unanimously,adverb
15597,Hello,hello,noun
15598,houe,hoe,noun
15599,marmonner,mumble,verb
15600,marmonner,mutter,noun
15601,assermentation,oath,noun
15602,chouchouter,pamper,verb
15603,Asperger,Asperger,noun
15604,Eddie,Eddie,noun
15605,stoïque,stoic,noun
15606,anis,anise,noun
15607,anis,Anis,noun
15608,anis,aniseed,noun
15609,Uranus,Uranus,noun
15610,Brixton,Brixton,noun
15611,Marvin,Marvin,noun
15612,putsch,coup,noun
15613,kasher,kosher,noun
15614,Pléistocène,Pleistocene,noun
15615,Gallo,Gallo,noun
15616,Huff,huff,noun
15617,newsletter,newsletter,noun
15618,Junon,Juno,noun
15619,empoigner,grab,verb
15620,intensification,intensification,noun
15621,intensification,intensify,verb
15622,Christ,Christ,noun
15623,Aurora,Aurora,noun
15624,thérapeute,therapist,noun
15625,Billie,Billie,noun
15626,tranchée,trench,noun
15627,Baker,Baker,noun
15628,prismatique,prismatic,noun
15629,Boer,Boer,noun
15630,Courier,courier,noun
15631,Ernie,Ernie,noun
15632,Sahib,Sahib,noun
15633,mondialisation,globalization,noun
15634,fétuque,fescue,noun
15635,Sheffield,Sheffield,noun
15636,Roc,OCR,noun
15637,rabaisser,belittle,verb
15638,cowboy,cowboy,noun
15639,Janet,Janet,noun
15640,Lube,lube,noun
15641,chapiteau,marquee,noun
15642,chapiteau,tent,noun
15643,défavorisé,disadvantaged,adjective
15644,actuaire,actuary,noun
15645,actuaire,actuarial,adjective
15646,Schnitzel,schnitzel,noun
15647,lémurien,lemur,noun
15648,architecture,architecture,noun
15649,architecture,architectural,adjective
15650,Shannon,Shannon,noun
15651,échéancier,timetable,noun
15652,déplaisant,unpleasant,adjective
15653,redresser,straighten,verb
15654,dévastateur,devastating,adjective
15655,dévastateur,destructive,noun
15656,chercher,look,verb
15657,chercher,seek,verb
15658,coquine,hussy,noun
15659,Harry,Harry,noun
15660,capituler,capitulate,verb
15661,dissension,dissension,noun
15662,photocopie,photocopy,noun
15665,vivifiant,invigorating,participle
15666,vivifiant,exhilarating,adjective
15667,bouledogue,bulldog,noun
15668,rosier,rose Bush,noun
15669,rosier,rosebush,noun
15670,Atlantis,Atlantis,noun
15671,cellulose,cellulose,noun
15672,gnome,gnome,noun
15673,popularité,popularity,noun
15674,décrocher,win,verb
15675,décrocher,unhook,verb
15676,décrocher,clinch,noun
15678,sélectionné,selected,participle
15679,souplesse,flexibility,noun
15680,souplesse,suppleness,noun
15681,cafard,cockroach,noun
15682,Bushman,Bushman,noun
15683,Guangzhou,Guangzhou,noun
15684,ardoise,slate,noun
15685,empiriquement,empirically,adverb
15686,Grillon,cricket,noun
15687,astrologique,astrological,adjective
15688,rotateur,rotator,noun
15689,moisi,musty,noun
15690,moisi,mouldy,adjective
15691,soulever,raise,verb
15692,soulever,raised,adjective
15693,soulever,lifting,noun
15694,répliquer,replicate,noun
15695,Flick,flick,noun
15696,moissonneuse,combine,noun
15697,cou,neck,noun
15698,soliste,soloist,noun
15699,coordonner,coordinate,verb
15700,coordonner,coordinated,adjective
15701,chirurgien,surgeon,noun
15702,pavé,keypad,noun
15703,pavé,pad,noun
15704,pavé,cobblestone,noun
15705,Sabine,Sabine,noun
15706,Sabine,Sabina,noun
15707,gène,gene,noun
15708,Valence,Valencia,noun
15709,Valence,valence,noun
15710,réagir,react,verb
15711,contraignant,binding,noun
15712,contraignant,mandatory,adjective
15713,contraignant,compulsory,adjective
15714,rugissement,roar,noun
15715,magnanime,magnanimous,adjective
15716,attache,attachment,noun
15719,outil,tool,noun
15720,sifflet,whistle,noun
15721,Yougoslave,Yugoslav,noun
15722,Yougoslave,Yugoslavian,noun
15723,récupération,recovery,noun
15724,récupération,retrieve,verb
15725,fratricide,fratricidal,adjective
15726,granulation,granulation,noun
15727,granulation,granulating,noun
15728,négocier,negotiate,verb
15729,négocier,deal,noun
15731,Horn,horn,noun
15732,sujet,subject,noun
15733,sujet,about it,adverb
15734,élan,momentum,noun
15735,élan,impetus,noun
15736,Wally,Wally,noun
15737,graveur,burner,noun
15738,fumée,smoke,noun
15739,soif,thirst,noun
15740,soif,thirsty,adjective
15741,soif,crave,verb
15742,largement,widely,adverb
15743,largement,largely,adverb
15744,largement,extensively,adverb
15745,écouter,listen,verb
15746,ornière,rut,noun
15747,jonquille,daffodil,noun
15748,recrutement,recruitment,noun
15749,recrutement,recruit,verb
15750,pavage,paving,noun
15751,narine,nostril,noun
15752,agressivement,aggressively,adverb
15753,usurper,impersonate,verb
15754,usurper,usurp,verb
15755,usurper,spoof,noun
15756,Bishop,bishop,noun
15757,étroitement,closely,adverb
15758,plasma,plasma,noun
15759,baptisé,christened,noun
15760,Jolly,jolly,noun
15761,différentiel,differential,noun
15762,différentiel,incremental,adjective
15763,cocarde,cockade,noun
15764,Beagle,beagle,noun
15765,Reeve,Reeve,noun
15766,délire,delirium,noun
15767,scander,chant,noun
15768,jalon,milestone,noun
15769,collaboration,collaboration,noun
15770,collaboration,collaborative,adjective
15771,vomir,vomit,verb
15772,vomir,vomiting,noun
15773,vomir,sick,adjective
15774,précité,above,adverb
15775,précité,aforementioned,adjective
15776,fossoyeur,gravedigger,noun
15777,raisin,grape,noun
15778,Jay,Jay,noun
15779,Tweed,tweed,noun
15780,em,em,noun
15781,astérisque,asterisk,noun
15782,maitresse,mistress,noun
15785,cargaison,cargo,noun
15786,discontinuité,discontinuity,noun
15787,caustique,caustic,noun
15788,dialyse,dialysis,noun
15793,évent,vent,noun
15794,silencieusement,silently,adverb
15795,Portugal,Portugal,noun
15796,canine,canine,noun
15797,immigré,immigrant,noun
15798,gérer,manage,verb
15799,gérer,managed,adjective
15800,gérer,run,verb
15801,belette,weasel,noun
15802,harmonisation,harmonisation,noun
15803,Fink,Fink,noun
15804,ralentir,slow,verb
15805,ralentir,slowed,adjective
15806,ralentir,slowdown,noun
15807,maigre,lean,noun
15808,maigre,skinny,adjective
15809,maigre,meager,adjective
15810,maigre,thin,verb
15811,réfléchissant,reflective,adjective
15812,Cordelia,Cordelia,noun
15813,dévaluation,devaluation,noun
15814,attractivité,attractiveness,noun
15815,dermatologue,dermatologist,noun
15816,phonétiquement,phonetically,adverb
15817,ictère,jaundice,noun
15818,extrapoler,extrapolate,verb
15819,vendredi,Friday,noun
15820,Roque,Roque,noun
15821,Mathilda,Mathilda,noun
15822,détenu,inmate,noun
15823,détenu,detainee,noun
15824,détenu,detained,participle
15825,Tibère,Tiberius,noun
15826,assermenté,sworn,participle
15827,inventivité,inventiveness,noun
15828,géographe,geographer,noun
15829,claustrophobie,claustrophobia,noun
15830,fléau,scourge,noun
15831,fléau,plague,noun
15832,successivement,successively,adverb
15833,successivement,successive,adjective
15834,transporteur,carrier,noun
15835,transporteur,transporter,noun
15836,Mazar,Mazar,noun
15837,Yachting,yachting,noun
15838,presse,press,noun
15845,facilitation,facilitation,noun
15846,castration,castration,noun
15847,avis,notice,noun
15848,avis,opinion,noun
15849,détail,detail,noun
15850,détail,retail,noun
15851,goût,taste,noun
15852,goût,tasteful,adjective
15853,goût,liking,noun
15854,shinto,Shinto,noun
15855,encrier,inkwell,noun
15856,accostage,docking,noun
15857,méconnaissable,unrecognizable,adjective
15858,méconnaissable,beyond recognition,adverb
15859,Bacchus,Bacchus,noun
15860,battue,beaten,adjective
15861,polymère,polymer,noun
15862,polymère,polymeric,adjective
15863,défensif,defensive,adjective
15864,pergélisol,permafrost,noun
15865,grossissement,magnification,noun
15866,grossissement,zoom,verb
15867,Lévrier,greyhound,noun
15868,hélicoïdal,helical,adjective
15869,radôme,radome,noun
15870,sculpteur,sculptor,noun
15871,redoubler,redouble,verb
15872,statistique,statistics,noun
15873,statistique,statistical,adjective
15874,ampérage,amperage,noun
15875,géomagnétique,geomagnetic,adjective
15876,ruisseler,dripping,noun
15877,lesbien,lesbian,noun
15878,monolingue,monolingual,adjective
15879,droitier,righty,noun
15880,convection,convection,noun
15881,parcours,course,noun
15882,permis,permit,noun
15883,permis,licence,noun
15884,permis,allow,verb
15885,céramiste,ceramist,noun
15886,positionner,position,verb
15887,positionner,reposition,noun
15888,naturalité,naturalness,noun
15889,reptile,reptile,noun
15890,Michel,Michel,noun
15891,Michel,Michael,noun
15893,Canap,settee,noun
15894,copolymère,copolymer,noun
15895,SNA,ANS,noun
15896,graisseur,lubricator,noun
15897,graisseur,greaser,noun
15898,graisseur,oiler,noun
15899,simpliste,simplistic,adjective
15900,simpliste,simple,noun
15901,térébenthine,turpentine,adjective
15902,ovaire,ovary,noun
15903,ovaire,ovarian,adjective
15904,invincibilité,invincibility,noun
15905,Werner,Werner,noun
15906,fiévreux,feverish,adjective
15907,insolent,insolent,noun
15908,indissolublement,indissolubly,adverb
15909,remuer,stir,verb
15910,remuer,stirring,noun
15911,remuer,wag,verb
15912,chirurgicalement,surgically,adverb
15913,bord,edge,noun
15914,bord,board,noun
15915,bord,dashboard,noun
15916,bord,onboard,adjective
15917,Warrior,warrior,noun
15918,fortuitement,incidentally,adverb
15919,fortuitement,by chance,adverb
15920,fortuitement,fortuitously,adverb
15921,Genève,Geneva,noun
15922,aviron,rowing,noun
15923,aviron,oar,noun
15924,Maximus,Maximus,noun
15925,désintégration,disintegration,noun
15926,moulinet,reel,noun
15927,Toscane,Tuscany,noun
15928,sphincter,sphincter,noun
15929,exprimer,express,verb
15930,exprimer,articulate,adjective
15931,grèbe,grebe,noun
15932,prévu,scheduled,noun
15933,triangle,triangle,noun
15934,comprimé,tablet,noun
15935,comprimé,compressed,adjective
15936,jamaïcain,Jamaican,noun
15937,jamaïcain,Jamaica,noun
15938,ne,do,verb
15941,surévaluation,overstatement,noun
15942,Saül,Saul,noun
15943,Saul,Saul,noun
15944,Carson,Carson,noun
15945,Island,island,noun
15946,graduel,gradual,adjective
15947,lapon,Lappish,noun
15948,coéquipier,teammate,noun
15949,séculier,secular,noun
15950,figuration,figuration,noun
15951,toilettes,restroom,noun
15952,endosser,endorse,verb
15953,remanier,revamp,verb
15954,remanier,reworked,adjective
15955,remanier,redraft,verb
15956,équipe,crew,noun
15957,potentialisation,potentiation,noun
15958,accrocheur,catchy,adjective
15959,jamais,never,adverb
15960,inquisiteur,inquisitor,noun
15961,barde,bard,noun
15962,Ridgeway,Ridgeway,noun
15963,annuellement,annually,adverb
15964,bagarre,fight,noun
15965,offrir,offer,verb
15966,Scandinavie,Scandinavia,noun
15967,phlox,phlox,noun
15968,Clarke,Clarke,noun
15969,Clarke,Clark,noun
15971,Luc,Luke,noun
15972,agresseur,aggressor,noun
15973,agresseur,attacker,noun
15974,agresseur,assailant,noun
15975,baguette,baguette,noun
15976,baguette,wand,noun
15977,baguette,chopstick,noun
15978,abandonner,give,verb
15979,abandonner,abandoned,adjective
15982,sûrement,surely,adverb
15983,sûrement,certainly,adverb
15984,sûrement,sure,adjective
15988,impressionnisme,impressionism,noun
15989,Goldsmith,goldsmith,noun
15990,abondamment,extensively,adverb
15991,abondamment,abundantly,adverb
15992,abondamment,profusely,adverb
15993,abondamment,lavishly,adverb
15994,abondamment,plentifully,adverb
15995,carde,chard,noun
15996,nage,swim,noun
15997,nage,swimming,noun
15998,astéroïde,asteroid,noun
15999,promener,walk,verb
16000,promener,stroll,noun
16001,promener,walk around,verb
16002,promener,for a walk,adverb
16003,amener,bring,verb
16004,amener,lead,verb
16005,phobie,phobia,noun
16006,fin,end,noun
16007,fin,late,adjective
16008,réputé,renowned,adjective
16009,réputé,reputable,adjective
16010,girofle,clove,noun
16011,risible,laughable,adjective
16012,neurologue,neurologist,noun
16013,Roxanne,Roxanne,noun
16014,chambranle,platband,noun
16015,chambranle,jamb,noun
16016,redouter,dread,verb
16017,redouter,fear,noun
16018,incrustation,inlay,noun
16019,incrustation,incrustation,noun
16020,gesticuler,gesticulate,verb
16021,incarcération,incarceration,noun
16022,entendu,hear,verb
16023,habitabilité,roominess,noun
16024,habitabilité,spaciousness,noun
16025,régénérateur,regenerative,adjective
16026,régénérateur,regenerator,noun
16027,fondeur,smelter,noun
16028,psychique,psychic,noun
16029,psychique,mental,noun
