,bigram,chi-sq
6886,"('anything', 'that')",44.08437559853787
6887,"('say', 'Tristan')",44.084006184031296
6888,"('his', 'royal')",43.995681148373976
6889,"('be', 'fine')",43.99421260237908
6890,"('key', 'to')",43.94878535553814
6891,"('this', 'that')",43.90180507084469
6892,"('which', 'make')",43.884204449066196
6893,"('Oz', 'but')",43.878592032155645
6894,"('of', 'surprise')",43.876139630645824
6895,"('a', 'dish')",43.864797028981165
6896,"('service', 'to')",43.843832165943304
6897,"('with', 'surprise')",43.837258947262306
6898,"('will', 'always')",43.82974402915204
6899,"('a', 'servant')",43.80804094887436
6900,"('the', 'meeting')",43.80594986174262
6901,"('at', 'every')",43.80341420783752
6902,"('so', 'please')",43.75312921743755
6903,"('he', 'live')",43.73922568189331
6904,"('here', 'to')",43.738497075919184
6907,"('a', 'misfortune')",43.736945594076076
6906,"('a', 'honest')",43.736945594076076
6905,"('a', 'American')",43.736945594076076
6908,"('light', 'of')",43.719602217839636
6909,"('the', 'dim')",43.69873867545458
6910,"('the', 'mail')",43.69873867545458
6911,"('and', 'silver')",43.69035204677762
6912,"('you', 'with')",43.68800495738078
6913,"('Dorothy', 'have')",43.65061563536629
6914,"('he', 'one')",43.56486636639429
6915,"('catch', 'they')",43.55885531407193
6916,"('right', 'to')",43.54960680538785
6918,"('plate', 'and')",43.500484810491486
6917,"('courage', 'and')",43.500484810491486
6919,"('a', 'river')",43.47635888452767
6920,"('and', 'all')",43.434751495602
6921,"('against', 'her')",43.43338768344195
6922,"('and', 'mutter')",43.433268449221494
6923,"('be', 'introduce')",43.4133475791293
6924,"('be', 'print')",43.4133475791293
6925,"('save', 'they')",43.37441800734465
6926,"('indeed', 'I')",43.32173183750283
6927,"('say', 'another')",43.31087882630592
6928,"('ask', 'how')",43.30980789194211
6929,"('officer', 'and')",43.278372647344945
6930,"('direction', 'and')",43.27388920559738
6931,"('buy', 'a')",43.271709340847735
6932,"('the', 'attempt')",43.27023142081339
6933,"('the', 'magnificent')",43.2538761034789
6934,"('may', 'think')",43.24987085083746
6935,"('do', 'nothing')",43.24444320095087
6936,"('fear', 'for')",43.23163284323853
6937,"('no', 'good')",43.19291457099508
6938,"('to', 'study')",43.122427340539005
6939,"('carry', 'his')",43.119917701584164
6940,"('be', 'ly')",43.10750087147337
6941,"('will', 'please')",43.094484657429376
6942,"('well', 'the')",43.022623289279174
6943,"('feature', 'of')",43.02060471645513
6944,"('flash', 'of')",43.02060471645513
6945,"('heard', 'that')",43.00856426721998
6946,"('no', 'house')",43.00118871640526
6947,"('certainly', 'a')",42.9941469309331
6948,"('to', 'fall')",42.91610478529951
6949,"('Woodman', 'and')",42.91495187262147
6950,"('since', 'it')",42.89590768066839
6951,"('a', 'cloud')",42.8800878538383
6952,"('a', 'rock')",42.87481748353356
6953,"('get', 'more')",42.8602527262787
6954,"('business', 'of')",42.85381880058875
6955,"('she', 'shall')",42.85258849388745
6956,"('will', 'discover')",42.83947019682533
6957,"('sleep', 'in')",42.82610318452872
6958,"('and', 'comfortable')",42.78528983188711
6959,"('noise', 'and')",42.78528983188711
6960,"('her', 'child')",42.75644591991756
6961,"('a', 'fortune')",42.73883312921438
6962,"('be', 'highly')",42.73324858131213
6963,"('that', 'in')",42.70991544480153
6964,"('a', 'thick')",42.689739118850106
6965,"('just', 'over')",42.682766169643834
6966,"('breath', 'of')",42.66570413017942
6968,"('tremble', 'and')",42.66002571597481
6967,"('kitchen', 'and')",42.66002571597481
6969,"('you', 'finger')",42.64441385557154
6970,"('surprise', 'and')",42.64231544709
6971,"('even', 'when')",42.601726571589275
6972,"('ahead', 'and')",42.59538954757111
6973,"('she', 'return')",42.59201978048853
6974,"('be', 'late')",42.56462771060064
6975,"('of', 'flower')",42.51641143655488
6976,"('believe', 'she')",42.51521318736875
6977,"('much', 'the')",42.43555943311485
6978,"('I', 'ask')",42.19997263205843
6979,"('the', 'weight')",42.188738623439995
6980,"('enough', 'but')",42.18156401336133
6981,"('hunger', 'and')",42.16897912574524
6982,"('in', 'at')",42.16279042688486
6983,"('the', 'friend')",42.149692067579394
6984,"('good', 'be')",42.146166781220145
6985,"('be', 'in')",42.12551074979274
6986,"('kill', 'he')",42.11421689776126
6987,"('the', 'bar')",42.10144121428419
6988,"('the', 'ray')",42.10144121428419
6989,"('have', 'do')",42.06153833420821
6990,"('Anna', 'say')",42.06091859050609
6991,"('then', 'return')",42.02698726002591
6992,"('can', 'use')",42.02538694694719
6993,"('that', 'this')",41.991780711086925
6994,"('the', 'case')",41.97825975970994
6995,"('the', 'log')",41.95747576062021
6996,"('women', 'be')",41.94024866432663
6997,"('frightene', 'and')",41.92822260496701
6998,"('moon', 'and')",41.92822260496701
6999,"('they', 'live')",41.91982357176117
7000,"('house', 'of')",41.89918025462815
7001,"('act', 'of')",41.88127744216369
7002,"('service', 'of')",41.88127744216369
7003,"('admit', 'the')",41.828515481020666
7004,"('ago', 'I')",41.82098330761569
7005,"('the', 'lover')",41.79399364122134
7006,"('head', 'be')",41.70421348485622
7007,"('room', 'for')",41.66498099112454
7008,"('and', 'cast')",41.66124782869288
7009,"('for', 'although')",41.62187851938057
7010,"('sure', 'he')",41.61881744152941
7011,"('and', 'stood')",41.603503932752496
7012,"('tool', 'and')",41.58411885422714
7013,"('shore', 'and')",41.536162956730976
7014,"('glad', 'I')",41.506613758509246
7015,"('', 'shall')",41.47924199104067
7016,"('of', 'death')",41.47823588303807
7017,"('and', 'happy')",41.468327809197206
7018,"('what', 'it')",41.43576860764586
7019,"('to', 'pick')",41.425899061701976
7020,"('be', 'neither')",41.400497532686074
7021,"('boy', 'the')",41.39834201149456
7022,"('agree', 'the')",41.37454280628668
7023,"('the', 'trip')",41.34922204529851
7024,"('car', 'to')",41.29997632855859
7025,"('long', 'the')",41.27585908616488
7026,"('place', 'it')",41.25267475145396
7027,"('a', 'ball')",41.23876631463243
7028,"('cause', 'they')",41.23816557332354
7029,"('that', 'way')",41.2197145657584
7030,"('like', 'be')",41.21737025728691
7031,"('way', 'into')",41.20356338191849
7032,"('Oh', 'we')",41.142289706199506
7033,"('down', 'in')",41.140316927448765
7034,"('nature', 'and')",41.1283966075892
7035,"('a', 'wicked')",41.127448261916214
7036,"('disappeare', 'and')",41.09467280923949
7037,"('finally', 'she')",41.08348678568618
7038,"('he', 'seem')",41.05265160326873
7039,"('a', 'most')",41.02092372602598
7040,"('passage', 'and')",41.01346936677684
7041,"('black', 'as')",40.98315885428882
7042,"('man', 'but')",40.97263706110878
7043,"('call', 'to')",40.97164563829091
7044,"('pool', 'and')",40.957787267346745
7045,"('the', 'monkey')",40.94879167627075
7046,"('daughter', 'and')",40.928416352058804
7047,"('she', 'put')",40.92134516964551
7048,"('warrior', 'of')",40.896972141286625
7049,"('the', 'job')",40.883102978458744
7050,"('of', 'Liberty')",40.88095468793127
7051,"('be', 'simply')",40.86777034204966
7052,"('what', 'the')",40.84850073562129
7053,"('sure', 'they')",40.83909491357448
7054,"(""'s"", 'better')",40.815059180491694
7055,"('will', 'return')",40.80795351624311
7056,"('reach', 'a')",40.796985461063976
7057,"('no', 'man')",40.78429727789085
7058,"('be', 'eager')",40.770169184811486
7059,"('home', 'from')",40.692324505301166
7060,"('it', 'that')",40.67469497703378
7061,"('man', 'look')",40.657492982559795
7062,"('dream', 'of')",40.65122319197628
7063,"('may', 'never')",40.64880720651324
7064,"('tree', 'that')",40.59041757785209
7065,"('up', 'here')",40.587874812766465
7066,"('and', 'whenever')",40.53254431188636
7067,"('a', 'enemy')",40.52996473854561
7068,"('not', 'guess')",40.51887612754402
7069,"('toward', 'he')",40.51752011750812
7070,"('the', 'victim')",40.49953402574858
7071,"('the', 'waist')",40.49953402574858
7072,"('the', 'weather')",40.49953402574858
7073,"('a', 'dragon')",40.467232501293275
7074,"('be', 'wear')",40.442871351400974
7075,"('the', 'lovely')",40.402027299257455
7077,"('together', 'they')",40.38381555891651
7076,"('they', 'together')",40.38381555891651
7078,"('the', 'pumpkin')",40.355110737819594
7079,"('Zebruary', 'and')",40.35289586489607
7080,"('friend', 'of')",40.34037490948788
7081,"('to', 'dry')",40.33805904328949
7082,"('you', 'she')",40.33450561145543
7083,"('alive', 'I')",40.324294980569626
7084,"('hand', 'into')",40.312018038417044
7085,"('Bright', 'and')",40.30501670992033
7086,"('yourself', 'and')",40.283724184142095
7087,"('the', 'note')",40.26965252017471
7088,"('beside', 'his')",40.241019519184775
7089,"('as', 'not')",40.218300412198325
7090,"('have', 'this')",40.20382164196384
7091,"('guard', 'the')",40.19284086615179
7092,"('one', 'after')",40.1860756783883
7093,"('and', '')",40.18411230948253
7094,"('by', 'magic')",40.17668327504822
7095,"('Dorothy', 'ask')",40.17121908926977
7096,"('not', 'break')",40.16773993746352
7097,"('he', 'carefully')",40.15807246475418
7098,"('like', 'i')",40.119238996460645
7099,"('expect', 'you')",40.06222412132522
7100,"('thing', 'for')",40.03209059827887
7101,"('the', 'current')",40.005178323836155
7102,"('the', 'prayer')",40.005178323836155
7103,"('can', 'keep')",39.99101800831813
7104,"('have', 'his')",39.97278208272276
7105,"('two', 'of')",39.95366301439232
7106,"('whatever', 'you')",39.948424383974185
7107,"('marry', 'a')",39.936586822679054
7108,"('the', 'chance')",39.92523758727639
7109,"('see', 'and')",39.9220378219678
7110,"('affair', 'of')",39.90366258580819
7111,"('color', 'of')",39.8946181717249
7112,"('his', 'place')",39.87079154517589
7113,"('see', 'any')",39.86192781531968
7114,"('carefully', 'and')",39.85413986547851
7115,"('undertake', 'the')",39.851916240814155
7116,"('there', ""'s"")",39.84453033636248
7117,"('enter', 'a')",39.83327856917844
7118,"('open', 'it')",39.77819109198525
7119,"('a', 'unknown')",39.775520217599436
7120,"('for', 'Uncle')",39.75179633170175
7121,"('be', 'satisfy')",39.72673588429096
7122,"('be', 'dress')",39.647746008751795
7123,"('to', 'suspect')",39.64701576521673
7124,"('pass', 'from')",39.637946700656
7125,"('the', 'bed')",39.63680927050306
7126,"('explain', 'to')",39.631005345748335
7127,"('through', 'it')",39.61191743490662
7128,"('he', 'my')",39.56379932377849
7129,"('suppose', 'I')",39.55541104406562
7130,"('of', 'pink')",39.51616411267902
7131,"('I', 'consider')",39.512487751716876
7132,"('you', 'this')",39.50802300609493
7133,"('stick', 'to')",39.46115815253104
7134,"('to', 'miss')",39.46115815253104
7135,"('asleep', 'and')",39.460902358302974
7136,"('he', 'fall')",39.35830277194141
7137,"('to', 'my')",39.35803284280168
7138,"('to', 'rise')",39.29906132651611
7139,"('hope', 'of')",39.25177082068223
7140,"('it', 'prove')",39.24002920501617
7141,"('Trot', 'the')",39.225018456791474
7142,"('behind', 'his')",39.22269222815481
7143,"('year', 'I')",39.1871427324503
7144,"('to', 'they')",39.18067822878968
7145,"('music', 'and')",39.16124347005534
7146,"('raise', 'a')",39.110361695035884
7147,"('add', 'with')",39.08461232239997
7148,"('John', 'and')",39.07941887100622
7149,"('in', 'truth')",39.068752433792405
7150,"('more', 'like')",39.06085435861436
7151,"('that', 'happen')",39.04776887469791
7152,"('upon', 'my')",39.01218614424717
7153,"('see', 'to')",38.994224391230894
7154,"('get', 'over')",38.99117236862212
7155,"('adventure', 'in')",38.96813578144869
7156,"('path', 'at')",38.95669963046205
7157,"('nor', 'will')",38.929516530736485
7158,"('youth', 'and')",38.89845569729441
7159,"('touch', 'they')",38.89502943376745
7160,"('Pingaree', 'and')",38.868654477411646
7161,"('in', 'silent')",38.857106514674015
7162,"('it', 'really')",38.80912518212679
7163,"('tree', 'but')",38.80622261307014
7164,"('all', 'part')",38.79843798032314
7165,"('of', 'fear')",38.78699768250642
7166,"('and', 'seize')",38.74811272117515
7167,"('join', 'the')",38.70501559449355
7168,"('Pon', 'and')",38.6822024426499
7169,"('and', 'capture')",38.58250967333146
7170,"('the', 'crow')",38.575632303557015
7171,"('way', 'the')",38.56815439133731
7173,"('cloth', 'and')",38.5544742177931
7172,"('and', 'whisper')",38.5544742177931
7174,"('pick', 'they')",38.51245715660597
7175,"('consider', 'a')",38.50334500330711
7176,"('the', 'shoe')",38.49090960944922
7177,"('their', 'long')",38.4892973804307
7178,"('require', 'a')",38.485805359242136
7179,"('favor', 'of')",38.46707985630516
7180,"('how', 'they')",38.44358857031405
7181,"('go', 'over')",38.44241112657914
7182,"('ride', 'in')",38.42993416049952
7183,"('book', 'and')",38.42048517150844
7184,"('i', 'that')",38.40743146031024
7185,"('and', 'upon')",38.356734209677235
7186,"('the', 'banquet')",38.32235590230224
7187,"('the', 'blanket')",38.32235590230224
7188,"('the', 'grey')",38.32235590230224
7189,"('he', 'lead')",38.31722302997496
7190,"('Ozma', 'of')",38.24049154766117
7191,"('the', 'double')",38.223445785721246
7192,"('and', 'struck')",38.21948812616607
7193,"(""'"", 'mean')",38.218957029792115
7194,"('a', 'yellow')",38.19788645169589
7195,"('come', 'over')",38.18647817092818
7196,"('morning', 'and')",38.18209763304141
7197,"('sleep', 'and')",38.17802999886328
7198,"('be', 'nice')",38.1586174088222
7199,"('Trot', 'no')",38.07871165268428
7200,"('rose', 'and')",38.069150660761004
7201,"('be', 'leave')",38.04250257806998
7202,"('little', 'Dorothy')",37.98052534263729
7203,"('just', 'where')",37.94489716192542
7204,"('to', 'Sky')",37.93187278085329
7205,"('the', 'treasure')",37.92364524541074
7206,"('well', 'that')",37.909001611289675
7207,"('never', 'come')",37.885169190430304
7208,"('a', 'dollar')",37.862996013840494
7209,"('out', 'for')",37.82595666817683
7210,"('in', 'great')",37.81615472218734
7211,"('be', 'rich')",37.81449683418408
7212,"('have', 'her')",37.79670168493625
7213,"('in', 'on')",37.79506909633265
7214,"('he', 'also')",37.79038314473735
7215,"('news', 'of')",37.77659427454837
7216,"('of', 'smoke')",37.77659427454837
7217,"('transformation', 'of')",37.77659427454837
7218,"('against', 'this')",37.74353881264901
7219,"('of', 'blue')",37.71669028678607
7220,"('make', 'my')",37.71421075400519
7221,"('your', 'I')",37.671975211789615
7222,"('for', 'not')",37.66949906841756
7223,"('question', 'but')",37.665663982473994
7224,"('save', 'that')",37.65579234658224
7225,"('all', 'its')",37.649605202226994
7226,"('Oogaboo', 'and')",37.645246951605635
7227,"('bear', 'in')",37.64506295686609
7228,"('Turk', 'and')",37.61216337397411
7229,"('and', 'smooth')",37.61216337397411
7230,"('then', 'after')",37.58972197841036
7231,"('Cayke', 'the')",37.551615316978186
7232,"('I', 'hear')",37.5476327900268
7233,"('a', 'white')",37.545946814581505
7234,"('and', 'nearer')",37.521363912478826
7235,"('nearer', 'and')",37.521363912478826
7236,"('and', 'every')",37.5074498716377
7237,"('have', 'only')",37.49486504290842
7238,"('help', 'they')",37.48805089342967
7239,"('lift', 'the')",37.48313316773613
7240,"(""'"", 'mrs')",37.46816289273948
7241,"('it', 'not')",37.46255632303452
7242,"('regard', 'he')",37.44191026464008
7243,"('her', 'his')",37.43941222767191
7244,"('follow', 'they')",37.42526581094758
7245,"('with', 'they')",37.40691172819816
7246,"('man', 'a')",37.39457010958198
7247,"('from', 'every')",37.38416542532442
7248,"('plan', 'and')",37.350951750619345
7249,"('the', 'shape')",37.32856752235466
7250,"('window', 'of')",37.318169676633595
7251,"('not', 'come')",37.30996544353642
7252,"('Bill', 'who')",37.270313797185786
7253,"('have', 'it')",37.25935556471515
7254,"('and', 'knock')",37.249199839037
7255,"('and', 'admire')",37.24634874051986
7256,"('in', 'different')",37.238480867732335
7257,"('then', 'ask')",37.23610776998033
7258,"('the', 'language')",37.23532212981096
7259,"('the', 'leafe')",37.23532212981096
7260,"('as', 'many')",37.22418680126061
7261,"('sorry', 'to')",37.18770555562112
7262,"('he', 'all')",37.14498973701707
7263,"('he', 'make')",37.140823361213826
7264,"('wise', 'and')",37.1103460792082
7265,"('tone', 'I')",37.082679952889464
7266,"('hate', 'he')",37.07875973318681
7267,"('the', 'song')",37.0666780241262
7268,"('of', 'monkey')",37.046477779275165
7269,"('because', 'the')",37.00180124929461
7270,"('know', 'you')",36.99112977505206
7271,"('both', 'his')",36.98840483836737
7272,"('they', 'start')",36.975659717356386
7273,"('morn', 'the')",36.96332537504282
7274,"('be', 'hung')",36.899432097602066
7275,"('so', 'Dorothy')",36.88848426633733
7276,"('stand', 'at')",36.87677828990005
7277,"('beauty', 'and')",36.87087863232357
7278,"('this', 'path')",36.86342449364089
7279,"('to', 'laugh')",36.85612172051319
7280,"('a', 'question')",36.8434145589638
7281,"('have', 'nearly')",36.826776336105624
7282,"('I', 'lose')",36.79034221113997
7283,"('I', 'notice')",36.79034221113997
7284,"('body', 'be')",36.78892926047045
7285,"('day', 'she')",36.77665628607269
7286,"('have', 'transform')",36.77436324078116
7287,"('and', 'flutter')",36.742893149701516
7288,"('growl', 'and')",36.742893149701516
7289,"('thin', 'and')",36.742893149701516
7290,"('get', 'here')",36.711146642160465
7291,"('be', 'time')",36.68436352630622
7292,"('the', 'question')",36.68409388338138
7293,"('count', 'the')",36.67194167504144
7294,"('sound', 'as')",36.659921873617385
7295,"('night', 'and')",36.63960790502353
7296,"('to', 'who')",36.632681228965374
7297,"('astonish', 'to')",36.630242583208755
7298,"('think', 'this')",36.62717313984011
7299,"('for', 'each')",36.62656079958762
7300,"('their', 'child')",36.610912964871304
7301,"('of', 'nature')",36.608506807802314
7302,"('be', 'fast')",36.57930855988806
7303,"('her', 'it')",36.575449302872755
7304,"('I', 'meet')",36.569903942460584
7305,"('cal', 'the')",36.56941676337793
7306,"('Trot', 'we')",36.54877838222088
7307,"('she', 'take')",36.54639283215904
7308,"('hope', 'that')",36.53563240534444
7309,"('and', 'us')",36.514461943945996
7310,"('door', 'on')",36.50942211965582
7311,"('the', 'labor')",36.48363384688247
7312,"('and', 'smil')",36.44982916637911
7313,"(""'s"", 'in')",36.43324198177631
7314,"('child', 'be')",36.43046335916572
7315,"('all', 'who')",36.427073959253384
7316,"('Dorothy', 'but')",36.40513328279895
7317,"('and', 'hurry')",36.37458782447325
7318,"(""'"", 'course')",36.35043541159219
7319,"('will', 'think')",36.32227689466385
7320,"('to', 'realize')",36.30152897944179
7321,"('man', 'be')",36.28708959178283
7322,"('which', 'a')",36.24454530804291
7323,"('see', 'through')",36.235286680328485
7324,"('wonder', 'at')",36.2188377861446
7325,"('there', 'to')",36.20397587552919
7326,"('Trot', 'who')",36.202328898511034
7327,"('go', 'too')",36.201158346161165
7328,"('you', 'kingdom')",36.18751347828841
7329,"('river', 'and')",36.18485783109362
7330,"('to', 'plant')",36.17268357802149
7331,"('inhabit', 'the')",36.161510505319086
7332,"('lik', 'the')",36.161510505319086
7333,"('the', 'rough')",36.161510505319086
7334,"('a', 'cross')",36.16125963375827
7335,"('the', 'circumstance')",36.148735458236
7336,"('which', 'may')",36.13887980841898
7337,"('smile', 'I')",36.1373005209117
7338,"('and', 'catch')",36.10925357550997
7339,"('hold', 'of')",36.02111073859959
7340,"('he', 'we')",36.00921516772153
7341,"('man', 'turn')",35.95415014369583
7342,"('from', 'side')",35.927368357847335
7343,"('creature', ""'s"")",35.89899104352953
7344,"('day', 'or')",35.89691929187319
7345,"('and', 'drive')",35.881277054589994
7346,"('be', 'capture')",35.85026185798006
7347,"('pain', 'and')",35.846910224373715
7348,"('parent', 'and')",35.846910224373715
7349,"('power', 'and')",35.83395139215377
7350,"('us', 'house')",35.82287010785889
7351,"('have', 'build')",35.81556660395553
7352,"('will', 'they')",35.815260381962375
7353,"('Dorothy', 'think')",35.80971210460121
7354,"('she', 'never')",35.803494231760176
7355,"('not', 'she')",35.79442827828985
7356,"('i', 'Oh')",35.78005485024334
7357,"('lead', 'the')",35.77857796957573
7358,"('the', 'character')",35.775478871159955
7359,"('be', 'often')",35.76944846767054
7360,"('and', 'she')",35.7455470161062
7361,"('tiger', 'and')",35.732813758683875
7362,"('be', 'cut')",35.72731549295532
7363,"('for', 'two')",35.68842544345795
7364,"('make', 'his')",35.658202224233364
7365,"('sometimes', 'I')",35.64897418792289
7366,"('my', 'last')",35.64643742593385
7367,"('leave', 'my')",35.64619969417769
7368,"('go', 'first')",35.62375936781582
7369,"('speak', 'in')",35.586186057355874
7370,"('i', 'ask')",35.58404461033417
7371,"('upon', 'one')",35.57046604561057
7372,"('lay', 'a')",35.56865471297509
7373,"('to', 'remove')",35.55461558505028
7374,"('tear', 'of')",35.54846007883832
7375,"('think', 'over')",35.51762404540939
7376,"('and', 'down')",35.51283378608708
7377,"('around', 'it')",35.486383595854434
7378,"('one', 'know')",35.47807184474281
7379,"('be', 'exactly')",35.45083649606092
7380,"('again', 'when')",35.450007492892944
7381,"('country', 'which')",35.446315220342
7382,"('of', 'Ozma')",35.438481150903115
7383,"('adventure', 'they')",35.411238569785255
7384,"('the', 'fruit')",35.36947978866087
7385,"('a', 'dark')",35.36498639630263
7386,"('during', 'that')",35.276683571279726
7387,"('be', 'arrange')",35.274758877152216
7388,"('be', 'everywhere')",35.274758877152216
7389,"('be', 'relieve')",35.24474108086863
7390,"('like', 'and')",35.24216797852706
7391,"('the', 'vine')",35.2403137173942
7392,"('Wizard', 'and')",35.23909188733788
7393,"('sister', 'and')",35.2317646228834
7394,"('surface', 'and')",35.2317646228834
7395,"('prince', 'and')",35.230470338778744
7396,"('take', 'this')",35.21209983021891
7397,"('then', 'to')",35.19359763211162
7398,"('until', 'one')",35.180629903014186
7399,"('keep', 'it')",35.17667521923391
7400,"('his', 'story')",35.14151438253476
7401,"('not', 'ask')",35.09819386312244
7402,"('know', 'much')",35.086408378516104
7403,"('and', 'march')",35.0818815716638
7404,"('find', 'any')",35.068333301669995
7405,"('change', 'you')",35.06169115734164
7406,"('feel', 'as')",35.06117252624844
7407,"('age', 'of')",35.054755830100646
7408,"('a', 'hard')",35.03499850253262
7409,"('sure', 'it')",35.03359890956286
7410,"('they', 'this')",35.028656483847435
7411,"('journey', 'and')",35.010752053615086
7412,"('mortal', 'and')",35.00621188223714
7413,"('how', 'shall')",34.98954810745441
7414,"('Alora', 'have')",34.984143547274776
7415,"('climb', 'the')",34.97203577171109
7416,"('look', 'more')",34.945603428986765
7417,"('day', 'in')",34.91000844710149
7418,"('i', 'see')",34.90797803250688
7419,"('of', 'rose')",34.90702205860395
7420,"('not', 'love')",34.889354386179036
7421,"('a', 'cruel')",34.877426388280455
7422,"('a', 'summer')",34.87251490024621
7423,"('course', 'he')",34.86053015548327
7424,"('the', 'reader')",34.856160105969266
7425,"('the', 'thread')",34.856160105969266
7426,"('a', 'thing')",34.82411220493607
7427,"('Ann', 'and')",34.82339259876822
7428,"('forgote', 'to')",34.80909339205708
7429,"('present', 'he')",34.80298848320801
7430,"('that', 'lay')",34.76365572994735
7431,"('find', 'and')",34.75514919320144
7432,"('she', 'believe')",34.74945573359465
7433,"('in', 'many')",34.72455920674894
7434,"('and', 'while')",34.71925688110654
7435,"('to', 'Dorfield')",34.707924954729286
7436,"('you', 'tell')",34.66869581919942
7437,"('advice', 'and')",34.64349449746129
7438,"('of', 'evil')",34.59521931670289
7439,"('thought', 'he')",34.59255623074292
7440,"('ask', 'be')",34.548692920844296
7441,"('near', 'her')",34.543398756432154
7442,"('command', 'they')",34.53933669254199
7443,"('afternoon', 'and')",34.53627324431891
7444,"('Trot', 'I')",34.4873675050556
7445,"('best', 'for')",34.441654667271074
7446,"('pause', 'and')",34.4176859545037
7447,"('this', 'have')",34.41382927712543
7448,"('be', 'like')",34.4100181031818
7449,"('the', 'common')",34.405577132208826
7450,"(""'"", 'then')",34.40542475093621
7451,"('he', 'and')",34.37015849376157
7452,"('bed', 'in')",34.347005957768964
7453,"('he', 'lose')",34.34466423964412
7454,"('yet', 'she')",34.304419104180866
7455,"('and', 'in')",34.28305897015298
7456,"('when', 'all')",34.27229654074894
7457,"('stranger', 'in')",34.268925597327005
7458,"('a', 'bed')",34.25653618063507
7459,"('the', 'flat')",34.24977121485627
7460,"('and', 'listen')",34.240401015089304
7461,"('first', 'the')",34.22692499008819
7462,"('first', 'she')",34.17961195981103
7463,"('question', 'of')",34.11681275565625
7464,"('Tristan', 'and')",34.108886287444875
7465,"('they', 'lay')",34.08800162457943
7466,"('Louise', 'with')",34.08588273880445
7467,"('to', 'proceed')",34.08536834105821
7468,"('say', 'mrs')",34.06625913929803
7469,"('whether', 'I')",34.065872383883566
7470,"('I', 'go')",34.023039555226724
7471,"('until', 'you')",34.01736412134525
7472,"('be', 'tell')",33.98218477268675
7473,"('Why', 'you')",33.976537501595594
7474,"('remain', 'as')",33.97124319858122
7475,"('place', 'upon')",33.957237212301955
7476,"('they', 'really')",33.91055041470286
7477,"('us', 'we')",33.84404337121647
7478,"('may', 'go')",33.8417082497113
7479,"('allow', 'you')",33.83510344249071
7480,"('the', 'devil')",33.82616752020437
7481,"('the', 'marvelous')",33.82616752020437
7482,"('the', 'mouth')",33.809877180293995
7483,"('dress', 'as')",33.789975127983084
7484,"('fly', 'in')",33.767876194820445
7485,"('part', 'I')",33.76592490441775
7486,"('he', 'really')",33.7494582929433
7487,"('miserable', 'and')",33.72723503331501
7489,"('the', 'underground')",33.722737677847796
7488,"('the', 'bare')",33.722737677847796
7490,"('for', 'but')",33.699391799189065
7491,"('he', 'catch')",33.65982642615865
7492,"('no', 'right')",33.65524900746535
7493,"('you', 'as')",33.61548501356557
7494,"('grasp', 'the')",33.61314654271565
7495,"('from', 'all')",33.5811245259617
7496,"('breath', 'and')",33.5736904998607
7497,"('to', 'appear')",33.57291898366723
7498,"('before', 'we')",33.53006540436034
7499,"('you', 'one')",33.509058611004804
7500,"('his', 'house')",33.4477659241825
7501,"('it', 'come')",33.431354846048094
7502,"('in', 'so')",33.41395961054023
7503,"('back', 'on')",33.399581484617386
7504,"('the', 'affair')",33.398890977584614
7505,"('road', 'and')",33.39226592436446
7506,"('the', 'Conant')",33.37791893920814
7507,"('high', 'in')",33.3764872303484
7508,"('his', 'command')",33.326049051317014
7509,"('feature', 'be')",33.31944637609882
7511,"('they', 'leave')",33.29772631284291
7510,"('let', 'they')",33.29772631284291
7512,"('Scarecrow', 'but')",33.2673915915814
7513,"('be', 'other')",33.26196292132068
7514,"('a', 'rather')",33.24973895691008
7515,"('and', 'Hank')",33.24584574362208
7516,"('at', 'its')",33.2359860121946
7517,"('be', 'both')",33.23512496598419
7518,"('not', 'lose')",33.23051231067042
7519,"('the', 'outside')",33.22270705523383
7520,"('cause', 'it')",33.20449101069005
7521,"('shall', 'think')",33.203594630224025
7522,"('what', 'make')",33.20226277073533
7523,"('night', 'in')",33.187449164618556
7524,"('push', 'the')",33.187408903636964
7525,"('be', 'why')",33.173482065109354
7526,"('who', 'want')",33.173215186465164
7527,"('cause', 'you')",33.15779337232795
7528,"('save', 'her')",33.15651194899624
7529,"('for', 'all')",33.13480326668629
7530,"('be', 'protect')",33.13411788058666
7531,"('throw', 'it')",33.12771705836349
7532,"('as', 'in')",33.09804560461489
7533,"('have', 'she')",33.09418436068905
7534,"('no', 'child')",33.06255866369407
7535,"('the', 'skin')",33.06165530972374
7536,"('the', 'precious')",33.06117916076217
7537,"('Louise', 'have')",33.059760744027756
7538,"('course', 'they')",33.04043320850599
7539,"('a', 'light')",33.02793560357732
7540,"('the', 'spell')",32.98055927855882
7541,"('dear', 'he')",32.961382489408884
7542,"('the', 'wrong')",32.932983666023404
7543,"('once', 'I')",32.85686814801707
7544,"('seem', 'the')",32.85144441830791
7545,"('be', 'obey')",32.85097916936889
7546,"('be', 'do')",32.843983792820545
7547,"('contain', 'a')",32.839781588033425
7548,"('for', 'that')",32.82248617719518
7549,"('room', 'she')",32.82247665130444
7550,"('please', 'you')",32.800833125809795
7551,"('and', 'its')",32.772353547899726
7552,"('be', 'shut')",32.75644334817003
7553,"('and', 'pleasant')",32.75465232826489
7554,"('look', 'so')",32.75310760238429
7555,"('that', 'may')",32.75161862999849
