,en,ru,fr
4847,concentrator,концентратор,concentrateur
4848,concentrator,обогатительная фабрика,usine
4849,dropout,отсев,no_equality
4850,dropout,выпадение,no_equality
4851,dropout,недоучка,no_equality
4852,dropout,выпадение сигнала,no_equality
4853,dropout,коэффициент отсева,no_equality
4854,dropout,отпускание,no_equality
4855,dropout,уволенный,no_equality
4856,posture,позиция,position
4857,posture,позиция,attitude
4858,posture,позиция,comportement
4859,posture,осанка,posture
4860,posture,осанка,maintien
4861,posture,осанка,allure
4862,posture,доктрина,doctrine
4863,posture,позировать,no_equality
4864,posture,вставать в позу,posture
4865,posture,вставать в позу,position
4866,downfall,крушение,effondrement
4867,downfall,падение,chute
4868,downfall,падение,effondrement
4869,downfall,падение,déclin
4870,downfall,гибель,perte
4871,downfall,гибель,ruine
4872,downfall,низвержение,no_equality
4873,maid,горничная,bonne
4874,maid,горничная,femme de ménage
4875,maid,горничная,femme de chambre
4876,maid,горничная,gouvernante
4877,maid,дева,vierge
4878,maid,девка,no_equality
4879,maid,фрейлина,no_equality
4880,maid,подружка невесты,no_equality
4881,maid,прислужница,no_equality
4882,maid,камеристка,femme de chambre
4883,photocopy,фотокопия,photocopie
4884,photocopy,фотокопировать,photocopier
4885,photocopy,ксерокопировать,no_equality
4886,photocopy,фотокопировальный,no_equality
4887,Hippocrates,Гиппократ,hippocrate
4888,bedpan,подкладное судно,no_equality
4889,bedpan,судно,no_equality
4890,bedpan,утка,no_equality
4891,bedpan,ночной горшок,pot de chambre
4892,matchstick,спичка,allumette
4893,brownish,коричневатый,no_equality
4894,Samba,самба,samba
4895,typeface,шрифт,caractère
4896,typeface,шрифт,fonte
4897,typeface,шрифт,police
4898,typeface,гарнитура,no_equality
4899,typeface,Пальмира,no_equality
4900,typeface,гарнитура шрифта,police
4901,payout,выплата,paiement
4902,payout,выплата,versement
4903,payout,выплата,remboursement
4904,payout,окупаемость,no_equality
4905,payout,выигрыш,gain
4906,payout,выплаченная сумма,no_equality
4907,spanker,бизань,no_equality
4908,divisor,делитель,diviseur
4909,revelation,откровение,révélation
4910,revelation,раскрытие,révélation
4911,revelation,раскрытие,divulgation
4912,revelation,открытие,révélation
4913,revelation,открытие,découverte
4914,formerly,раньше,autrefois
4915,formerly,раньше,auparavant
4916,formerly,раньше,précédemment
4917,formerly,прежде,anciennement
4918,formerly,прежде,autrefois
4919,formerly,прежде,auparavant
4920,formerly,прежде,précédemment
4921,formerly,прежде,antérieurement
4922,formerly,бывший,no_equality
4923,formerly,ранее находившийся,auparavant
4924,formerly,ранее находившийся,précédemment
4925,formerly,ранее бывший,no_equality
4926,formerly,прежнее название,ancien
4927,sentiment,настроение,humeur
4928,sentiment,сентиментальность,sentimentalisme
4929,sentiment,сентиментальность,sentimentalité
4930,sentiment,мнение,sentiment
4931,sentiment,отношение,no_equality
4932,sentiment,переживания,émotion
4933,plash,плеск,no_equality
4934,clamp,зажим,clamp
4935,clamp,зажим,attache
4936,clamp,клемма,no_equality
4937,clamp,захват,no_equality
4938,clamp,зажимная скоба,no_equality
4939,clamp,клипс,no_equality
4940,clamp,зажимное приспособление,no_equality
4941,clamp,прихват,no_equality
4942,clamp,зажимать,serrer
4943,clamp,зажимать,clamper
4944,clamp,зажимать,coincer
4945,clamp,сжать,pincer
4946,clamp,сжать,serrer
4947,clamp,закрепить,no_equality
4948,clamp,зажимной,no_equality
4949,ethnocentrism,этноцентризм,ethnocentrisme
4950,armful,охапка,no_equality
4951,huskiness,хрипота,no_equality
4952,taught,наученный,no_equality
4953,taught,преподанный,no_equality
4954,taught,преподаваемый,no_equality
4955,taught,обучаемый,no_equality
4956,taught,читаемый,no_equality
4957,taught,проповедуемый,no_equality
4958,insure,страховать,assurer
4959,insure,застраховывать,no_equality
4960,insure,гарантировать,assurer
4961,insure,гарантировать,garantir
4962,insure,гарантировать,protéger
4963,insure,уберечь,protéger
4964,kriegsmarine,Кригсмарине,no_equality
4965,beneficent,благотворный,bénéfique
4966,beneficent,благотворительный,charitable
4967,beneficent,благой,no_equality
4968,beneficent,добродетельный,no_equality
4969,peerless,несравненный,no_equality
4970,metaphysically,метафизически,no_equality
4971,metaphysically,в метафизическом смысле,métaphysique
4972,Zac,Зак,zac
4973,helicopter,вертолет,hélicoptère
4974,helicopter,вертолет,hélico
4975,helicopter,вертолет,appareil
4976,helicopter,вертолетостроение,no_equality
4977,helicopter,вертолетчик,no_equality
4978,helicopter,вертолетный,no_equality
4979,mousse,мусс,mousse
4980,smattering,поверхностное знание,no_equality
4981,kidnapper,похититель,kidnappeur
4982,kidnapper,похититель,ravisseur
4983,inexplicable,необъяснимый,inexplicable
4984,inexplicable,необъяснимый,inexpliqué
4985,Wessex,Уэссекс,wessex
4986,Wessex,вессекс,no_equality
4987,Wessex,уэссекский,no_equality
4988,spasm,судорога,spasme
4989,spasm,приступ,no_equality
4990,delineation,очертание,no_equality
4991,delineation,очерчивание,no_equality
4992,delineation,разграничение,délimitation
4993,delineation,разграничение,démarcation
4994,delineation,разграничение,délimiter
4995,delineation,разграничение,distinction
4996,delineation,определение,définition
4997,delineation,определение,description
4998,delineation,определение,détermination
4999,delineation,чертеж,no_equality
5000,delineation,описание,définition
5001,delineation,описание,description
5002,delineation,выделение,no_equality
5003,delineation,установление границ,délimitation
5004,delineation,обрисовка,no_equality
5005,excise,акциз,no_equality
5006,excise,акцизное управление,no_equality
5007,excise,вырезать,no_equality
5008,excise,иссекать,no_equality
5009,excise,акцизный,no_equality
5010,oneness,единство,unité
5011,oneness,исключительность,no_equality
5012,oneness,цельность,no_equality
5013,commercialisation,коммерциализация,commercialisation
5014,commercialisation,процесс коммерциализации,commercialisation
5015,commercialisation,процесс коммерциализации,marchandisation
5016,commercialisation,процесс коммерциализации,commercialiser
5017,jelly fish,медуза,méduse
5018,clop,стук,no_equality
5019,Ridley,Ридли,ridley
5020,waybread,подорожник большой,no_equality
5021,adenovirus,аденовирус,no_equality
5022,adenovirus,аденовирусный,no_equality
5023,compendium,сборник,recueil
5024,compendium,сборник,compendium
5025,compendium,сборник,répertoire
5026,compendium,сборник,compilation
5027,compendium,компендиум,recueil
5028,compendium,компендиум,répertoire
5029,compendium,компендиум,compilation
5030,compendium,резюме,abrégé
5031,compendium,резюме,résumé
5032,compendium,резюме,condensé
5033,compendium,краткое руководство,manuel
5034,compendium,конспект,résumé
5035,compendium,справочник,recueil
5036,compendium,справочник,répertoire
5037,compendium,справочник,manuel
5038,compendium,собрание,no_equality
5039,compendium,компендий,recueil
5040,compendium,компендий,répertoire
5041,compendium,компендий,compilation
5042,medallion,медальон,médaillon
5043,medallion,медальон,médaille
5044,rotisserie,гриль,no_equality
5045,misperception,неправильное восприятие,no_equality
5046,misperception,ошибочное восприятие,no_equality
5047,misperception,неверное восприятие,no_equality
5048,misperception,ложное восприятие,no_equality
5049,misperception,ошибочное мнение,no_equality
5050,digress,отступать,éloigner
5051,digress,отступать,s'écarter
5052,digress,отклоняться,s'écarter
5053,digress,отклоняться,dévier
5054,digress,отвлечься,no_equality
5055,digress,отвлекаться,no_equality
5056,nervousness,нервозность,nervosité
5057,nervousness,нервозность,nerveux
5058,nervousness,повышенная возбудимость,no_equality
5059,nervousness,нервозный,no_equality
5060,silverware,столовое серебро,argenterie
5061,silverware,столовое серебро,couvert
5062,silverware,изделия из серебра,no_equality
5063,silverware,серебро,couvert
5064,silverware,серебряный,no_equality
5065,cybernetics,кибернетика,cybernétique
5066,cybernetics,кибернетический,no_equality
5067,sessile,сидячий,no_equality
5068,Kostya,костя,kostya
5069,logical,логический,logique
5070,logical,логический,logiquement
5071,logical,разумный,rationnel
5072,logical,разумный,raisonnable
5073,logical,разумный,sensé
5074,logical,закономерный,no_equality
5075,logical,логически обоснованный,logique
5076,logical,логически обоснованный,logiquement
5077,logical,логически,no_equality
5078,ignominiously,позорно,no_equality
5079,side table,боковой столик,no_equality
5080,side table,приставной столик,no_equality
5081,side table,приставной стол,no_equality
5082,lemonade,лимонад,limonade
5083,lemonade,лимонад,citronnade
5084,lemonade,лимонадный,no_equality
5085,marriage,брак,mariage
5086,marriage,брак,couple
5087,marriage,брак,marriage
5088,marriage,брак,époux
5089,marriage,брак,marié
5090,marriage,брак,hymen
5091,marriage,женитьба,mariage
5092,marriage,вступление в брак,mariage
5093,marriage,супружеская жизнь,no_equality
5094,marriage,брачные отношения,mariage
5095,marriage,супружеский,no_equality
5096,rum,ром,rhum
5097,rum,ромовый,no_equality
5098,lingo,жаргон,jargon
5099,lingo,жаргон,argot
5100,lingo,иностранный язык,no_equality
5101,lingo,малопонятный жаргон,jargon
5102,lingo,малопонятный жаргон,argot
5103,postbox,почтовый ящик,boîte à lettres
5104,postbox,почтовый ящик,boîte postale
5105,aliphatic,алифатический,no_equality
5106,colloquialism,выражение,no_equality
5107,colloquialism,просторечие,no_equality
5108,colloquialism,разговорность,no_equality
5109,concertina,концертина,no_equality
5110,concertina,Концертино,no_equality
5111,concertina,гармоника,no_equality
5112,concertina,исполнитель на концертине,no_equality
5113,bandstand,эстрада,no_equality
5114,prof,профессор,prof
5115,prof,профессор,professeur
5116,prof,профессор,pr
5117,prof,профессор,professeure
5118,prof,проф,prof
5119,prof,проф,professeur
5120,metal,металл,métal
5121,metal,металлический предмет,métal
5122,metal,обработка металлов,métal
5123,metal,металлист,no_equality
5124,metal,металлический,métallique
5125,metal,металлургический,no_equality
5126,metal,метать,no_equality
5127,near,рядом,à côté
5128,near,почти,près
5129,near,почти,presque
5130,near,почти,quasi
5131,near,почти,bientôt
5132,near,почти,pratiquement
5133,near,близко,près
5134,near,близко,presque
5135,near,близко,à côté
5136,near,рядышком,à côté
5137,near,возле,près de
5138,near,возле,à côté
5139,near,возле,ver
5140,near,у,no_equality
5141,near,около,près
5142,near,около,près de
5143,near,около,presque
5144,near,около,ver
5145,near,около,près de chez
5146,near,ближайший,no_equality
5147,near,ближний,proche
5148,near,ближний,voisin
5149,clause,пункт,clause
5150,clause,пункт,article
5151,clause,пункт,paragraphe
5152,clause,пункт,alinéa
5153,clause,пункт,point
5154,clause,клаузула,clause
5155,clause,условие,clause
5156,clause,предложение,proposition
5157,clause,клауза,no_equality
5158,clause,пункт договора,no_equality
5159,clause,статья договора,clause
5160,stronghold,крепость,bastion
5161,stronghold,крепость,forteresse
5162,stronghold,крепость,citadelle
5163,stronghold,оплот,bastion
5164,stronghold,оплот,rempart
5165,stronghold,опорный пункт,bastion
5166,barkeeper,бармен,barman
5167,jordie,Джорди,no_equality
5168,Zuse,Цузе,no_equality
5169,humpback,Горбач,no_equality
5170,humpback,горбун,bossu
5171,humpback,горбуша,no_equality
5172,humpback,горбатый,no_equality
5173,sensory,сенсорный,sensoriel
5174,sensory,чувствительный,sensible
5175,sensory,чувственный,no_equality
5176,sensory,органолептический,no_equality
5177,sensory,органы чувств,sens
5178,sensory,чувственное восприятие,no_equality
5179,sensory,сенсорно,no_equality
5180,feather grass,ковыль,no_equality
5181,unanimous,единодушный,unanime
5182,unanimous,единодушный,unanimement
5183,unanimous,дружный,no_equality
5184,samsara,сансара,no_equality
5185,copra,копра,coprah
5186,copra,копра,copra
5187,glut,избыток,surabondance
5188,glut,избыток,excès
5189,glut,избыток,surplus
5190,glut,пресыщение,no_equality
5191,glut,затоваривание,no_equality
5192,glut,изобилие,no_equality
5193,glut,насытить,no_equality
5194,revelry,разгул,débauche
5195,revelry,пирушка,no_equality
5196,revelry,шумное веселье,fête
5197,revelry,пиршество,no_equality
5198,boy,мальчик,garçon
5199,boy,мальчик,fil
5200,boy,мальчик,petit
5201,boy,мальчик,enfant
5202,boy,мальчик,boy
5203,boy,мальчик,gamin
5204,boy,мальчик,mec
5205,boy,мальчик,gosse
5206,boy,мальчик,pote
5207,boy,мальчик,fiston
5208,boy,мальчик,jeune homme
5209,boy,бой,boy
5210,boy,сын,garçon
5211,boy,сын,fil
5212,boy,сын,petit
5213,boy,сын,enfant
5214,boy,сын,gamin
5215,boy,сын,gosse
5216,boy,сын,fiston
5217,boy,ребята,enfant
5218,boy,ребята,gars
5219,boy,Юнга,no_equality
5220,boy,дружище,mec
5221,boy,дружище,ami
5222,ad,объявление,annonce
5223,ad,объявление,publicité
5224,ad,объявление,pub
5225,ad,нашей эры,notre ère
5226,ad,нашей эры,après jc
5227,ad,нашей эры,j.-c
5228,ad,размещение объявлений,no_equality
5229,ad,рекламный,publicité
5230,ad,рекламный,publicitaire
5231,ad,рекламный,pub
5232,ad,от Рождества Христова,no_equality
5233,malfeasance,должностное преступление,no_equality
5234,malfeasance,неправомерные действия,no_equality
5235,sublime,возвышенный,no_equality
5236,sublime,высокий,no_equality
5237,sublime,величественный,no_equality
5238,sublime,великий,no_equality
5239,sublime,безупречный,sublime
5240,sublime,возгонять,no_equality
5241,addiction,наркомания,toxicomanie
5242,addiction,наркомания,drogue
5243,addiction,склонность,penchant
5244,addiction,пагубная привычка,addiction
5245,addiction,зависимость,dépendance
5246,addiction,зависимость,addiction
5247,addiction,зависимость,drogue
5248,addiction,привязанность,no_equality
5249,addiction,наркология,no_equality
5250,addiction,пагубное пристрастие,dépendance
5251,addiction,пагубное пристрастие,addiction
5252,addiction,пагубное пристрастие,penchant
5253,addiction,игромания,no_equality
5254,addiction,наркотизация,no_equality
5255,fluent,беглый,courant
5256,fluent,гладкий,no_equality
5257,fluent,текучий,no_equality
5258,fluent,свободный,no_equality
5259,fluent,быстрый,no_equality
5260,fluent,владеющий,no_equality
5261,fluent,свободно говорящий,no_equality
5262,fluent,бегло,no_equality
5263,fluent,свободное владение,maîtrise
5264,Portland,Портленд,portland
5265,Portland,портландцемент,no_equality
5266,Portland,Портлендский,no_equality
5267,Kenyan,кенийский,kenyan
5268,Kenyan,относящийся к Кении,kényan
5269,Kenyan,относящийся к Кении,kényenne
5270,Kenyan,относящийся к Кении,kényen
5271,Kenyan,кениец,kenyan
5272,Kenyan,кенийка,no_equality
5273,colophon,колофон,no_equality
5274,colophon,концовка,no_equality
5275,colophon,выходные данные,no_equality
5276,liaison,связь,liaison
5277,liaison,связь,contact
5278,liaison,связь,rapport
5279,liaison,связь,lien
5280,liaison,посредник,intermédiaire
5281,liaison,любовная связь,liaison
5282,liaison,связной,liaison
5283,liaison,связной,contact
5284,Garn,гарна,no_equality
5285,druggie,наркоман,drogué
5286,druggie,наркоман,toxico
5287,druggie,наркоман,camé
5288,druggie,наркоман,junkie
5289,pawpaw,папайя,papaye
5290,executive Director,исполнительный директор,no_equality
5291,executive Director,директор-исполнитель,directeur exécutif
5292,executive Director,директор-исполнитель,directrice exécutive
5293,executive Director,директор-исполнитель,directeur général
5294,executive Director,директор-исполнитель,directrice générale
5295,Polish,польский,polonais
5296,Polish,блеск,no_equality
5297,Polish,полировка,polissage
5298,Polish,лак,no_equality
5299,Polish,поляк,polonais
5300,Polish,польский язык,polonais
5301,Polish,полировать,polir
5302,Polish,полировать,lustrer
5303,Polish,чистить,cirer
5304,Polish,оттачивать,no_equality
5305,Polish,начищать,no_equality
5306,written language,письменный язык,langue écrite
5307,Antarctic,антарктический,antarctique
5308,Antarctic,Антарктика,antarctique
5309,condolence,соболезнование,no_equality
5310,PAP,каша,bouillie
5311,PAP,пюре,no_equality
5312,PAP,протокол PAP,no_equality
5313,PAP,папарацци,no_equality
5314,Turk,турок,turc
5315,Turk,Терк,no_equality
5316,Turk,младотурок,no_equality
5317,Turk,Данило Тюрк,no_equality
5318,Turk,тюркский,no_equality
5319,Barnet,Барнет,no_equality
5320,Anubis,Анубис,anubis
5321,preprocessor,препроцессор,no_equality
5322,preprocessor,препроцессорный,no_equality
5323,unalienable,неотчуждаемый,inaliénable
5324,complaisant,услужливый,no_equality
5325,complaisant,податливый,no_equality
5326,complaisant,покладистый,no_equality
5327,riboflavin,рибофлавин,no_equality
5328,Lancer,Улан,no_equality
5329,Lancer,копейщик,no_equality
5330,earthling,землянин,terrien
5331,earthling,землянка,terrien
5332,fabric,ткань,tissu
5333,fabric,ткань,toile
5334,fabric,ткань,étoffe
5335,fabric,ткань,trame
5336,fabric,материал,tissu
5337,fabric,материал,étoffe
5338,fabric,структура,structure
5339,fabric,фабрика,fabrique
5340,fabric,волокно,no_equality
5341,fabric,сетка,no_equality
5342,fabric,трикотаж,no_equality
5343,fabric,тканевый,no_equality
5344,selflessness,самоотверженность,altruisme
5345,selflessness,самоотверженность,abnégation
5346,selflessness,самоотверженность,dévouement
5347,selflessness,самоотвержение,no_equality
5348,selflessness,самозабвение,no_equality
5349,distributorship,дистрибьютерство,no_equality
5350,distributorship,дистрибьюторский,no_equality
5351,unrepentant,нераскаявшийся,no_equality
5352,quiescent,спокойный,tranquille
5353,quiescent,спокойный,calme
5354,quiescent,неподвижный,no_equality
5355,quiescent,состояние покоя,repos
5356,quiescent,состояние покоя,calme
5357,quiescent,покоящийся,no_equality
5358,quiescent,молчащий,no_equality
5359,pleasantry,шутка,plaisanterie
5360,pleasantry,удовольствие,no_equality
5361,inland,внутренний,intérieur
5362,inland,внутренний,interne
5363,inland,континентальный,no_equality
5364,inland,наземный,terrestre
5365,inland,речной,no_equality
5366,inland,средиземный,no_equality
5367,inland,внутриматериковый,no_equality
5368,inland,бессточный,no_equality
5369,inland,внутренняя часть страны,intérieur
5370,inland,внутренняя часть страны,interne
5371,inland,суши,no_equality
5372,inland,внутренний район,intérieur
5373,inland,внутренний район,interne
5374,inland,внутри,à l'intérieur
5375,inland,вглубь страны,no_equality
5376,inland,внутри страны,no_equality
5377,inland,удаленный от моря,no_equality
5378,caffeinated,с кофеином,no_equality
5379,auditor,аудитор,auditeur
5380,auditor,аудитор,commissaire aux comptes
5381,auditor,аудитор,contrôleur
5382,auditor,аудитор,réviseur
5383,auditor,слушатель,auditeur
5384,auditor,аудиторское заключение,no_equality
5385,auditor,аудиторская компания,audit
5386,auditor,вольнослушатель,no_equality
5387,auditor,аудиторский,no_equality
5388,auditor,проверяющий,vérificateur
5389,auditor,проверяющий,contrôleur
5390,captain,капитан,capitaine
5391,captain,капитан,commandant
5392,captain,капитан,chef
5393,captain,капитан,commissaire
5394,captain,капитан,captaine
5395,captain,капитан,capitain
5396,captain,капитан,captain
5397,captain,капитан,cdt
5398,captain,полководец,no_equality
5399,captain,начальник,capitaine
5400,captain,начальник,commandant
5401,captain,начальник,chef
5402,captain,начальник,commissaire
5403,captain,ротмистр,no_equality
5404,captain,капитанский,no_equality
5405,Nightbird,ночная птица,no_equality
5406,Nightbird,полуночник,no_equality
5407,gusset,клин,no_equality
5408,gusset,вставка,no_equality
5409,gusset,ластовица,no_equality
5410,gusset,фасонка,no_equality
5411,gusset,угловое соединение,no_equality
5412,certifiable,сертифицировать,no_equality
5413,creator,создатель,créateur
5414,creator,создатель,concepteur
5415,creator,разработчик,concepteur
5416,creator,разработчик,inventeur
5417,creator,автор,auteur
5418,creator,создательница,no_equality
5419,ophidian,змееподобный,no_equality
5420,barrymore,Бэрримор,barrymore
5421,barrymore,Дрю берримор,no_equality
5422,barrymore,барримора,no_equality
5423,pass-through,проход,passage
5424,pass-through,проход,passe
5425,debugger,отладчик,débogueur
5426,debugger,отладочный,no_equality
5427,Hathor,Хатор,hathor
5428,neck,шея,cou
5429,neck,шея,collier
5430,neck,горлышко,goulot
5431,neck,воротник,col
5432,neck,воротник,collet
5433,neck,воротник,collier
5434,neck,ворот,no_equality
5435,neck,затылок,nuque
5436,neck,затылок,tête
5437,neck,затылок,dos
5438,neck,гриф,no_equality
5439,neck,перешеек,isthme
5440,neck,цапфа,no_equality
5441,neck,шейная часть,no_equality
5442,neck,шейный,no_equality
5443,neck,свернуть шею,no_equality
5444,neck,обниматься,no_equality
5445,inkstand,чернильница,encrier
5446,ovum,яйцеклетка,ovule
5447,ovum,яйцеклетка,oeuf
5448,Croaker,ворчун,no_equality
5449,Croaker,квакушка,no_equality
5450,Croaker,горбыль,no_equality
5451,Adventist,адвентист,no_equality
5452,Adventist,адвентистский,no_equality
5453,murderer,убийца,meurtrier
5454,murderer,убийца,assassin
5455,murderer,убийца,tueur
5456,murderer,убийца,meurtrière
5457,murderer,убийца,meurtre
5458,murderer,убийца,criminel
5459,murderer,убийца,coupable
5460,murderer,убийца,tuer
5461,murderer,человекоубийца,no_equality
5462,propulsive,пропульсивный,no_equality
5463,propulsive,реактивный,no_equality
5464,propulsive,продвигающий,no_equality
5465,propulsive,движущий,no_equality
5466,propulsive,импульс тяги,no_equality
5467,version,версия,version
5468,version,перевод,version
5469,version,перевод,traduction
5470,version,исполнение,no_equality
5471,version,редакция,version
5472,version,редакция,édition
5473,version,редакция,rédaction
5474,childcare,уход за детьми,no_equality
5475,propeller,пропеллер,hélice
5476,propeller,двигатель,propulseur
5477,propeller,крыльчатка,no_equality
5478,propeller,гребной,no_equality
5479,propeller,пропеллерный,no_equality
5480,propeller,винтовой,no_equality
5481,Liberia,Либерия,libéria
5482,Liberia,Либерия,liberia
5483,Liberia,либерийский,no_equality
5484,Pronto,быстро,fissa
5485,Pronto,быстро,dare-dare
5486,Pronto,без промедления,immédiatement
5487,Ridgeback,риджбек,no_equality
5488,millionth,миллионный,millionième
5489,calcium,кальций,calcium
5490,calcium,кальциевый,no_equality
5491,pre-industrial,доиндустриальный,no_equality
5492,drown,тонуть,se noyer
5493,drown,тонуть,couler
5494,drown,тонуть,noyade
5495,drown,заглушать,no_equality
5496,drown,заливать,couler
5497,arity,арность,no_equality
5498,old world,старый свет,ancien monde
5499,predatory,хищный,prédateur
5500,predatory,грабительский,no_equality
5501,meadowlark,Луговые трупиалы,no_equality
5502,effortless,легкий,facile
5503,effortless,легкий,aisé
5504,effortless,естественный,naturel
5505,effortless,не требующий усилий,no_equality
5506,effortless,не делающий усилий,no_equality
5507,effortless,требующий усилий,no_equality
5508,effortless,без усилий,no_equality
5509,aquire,приобрести,acquérir
5510,controversially,спорный,no_equality
5511,controversially,неоднозначно,no_equality
5512,incline,наклон,inclinaison
5513,incline,наклон,pente
5514,incline,наклонная плоскость,no_equality
5515,incline,склонность,no_equality
5516,incline,склонение,no_equality
5517,incline,бремсберг,no_equality
5518,incline,склонять,no_equality
5519,incline,склониться,no_equality
5520,incline,тяготеть,no_equality
5521,incline,располагать,no_equality
5522,incline,настраивать,no_equality
5523,incline,иметь наклон,inclinaison
5524,incline,иметь наклон,pente
5525,Birgitte,Биргитте,birgitte
5526,Laodicean,Лаодикийский,no_equality
5527,smooth,гладкий,lisse
5528,smooth,гладкий,sans heurt
5529,smooth,беспрепятственный,sans heurt
5530,smooth,гладкошерстный,no_equality
5531,smooth,плавной,no_equality
5532,smooth,разглаживать,no_equality
5533,smooth,приглаживать,no_equality
5534,smooth,расправить,no_equality
5535,smooth,заглаживать,no_equality
5536,smooth,плавность,douceur
5537,smooth,сглаживание,no_equality
5538,smooth,гладь,no_equality
5539,reconstructive,восстановительный,no_equality
5540,reconstructive,реконструктивная хирургия,no_equality
5541,relent,смягчаться,no_equality
5542,relent,смилостивиться,no_equality
5543,relent,уступить,céder
5544,relent,сдаваться,céder
5545,orris,фиалковый корень,no_equality
5546,orris,оррис,no_equality
5547,orris,фиалковый,no_equality
5548,get through,пробиться,joindre
5549,get through,пробиться,percer
5550,get through,пройти,passer
5551,get through,пройти,traverser
5552,get through,пройти,réussir
5553,get through,дозвониться,joindre
5554,get through,закончить,finir
5555,get through,закончить,terminer
5556,get through,справиться,traverser
5557,get through,справиться,surmonter
5558,get through,справиться,réussir
5559,get through,справиться,venir à bout
5560,furlough,отпуск,permission
5561,furlough,отпуск,congé
5562,furlough,увольнительная,permission
5563,big ass,большая задница,no_equality
5564,bootlicker,подхалим,lèche-bottes
5565,bootlicker,подхалим,lèche-cul
5566,motion picture,фильм,film
5567,motion picture,движущееся изображение,no_equality
5568,motion-picture,кино,cinéma
5569,gonfalon,хоругвь,no_equality
5570,Northumbrian,нортумберлендский,no_equality
5571,aside,в сторону,à part
5572,aside,в сторону,de côté
5573,aside,в сторону,à l'écart
5574,aside,в сторону,sur le côté
5575,aside,за исключением,à part
5576,aside,за исключением,en dehors
5577,aside,за исключением,hormis
5578,aside,отдельно,à part
5579,aside,отдельно,indépendamment
5580,aside,вбок,sur le côté
5581,aside,поодаль,no_equality
5582,aside,отступление,parenthèse
5583,aside,ремарка,no_equality
5584,aside,помимо,à part
5585,aside,помимо,en dehors
5586,aside,помимо,en plus
5587,aside,помимо,hormis
5588,aside,помимо,à côté
5589,decal,переводная картинка,no_equality
5590,decal,наклейка,autocollant
5591,decal,наклейка,étiquette
5592,decal,деколь,no_equality
5593,decal,этикеты,no_equality
5594,space,пространство,espace
5595,space,пространство,place
5596,space,пространство,marge
5597,space,промежуток,intervalle
5598,space,расстояние,espace
5599,space,расстояние,espacement
5600,space,расстояние,intervalle
5601,space,расстояние,écart
5602,space,космос,espace
5603,space,простор,marge
5604,space,объем,volume
5605,space,отступ,no_equality
5606,space,пространственный,spatial
5607,space,космический,spatial
5608,space,космический,space
5609,fangirl,фанатки,no_equality
5610,foothold,точка опоры,point d'appui
5611,foothold,плацдарм,no_equality
5612,foothold,устойчивое положение,no_equality
5613,thunderclap,удар грома,coup de tonnerre
5614,thunderclap,грохот,no_equality
5615,backout,возврат,no_equality
5616,accountability,подотчетность,responsabilité
5617,accountability,подотчетность,responsabilisation
5618,accountability,подотчетность,responsable
5619,accountability,подотчетность,redevabilité
5620,accountability,подотчетность,obligation de rendre compte
5621,accountability,ответственность,responsabilité
5622,accountability,ответственность,responsabilisation
5623,accountability,ответственность,responsable
5624,accountability,отчетность,responsabilité
5625,accountability,отчетность,responsabilisation
5626,accountability,отчетность,comptabilité
5627,accountability,отслеживаемость,no_equality
5628,accountability,возможность учета,no_equality
5629,connect,связываться,se connecter
5630,connect,связываться,communiquer
5631,connect,связывать,relier
5632,connect,связывать,lier
5633,connect,связывать,rattacher
5634,connect,связывать,unir
5635,connect,объединять,joindre
5636,connect,объединять,unir
5637,kind act,доброе дело,bonne action
5638,Abernathy,Эбернати,no_equality
5639,Mr,мистер,m
5640,Mr,мистер,Monsieur
5641,Mr,мистер,mr
5642,Mr,мистер,mme
5643,Mr,мистер,maître
5644,Mr,миллирентген,no_equality
5645,Mr,г-н,m
5646,Mr,г-н,Monsieur
5647,Mr,г-н,millimètre
5648,Mr,г-н,mr
5649,Mr,г-н,mme
5650,Mr,г-н,président
5651,Mr,м-р,m
5652,Mr,м-р,Monsieur
5653,Mr,м-р,mr
5654,Mr,м-р,maître
5655,supervene,следовать,no_equality
5656,supervene,наступить,no_equality
5657,isosceles,равнобедренный,isocèle
5658,pressure,давление,pression
5659,pressure,давление,tension
5660,pressure,воздействие,pression
5661,pressure,нажим,pression
5662,pressure,гнет,no_equality
5663,pressure,напорный,no_equality
5664,pressure,нажимной,no_equality
5665,pressure,нажимный,no_equality
5666,pressure,надавить,faire pression
5667,insomnia,бессонница,insomnie
5668,OK,ладно,ça
5669,OK,ладно,oui
5670,OK,ладно,alors
5671,OK,ладно,ok
5672,OK,ОК,d'accord
5673,OK,ОК,bon
5674,OK,ОК,ok
5675,OK,ОК,o.k
5676,OK,кнопка OK,no_equality
5677,OK,кей,no_equality
5678,OK,добро,no_equality
5679,OK,нормальный,no_equality
5680,OK,одобренный,no_equality
5681,OK,окей,no_equality
5682,Lord,Господь,seigneur
5683,Lord,Господь,dieu
5684,Lord,господин,seigneur
5685,Lord,господин,maître
5686,Lord,господин,monseigneur
5687,Lord,господин,Monsieur
5688,Lord,господин,sire
5689,Lord,повелитель,seigneur
5690,Lord,повелитель,maître
5691,Lord,повелитель,monseigneur
5692,Lord,повелитель,sire
5693,Lord,вельможа,no_equality
5694,Lord,Господний,no_equality
5695,permeable,проницаемый,no_equality
5696,permeable,пропускающий,no_equality
5697,conditional,условный,conditionnel
5698,conditional,условный,conditionné
