,word,local_word,pos,examples,local_examples,examples_and_definitions
645,be worth,постоять,verb,to be worth less|,постоять меньше | ,to be worth less|stand | cost | stand | face | wait | stand up | stand there | 
646,be worth,оцениваться,verb,empty_cell,empty_cell,estimate | evaluate | judge | assess | 
647,be worth,следовать,verb,empty_cell,empty_cell,follow | pursue | follow | have to | 
648,be worth,заслуживать,verb,empty_cell,empty_cell,deserve | merit | deserve | 
649,right,правильный,adj,empty_cell,empty_cell,correct | proper | good | true | appropriate | valid | accurate | 
650,right,правый,adj,far right|,крайне правый | ,far right|right-wing | right-hand | rightist | right hand | wrong | 
651,right,нужный,adj,empty_cell,empty_cell,necessary | needed | correct | appropriate | proper | relevant | 
652,right,верный,adj,intuitively right|,интуитивно верный | ,intuitively right|true | correct | faithful | sure | loyal | staunch | accurate | valid | 
653,right,правоцентристский,adj,empty_cell,empty_cell,center-right | centre-right | 
654,right,прямо,adv,empty_cell,empty_cell,directly | straight | 
655,right,правильно,adv,empty_cell,empty_cell,correctly | properly | rightly | 
656,right,непосредственно,adv,empty_cell,empty_cell,directly | immediately | 
657,right,право,noun,women's right|property right|civil right|political right|,право женщин | право собственности | гражданское право | политическое право | ,women's right|property right|civil right|political right|law | 
658,guru,гура,noun,empty_cell,empty_cell,wizard | 
659,guru,gurus,noun,empty_cell,empty_cell,empty_cell
660,guru,светило,noun,empty_cell,empty_cell,luminary | 
661,guru,зубр,noun,empty_cell,empty_cell,bison | 
662,beginner,новичек,noun,empty_cell,empty_cell,newcomer | novice | newbie | recruit | stranger | apprentice | novice user | freshman | 
663,beginner,beginners,noun,empty_cell,empty_cell,empty_cell
664,collide,сталкиваться,verb,empty_cell,empty_cell,face | encounter | confront | deal | clash | suffer | face | hit | 
665,collide,конфликтовать,verb,empty_cell,empty_cell,conflict | 
666,collide,сталкивать,verb,empty_cell,empty_cell,push | pit | confront | knock | 
667,genetically,генетический,adv,empty_cell,empty_cell,empty_cell
668,precedent,прецедент,noun,historical precedent|international precedent|legal precedent|powerful precedent|,исторический прецедент | международные прецеденты | юридический прецедент | сильный прецедент | ,historical precedent|international precedent|legal precedent|powerful precedent|
669,refugee,беженец,noun,Uzbek refugee|Iraqi refugee|Pakistani refugee|political refugee|,узбекский беженец | иракские беженцы | Пакистанские беженцы | политические беженцы | ,Uzbek refugee|Iraqi refugee|Pakistani refugee|political refugee|displaced person | 
670,refugee,делам беженцев,noun,empty_cell,empty_cell,empty_cell
671,secular,светский,adj,empty_cell,empty_cell,empty_cell
672,secular,мирский,adj,empty_cell,empty_cell,worldly | mundane | 
673,secular,вековой,adj,empty_cell,empty_cell,century-old | age-old | centuries-long | hundred-year-old | centennial | century old | 
674,secular,долговременный,adj,empty_cell,empty_cell,long-term | lasting | permanent | long-standing | long-lasting | durable | long-run | 
675,pasta,паста,noun,homemade pasta|,домашняя паста | ,homemade pasta|paste | pasta dish | toothpaste | 
676,pasta,макароны,noun,empty_cell,empty_cell,macaroni | spaghetti | 
677,pasta,макаронные изделия,noun,empty_cell,empty_cell,empty_cell
678,pasta,спагетти,noun,empty_cell,empty_cell,spaghetti | 
679,pasta,пасть,noun,empty_cell,empty_cell,maw | jaw | paste | mouth | 
680,beaver,бобр,noun,empty_cell,empty_cell,empty_cell
681,beaver,бивер,noun,empty_cell,empty_cell,empty_cell
682,tiger,тигр,noun,asian tiger|Tamil Tiger|white tiger|Swat Tiger|,азиатские тигры | тамильские тигры | белый тигр | Тигры Свата | ,asian tiger|Tamil Tiger|white tiger|Swat Tiger|
683,tiger,тигрица,noun,empty_cell,empty_cell,empty_cell
684,tiger,tigers,noun,empty_cell,empty_cell,empty_cell
685,lion,лев,noun,sea lion|golden lion|young lion|,морской лев | Золотым львом | молодой лев | ,sea lion|golden lion|young lion|lev | 
686,lion,lions,noun,empty_cell,empty_cell,empty_cell
687,lion,львица,noun,empty_cell,empty_cell,empty_cell
688,pen,ручка,noun,ball-point pen|,шариковая ручка | ,ball-point pen|handle | knob | crank | stick | pencil | lever | shaft | 
689,pen,перо,noun,sea pen|,морское перо | ,sea pen|feather | stylus | 
690,pen,загон,noun,empty_cell,empty_cell,stall | corral | 
691,pen,pens,noun,empty_cell,empty_cell,empty_cell
692,pen,авторучка,noun,empty_cell,empty_cell,fountain pen | 
693,pen,карандаш,noun,empty_cell,empty_cell,pencil | crayon | 
694,pen,дрожь,noun,empty_cell,empty_cell,tremor | chill | 
695,coconut,кокосовый орех,noun,empty_cell,empty_cell,empty_cell
696,coconut,кокос,noun,empty_cell,empty_cell,coco | 
697,dynamite,динамит,noun,empty_cell,empty_cell,empty_cell
698,spoon,ложок,noun,measuring spoon|,мерная ложка | ,measuring spoon|spoonful | teaspoon | 
699,spoon,ложка,noun,empty_cell,empty_cell,spoonful | 
700,spoon,ложечка,noun,empty_cell,empty_cell,spoonful | 
701,spoon,вилок,noun,empty_cell,empty_cell,fork | plug | 
702,ocean,океан,noun,pacific ocean|world ocean|Arctic Ocean|open ocean|,тихий океан | мировой океан | Северный Ледовитый океан | открытый океан | ,pacific ocean|world ocean|Arctic Ocean|open ocean|sea | 
703,mug,кружок,noun,beer mug|,пивные кружки | ,beer mug|circle | bubble | study group | hobby group | dot | 
704,mug,морда,noun,empty_cell,empty_cell,muzzle | snout | 
705,mug,кружка,noun,empty_cell,empty_cell,empty_cell
706,shampoo,шампунь,noun,empty_cell,empty_cell,empty_cell
707,buzzer,зуммер,noun,empty_cell,empty_cell,empty_cell
708,buzzer,гудок,noun,empty_cell,empty_cell,dial tone | horn | set-up signal | 
709,meet,встретиться,verb,to meet again|to meet last week|to meet that woman|to meet next week|,встретисьться снова | встретиться на прошлой неделе | встретисьться с этой женщиной | встретисьться на следующей неделе | ,to meet again|to meet last week|to meet that woman|to meet next week|confer | 
710,meet,встретить,verb,to meet people|to meet here|to meet a Vietnamese lady|to meet a theater director|,встретить людей | встретить здесь | встретить вьетнамку | встретить театрального режиссера | ,to meet people|to meet here|to meet a Vietnamese lady|to meet a theater director|greet | encounter | welcome | 
711,meet,соответствовать,verb,to meet international standards|to meet your needs|to meet your expectations|to meet your requirements|,соответствовать международным стандартам | соответствовать вашим потребностям | соответствовать вашим ожиданиям | соответствовать вашим требованиям | ,to meet international standards|to meet your needs|to meet your expectations|to meet your requirements|match | fit | correspond | satisfy | fulfill | suit | match | 
712,meet,отвечать,verb,to meet the highest demands|to meet safety standards|,отвечать самым высоким требованиям | отвечать нормам безопасности | ,to meet the highest demands|to meet safety standards|answer | reply | respond | satisfy | fulfill | satisfy | fit | 
713,meet,встречаться,verb,to meet regularly|to meet the sea|to meet with her husband|to meet slaveholders|,регулярно встречаться | встречаться с морем | встречаться со своим мужем | встречаться с рабовладельцами | ,to meet regularly|to meet the sea|to meet with her husband|to meet slaveholders|occur | confer | encounter | date | come together | date | 
714,meet,удовлетворить,verb,to meet that request|to meet these conditions|to meet the demand|,удовлетворить эту просьбу | удовлетворить эти условия | удовлетворить спрос | ,to meet that request|to meet these conditions|to meet the demand|satisfy | fulfill | satisfy | please | suit | grant | uphold | 
715,meet,встречать,verb,empty_cell,empty_cell,greet | encounter | welcome | come across | meet before | 
716,meet,удовлетворять,verb,to meet donors' demands|,удовлетворять требования доноров | ,to meet donors' demands|satisfy | fulfill | suit | satisfy | 
717,meet,выполнить,verb,to meet these basic responsibilities|to meet their obligations|,выполнить эти основные обязанности | выполнить свои обязательства | ,to meet these basic responsibilities|to meet their obligations|perform | do | fulfill | execute | complete | accomplish | carry out | implement | 
718,meeting,встреча,noun,business meeting|first meeting|next meeting|annual meeting|,деловая встреча | первая встреча | следующая встреча | ежегодная встреча | ,business meeting|first meeting|next meeting|annual meeting|summit | appointment | conference | gathering | encounter | 
719,meeting,конференц-зал,noun,empty_cell,empty_cell,conference room | meeting room | conference hall | 
720,meeting,заседание,noun,cabinet meeting|joint meeting|third meeting|plenary meeting|,заседание правительства | совместное заседание | третье заседание | пленарное заседание | ,cabinet meeting|joint meeting|third meeting|plenary meeting|session | conference | hearing | sitting | 
721,meeting,собрание,noun,general meeting|public meeting|political meeting|staff meeting|,общее собрание | общественные собрания | политическое собрание | собрание сотрудников | ,general meeting|public meeting|political meeting|staff meeting|assembly | gathering | rally | 
722,meeting,совещание,noun,emergency meeting|small meeting|spring meeting|high-level meeting|,экстренное совещание | небольшое совещание | весеннее совещание | совещания высокого уровня | ,emergency meeting|small meeting|spring meeting|high-level meeting|conference | session | gathering | consultation | 
723,meeting,митинг,noun,empty_cell,empty_cell,rally | demonstration | protest | gathering | march | protester | demonstrator | campaign rally | 
724,actually,на самом деле,adv,empty_cell,empty_cell,empty_cell
725,actually,фактический,adv,empty_cell,empty_cell,in fact | virtually | indeed | effectively | 
726,actually,действительно,adv,empty_cell,empty_cell,indeed | really | truly | in fact | 
727,actually,в действительности,adv,empty_cell,empty_cell,indeed | in fact | really | in reality | 
728,actually,собственно,adv,empty_cell,empty_cell,strictly speaking | 
729,actually,вообще-то,adv,empty_cell,empty_cell,empty_cell
730,earring,серьга,noun,diamond earring|,бриллиантовые серьги | ,diamond earring|shackle | 
731,add,добавить,verb,to add present-hedonism|to add funds|to add sites|added later|,добавить немного сегодняшних наслаждений | добавить средства | добавить сайт | добавлен позднее | ,to add present-hedonism|to add funds|to add sites|added later|merge | 
732,add,добавлять,verb,to add comments|to add photos|to add another level|,добавлять комментарии | добавлять фотографии | добавлять еще один уровень | ,to add comments|to add photos|to add another level|append | 
733,add,отметить,verb,empty_cell,empty_cell,say | note | mark | celebrate | point out | mention | click | observe | notice | 
734,add,отмечать,verb,empty_cell,empty_cell,celebrate | note | mark | point out | observe | 
735,add up,сводиться,verb,empty_cell,empty_cell,boil down | come down | add up | amount | confine | focus | 
736,add up,складываться,verb,empty_cell,empty_cell,fold | add up | fold up | 
737,add up,сложить,verb,empty_cell,empty_cell,lay down | fold | surrender | put down | stack | sum | give up | add up | 
738,adjective,многочисленными характеристиками,noun,empty_cell,empty_cell,empty_cell
739,draw,рисовать,verb,to draw a picture of God|to draw the story|to draw a steering wheel|,рисовать Бога | рисовать историю | рисовать руль | ,to draw a picture of God|to draw the story|to draw a steering wheel|paint | paint | illustrate | draw by hand | draw again | 
740,draw,привлечь,verb,to draw attention|,привлечь внимание | ,to draw attention|attract | bring | raise | engage | attract | involve | catch | recruit | 
741,draw,нарисовать,verb,to draw this article|to draw a sheep|to draw a little car|,нарисовать эту статью | нарисовать овцу | нарисовать маленькую машину | ,to draw this article|to draw a sheep|to draw a little car|paint | 
742,draw,провести,verb,to draw a line|to draw a distinction|to draw a parallel|,провести линию | провести различие | провести параллель | ,to draw a line|to draw a distinction|to draw a parallel|hold | spend | conduct | carry out | do | perform | launch | lead | host | 
743,draw,привлекать,verb,empty_cell,empty_cell,attract | attract | involve | engage | recruit | enlist | 
744,draw,вызвать,verb,empty_cell,empty_cell,cause | call | trigger | summon | provoke | generate | arouse | spark | 
745,draw,обратить,verb,empty_cell,empty_cell,pay | turn | convert | reverse | 
746,draw,извлечь,verb,empty_cell,empty_cell,learn | extract | remove | derive | retrieve | pull | reap | benefit | 
747,draw,обращать,verb,empty_cell,empty_cell,pay | pay | point | convert | invert | leave aside | 
748,draw out,вытягивать,verb,empty_cell,empty_cell,draw out | extract | 
749,draw out,вынуть,verb,empty_cell,empty_cell,take out | pull out | pull | draw out | slide | 
750,draw down,выводить,verb,empty_cell,empty_cell,output | display | print | withdraw | deduce | derive | bring out | draw down | remove | 
751,draw up,разработать,verb,empty_cell,empty_cell,develop | design | devise | work out | elaborate | formulate | 
752,draw up,составить,verb,empty_cell,empty_cell,total | make up | reach | compile | account for | amount | form | put together | 
753,draw up,оформить,verb,empty_cell,empty_cell,decorate | feature | furnish | design | issue | arrange | shape | feature | 
754,draw up,вырабатывать,verb,empty_cell,empty_cell,develop | produce | generate | work out | devise | craft | produce | generate | 
755,draw up,заключать,verb,empty_cell,empty_cell,conclude | enclose | lock | strike | forge | pitch | embody | consist | 
756,draw up,разрабатываться,verb,empty_cell,empty_cell,develop | plot | elaborate | 
757,drawing,рисунок,noun,pencil drawing|children's drawings|famous drawing|vector drawing|,карандашный рисунок | детский рисунок | известных рисунков | векторных рисунков | ,pencil drawing|children's drawings|famous drawing|vector drawing|figure | picture | image | pattern | painting | cartoon | sketch | 
758,drawing,чертеж,noun,technical drawing|detailed drawing|,технический чертеж | детальный чертеж | ,technical drawing|detailed drawing|blueprint | sketch | design drawing | 
759,drawing,рисование,noun,empty_cell,empty_cell,painting | paint | 
760,drawing,жеребьевка,noun,empty_cell,empty_cell,toss | draw | lottery | 
761,drawing,розыгрыш,noun,empty_cell,empty_cell,draw | lottery | raffle | hoax | practical joke | 
762,drawing,заимствование,noun,empty_cell,empty_cell,borrowing | lending | 
763,drawing,графика,noun,empty_cell,empty_cell,graphic | graph | chart | schedule | timetable | curve | 
764,drawing,втягивание,noun,drawing into an aggressive bloc|drawing into a conflict|,втягивание в агрессивный блок | втягивание в конфликт | ,drawing into an aggressive bloc|drawing into a conflict|
765,drawing,вытяжка,noun,empty_cell,empty_cell,extract | extraction | hood | 
766,dream,сказочный,adj,empty_cell,empty_cell,fabulous | fantastic | fairy | magic | supernatural | enchanting | 
767,dream,мечта,noun,american dream|european dream|distant dream|first dream|,американская мечта | европейская мечта | далекая мечта | первая мечта | ,american dream|european dream|distant dream|first dream|vision | 
768,dream,сон,noun,sweet dream|Underworld Dreams|pleasant dream|,сладкие сны | сны подземелья | приятного сна | ,sweet dream|Underworld Dreams|pleasant dream|sleep | nap | slumber | 
769,dream,соня,noun,bad dream|,плохой сон | ,bad dream|sleep | nap | dormouse | 
770,dream,dreams,noun,empty_cell,empty_cell,empty_cell
771,dream,мечтание,noun,empty_cell,empty_cell,empty_cell
772,dream,сновидение,noun,empty_cell,empty_cell,empty_cell
773,dream,мечтать,verb,empty_cell,empty_cell,wish | think | dream about | yearn | aspire | have dreams | 
774,dream,сниться,verb,empty_cell,empty_cell,empty_cell
775,dress,одеваться,verb,empty_cell,empty_cell,dress up | 
776,dress,одеть,verb,empty_cell,empty_cell,wear | clothe | dress up | put on | 
777,dress,одевать,verb,empty_cell,empty_cell,wear | clothe | 
778,dress,одеться,verb,empty_cell,empty_cell,dress up | 
779,dress,оделиться,verb,empty_cell,empty_cell,empty_cell
780,dress,переодеться,verb,empty_cell,empty_cell,empty_cell
781,dress,оделить,verb,empty_cell,empty_cell,put on | 
782,dress up,наряжаться,verb,empty_cell,empty_cell,dress up | 
783,dress up,одеваться,verb,empty_cell,empty_cell,dress | dress | dress up | 
784,dress up,нарядиться,verb,empty_cell,empty_cell,dress up | 
785,dress up,одеть,verb,empty_cell,empty_cell,wear | dress | clothe | dress up | put on | 
786,dress up,одеться,verb,empty_cell,empty_cell,dress | dress up | 
787,dress up,наряжать,verb,empty_cell,empty_cell,dress up | 
788,drive,доехать,verb,empty_cell,empty_cell,reach | drive away | catch | get there | 
789,drive,водить,verb,empty_cell,empty_cell,empty_cell
790,drive,ехать,verb,to drive home|,ехать домой | ,to drive home|go | travel | go | travel | ride | 
791,drive,управлять,verb,to drive cars|,управлять автомобилем | ,to drive cars|manage | control | run | govern | rule | operate | manage | administer | 
792,drive,ездить,verb,empty_cell,empty_cell,go | travel | ride | travel | 
793,drive,привести,verb,empty_cell,empty_cell,lead | bring | produce | cite | lead | result | put | lead up | 
794,drive,вести,verb,empty_cell,empty_cell,lead | conduct | wage | keep | maintain | run | carry out | fight | lead | 
795,drive,приводить,verb,empty_cell,empty_cell,lead | bring | cite | lead | contribute | cause | 
796,drive,проехать,verb,empty_cell,empty_cell,travel | ride | drive away | 
797,drive away,доехать,verb,empty_cell,empty_cell,reach | drive | drive away | catch | get there | 
798,drive away,отгонять,verb,empty_cell,empty_cell,drive away | 
799,drive away,отпугнуть,verb,empty_cell,empty_cell,deter | scare away | scare | drive away | 
800,drive away,выгнать,verb,empty_cell,empty_cell,expel | drive | kick | chase | evict | turn out | drive out | drive away | 
801,drive back,уехать назад,verb,empty_cell,empty_cell,empty_cell
802,drive off,отъехать,verb,empty_cell,empty_cell,empty_cell
803,drive out,изгнать,verb,empty_cell,empty_cell,expel | drive | oust | evict | flush out | banish | expel | route | 
804,drive out,вытеснить,verb,empty_cell,empty_cell,displace | drive | supplant | supersede | dislodge | oust | push | crowd out | 
805,drive out,вытеснять,verb,empty_cell,empty_cell,crowd out | supplant | supersede | displace | 
806,drive out,выгнать,verb,empty_cell,empty_cell,expel | drive | kick | chase | evict | turn out | drive away | 
807,driving,ведущий,adj,empty_cell,empty_cell,leading | lead | guiding | 
808,driving,движущий,adj,empty_cell,empty_cell,motive | 
809,driving,приводной,adj,empty_cell,empty_cell,empty_cell
810,driving,возбуждающий,adj,empty_cell,empty_cell,exciting | 
811,driving,вождение,noun,empty_cell,empty_cell,empty_cell
812,drum,барабан,noun,war drum|Turkish drum|tin drum|,барабан войны | турецкий барабан | Оловянный барабан | ,war drum|Turkish drum|tin drum|reel | barrel | roulette wheel | sheave | roller | 
813,drum,перкуссия,noun,empty_cell,empty_cell,percussion | 
814,drum,валик,noun,empty_cell,empty_cell,roll | roller | cylinder | paint roller | shaft | 
815,drum,ударная установка,noun,empty_cell,empty_cell,empty_cell
816,dry,сухой,adj,empty_cell,empty_cell,empty_cell
817,dry,засушливый,adj,empty_cell,empty_cell,arid | drought-ridden | 
818,dry,сушить,verb,to dry fruit|,сушить фрукты | ,to dry fruit|
819,dry,сохнуть,verb,empty_cell,empty_cell,empty_cell
820,dry,высохнуть,verb,empty_cell,empty_cell,dry up | dry up | 
821,dry,высыхать,verb,empty_cell,empty_cell,empty_cell
822,dry,высушить,verb,empty_cell,empty_cell,empty_cell
823,dry,высушивать,verb,empty_cell,empty_cell,empty_cell
824,dry,просушить,verb,empty_cell,empty_cell,empty_cell
825,dry,закрепляться,verb,empty_cell,empty_cell,settle | 
826,dry,вытереть,verb,empty_cell,empty_cell,wipe | clean off | 
827,dry up,иссякать,verb,empty_cell,empty_cell,dry up | 
828,dry up,высохнуть,verb,empty_cell,empty_cell,dry | dry up | dry up | 
829,dry up,иссякнуть,verb,empty_cell,empty_cell,run out | dry up | taper off | peter out | 
830,dry up,пересыхать,verb,empty_cell,empty_cell,dry up | 
831,duck,уток,noun,empty_cell,empty_cell,empty_cell
832,duck,утка,noun,empty_cell,empty_cell,flock | 
833,duck,парусина,noun,empty_cell,empty_cell,empty_cell
834,advance,продвинуться,verb,empty_cell,empty_cell,push | move on | make a lot of progress | move | make any progress | 
835,advance,выйти,verb,empty_cell,empty_cell,go out | go | come out | leave | reach | release | emerge | enter | step | 
836,advance,пройти,verb,empty_cell,empty_cell,pass | go | hold | took place | undergo | receive | host | walk | complete | 
837,advance,продвигать,verb,empty_cell,empty_cell,promote | push | promote | further | champion | 
838,advance,развиваться,verb,empty_cell,empty_cell,develop | evolve | grow | develop | progress | evolve | unfold | flourish | 
839,advance,продвигаться,verb,empty_cell,empty_cell,move | progress | move | move forward | proceed | 
840,advance,продвинуть,verb,empty_cell,empty_cell,promote | push | 
841,advance,выслать,verb,empty_cell,empty_cell,send | expel | come out | go out | emerge | qualify | get out | step | 
842,advance,выдвигать,verb,empty_cell,empty_cell,nominate | put forward | field | file | level | 
843,advanced,развитой,adj,empty_cell,empty_cell,rich | industrial | well-developed | 
844,advanced,передовой,adj,empty_cell,empty_cell,forward | leading | cutting-edge | progressive | innovative | front | state-of-the-art | up-to-date | 
845,advanced,передов,adj,empty_cell,empty_cell,forward | cutting-edge | front-line | sophisticated | foremost | 
846,advanced,опытный,adj,empty_cell,empty_cell,experienced | senior | skilled | experimental | expert | seasoned | pilot | sophisticated | 
847,advanced,перспективный,adj,empty_cell,empty_cell,promising | prospective | future | up-and-coming | forward-look | challenging | viable | most promising | 
848,advanced,прогрессивный,adj,empty_cell,empty_cell,progressive | innovative | 
849,advanced,новейший,adj,empty_cell,empty_cell,latest | recent | state-of-the-art | up-to-date | brand new | innovative | cutting-edge | most modern | 
850,advanced,предварительный,adj,empty_cell,empty_cell,preliminary | prior | initial | tentative | early | advance | provisional | 
851,during,во время,prep,empty_cell,empty_cell,empty_cell
852,during,в течение,prep,empty_cell,empty_cell,within | over | throughout | 
853,during,за,prep,empty_cell,empty_cell,for | per | over | behind | 
854,during,при,prep,empty_cell,empty_cell,at | under | 
855,earn,зарабатывать,verb,to earn money|to earn more|to earn ten times more today|,зарабатывать деньги | зарабатывать больше | зарабатывать сегодня в десятки раз больше | ,to earn money|to earn more|to earn ten times more today|make money | earn money | make | 
856,earn,заработать,verb,to earn more money|to earn foreign exchange|to earn extra money|,заработать больше | заработать иностранную валюту | заработать дополнительные деньги | ,to earn more money|to earn foreign exchange|to earn extra money|make money | make | score | 
857,earn,получить,verb,to earn for being here|to earn a nice profit|,уже получить | получить неплохую прибыль | ,to earn for being here|to earn a nice profit|get | receive | obtain | gain | win | have | find | grant | 
858,earn,получать,verb,empty_cell,empty_cell,receive | get | obtain | receive | gain | get | 
859,earn,завоевать,verb,empty_cell,empty_cell,win | gain | conquer | win | capture | 
860,earn,заслужить,verb,empty_cell,empty_cell,deserve | gain | win | 
861,earn,принести,verb,empty_cell,empty_cell,bring | yield | deliver | bring | carry | sacrifice | 
862,earn,набрать,verb,empty_cell,empty_cell,score | gain | type | dial | recruit | accumulate | poll | gather | 
863,singular,единичный,adj,empty_cell,empty_cell,single | unit | sporadic | 
864,singular,единственное число,noun,empty_cell,empty_cell,empty_cell
865,easily,легко,adv,empty_cell,empty_cell,empty_cell
866,easily,с легкостью,adv,empty_cell,empty_cell,empty_cell
867,easily,без труда,adv,empty_cell,empty_cell,empty_cell
868,east,восточный,adj,empty_cell,empty_cell,eastern | oriental | 
869,east,истый,adj,empty_cell,empty_cell,empty_cell
870,east,восток,noun,far east|Arabian east|,дальний восток | арабский Восток | ,far east|Arabian east|easterner | 
871,east,восточная сторона,noun,empty_cell,empty_cell,empty_cell
872,adventure,приключение,noun,epic adventure|dangerous adventure|exciting adventure|,эпическое приключение | опасного приключения | волнующее приключение | ,epic adventure|dangerous adventure|exciting adventure|
873,adventure,авантюра,noun,foreign adventure|arm adventure|caudillist adventures|,зарубежные авантюры | вооруженная авантюра | каудиллистскими авантюрами | ,foreign adventure|arm adventure|caudillist adventures|venture | adventurism | gamble | proposed adventure | 
874,adventure,тура,noun,empty_cell,empty_cell,tour | round | runoff | 
875,adventure,adventures,noun,empty_cell,empty_cell,empty_cell
876,adverb,наречие,noun,empty_cell,empty_cell,empty_cell
877,electric,электрический,adj,empty_cell,empty_cell,electrical | 
878,electric,электр,adj,empty_cell,empty_cell,electro | 
879,advertisement,реклама,noun,outdoor advertisement|visual advertisement|complete advertisement|banner advertisement|,наружная реклама | визуальная реклама | готовой рекламы | баннерная реклама | ,outdoor advertisement|visual advertisement|complete advertisement|banner advertisement|advertising | ad | commercial | promotion | 
880,advertisement,объявление,noun,empty_cell,empty_cell,ad | announcement | offer | declaration | advertising | 
881,advertisement,рекламный ролик,noun,empty_cell,empty_cell,empty_cell
882,century,веко,noun,century of our era|twentieth centuries|american century|past century|,века нашей эры | двадцатый век | американский век | прошедший век | ,century of our era|twentieth centuries|american century|past century|age | eyelid | 
883,century,столетие,noun,next century|long century|century of war|third century|,следующее столетие | долгие столетия | столетие войн | третье столетие | ,next century|long century|century of war|third century|
884,century,век,noun,Centuries of Financial Folly|,веков финансовой недальновидности | ,Centuries of Financial Folly|age | 
885,size,размер,noun,file size|different size|family size|maximum size|,размер файла | разные размеры | размер семьи | максимальный размер | ,file size|different size|family size|maximum size|dimension | amount | scale | 
886,size,объем,noun,total size|memory size|size of the losses|,общий объем | объем памяти | объем потерь | ,total size|memory size|size of the losses|volume | amount | capacity | output | scope | quantity | 
887,size,величина,noun,various size|,различной величины | ,various size|value | quantity | amount | magnitude | variable | 
888,size,площадь,noun,empty_cell,empty_cell,square | area | space | plaza | 
889,size,масштаб,noun,sizes of attacks|,масштаб атаки | ,sizes of attacks|scale | scope | magnitude | extent | proportion | dimension | 
890,size,типоразмер,noun,size aa|,типоразмера АА | ,size aa|standard size | different size | 
891,electricity,электроэнергия,noun,Tajik electricity|turkmen electricity|cheap electricity|Kyrgyz electricity|,таджикской электроэнергии | туркменская электроэнергия | дешевой электроэнергии | кыргызская электроэнергия | ,Tajik electricity|turkmen electricity|cheap electricity|Kyrgyz electricity|power | energy | electric power | electric energy | electrical power | 
892,electricity,электричество,noun,static electricity|,статическое электричество | ,static electricity|power | electric power | 
893,electricity,энергия,noun,solar electricity|,солнечная энергия | ,solar electricity|energy | power | 
894,electricity,электроснабжение,noun,empty_cell,empty_cell,power supply | electricity supply | electrical power | electrical service | 
895,elephant,слон,noun,white elephant|,белый слон | ,white elephant|bishop | 
896,else,иначе,adv,empty_cell,empty_cell,otherwise | differently | 
897,else,в другом месте,adv,empty_cell,empty_cell,elsewhere | anywhere else | 
898,empty,пустой,adj,almost empty|completely empty|,почти пустой | совершенно пустой | ,almost empty|completely empty|blank | hollow | 
899,empty,бессодержательный,adj,empty_cell,empty_cell,empty_cell
900,empty,опустошить,verb,to empty the bottle|,опустошить бутылку | ,to empty the bottle|devastate | ravage | desert | 
901,empty,очистить,verb,empty_cell,empty_cell,clear | clean | cleanse | purify | clean up | purge | rid | clean out | 
902,empty,вылить,verb,empty_cell,empty_cell,pour | 
903,empty,почистить,verb,empty_cell,empty_cell,clean | brush | clean | 
904,engine,двигатель,noun,diesel engine|internal combustion engine|steam engine|engine of growth|,дизельный двигатель | двигатель внутреннего сгорания | паровой двигатель | двигатель роста | ,diesel engine|internal combustion engine|steam engine|engine of growth|motor | driver | 
905,engine,движок,noun,graphics engine|script engine|,графическом движке | скриптовый движок | ,graphics engine|script engine|
906,engine,мотор,noun,empty_cell,empty_cell,motor | 
907,engine,engines,noun,empty_cell,empty_cell,empty_cell
908,engine,локомотив,noun,operating engines|,работающих локомотива | ,operating engines|locomotive | driving force | 
909,engineer,инженер,noun,naval engineer|,корабельный инженер | ,naval engineer|
910,engineer,инженерных кадров,noun,empty_cell,empty_cell,empty_cell
911,engineer,engineers,noun,empty_cell,empty_cell,empty_cell
912,engineer,сапер,noun,empty_cell,empty_cell,sapper | 
913,engineer,изобретатель,noun,different engineers|,различные изобретатели | ,different engineers|inventor | innovator | 
914,engineer,сконструировать,verb,empty_cell,empty_cell,design | construct | 
915,engineer,конструировать,verb,empty_cell,empty_cell,design | construct | design | 
916,enough,достаточно,adv,empty_cell,empty_cell,quite | rather | sufficiently | fairly | pretty | reasonably | relatively | 
917,enough,настолько,adv,empty_cell,empty_cell,so | as | so much | 
918,enough,недостаточно,adv,empty_cell,empty_cell,not | insufficiently | sufficiently | too little | 
919,enough,достаточно,pron,I've seen enough|,Я видел достаточно | ,I've seen enough|
920,enough,довольно,pron,She was pale enough so everybody wondered what was going wrong|,"Она была довольно бледной, так что все вокруг спрашивали себя, что могло пойти не так | ",She was pale enough so everybody wondered what was going wrong|
921,enter,ввести,verb,to enter later in the process|to enter the other account|to enter keywords|to enter the number|,ввести позже | ввести другой счет | ввести ключевое слово | ввести номер | ,to enter later in the process|to enter the other account|to enter keywords|to enter the number|introduce | impose | type | put | insert | implement | type in | fill | 
922,enter,войти,verb,to enter the room|to enter the building|to enter the old city|to enter the house|,войти в комнату | войти в здание | войти в Старый город | войти в дом | ,to enter the room|to enter the building|to enter the old city|to enter the house|include | come in | login | walk | go in | comprise | walk in | logon | 
923,enter,входить,verb,empty_cell,empty_cell,include | consist of | belong | comprise | walk | 
924,enter,вступить,verb,to enter into force|,вступить в силу | ,to enter into force|join | engage | step | take effect | join | come into | exchange | take over | 
925,enter,вводить,verb,empty_cell,empty_cell,introduce | impose | type | insert | introduce | inject | input | 
