,word,local_word,pos,examples,local_examples,examples_and_definitions
533,advanced,современные,ADJ,ADJ,ADJ,"modern | contemporary | advanced | Advanced computer modeling technologies. | Employ the most advanced recovery technique. | The most advanced materials are used for its creation. | We use advanced technologies in our operations. | Using the most advanced technical solutions, the company ... | Our advanced trading platforms and flexible trading conditions suit a ... | Our brokers utilise the most advanced technical solutions and trading ... | This allows the device to support advanced applications such as games ... | ... purpose we use most advanced technologies and information protection solutions. | ... our equipment and the most advanced technology on the market! | The most advanced basecoats available today are based on water. | Provide advanced unified communications and contact ... | Advanced diagnostics and repair; | advanced features to help secure and protect your data. | Advanced tools facilitate more accurate diagnosis | "
534,advanced,развитых,ADJ,ADJ,ADJ,"developed | advanced | industrialized | In the advanced countries, trade barriers for manufactured goods and ... | ... the rural population, approaching the standards of advanced countries. | ... remains difficult in many advanced economies, particularly in ... | concentrated in technologically advanced countries. | ... is one of the most advanced projects in the world, ... | ... compares favorably with banking in other advanced countries, both in ... | ... and one of the most advanced economies in the world ... | For more advanced applications like AR, ... | "
535,advanced,опытных,ADJ,ADJ,ADJ,"experienced | advanced | skilled | seasoned | savvy | This procedure is recommended for advanced users only. | This chapter is intended for advanced users. | Recommended for advanced users. | Sophisticated configuration options for advanced users. | This section is for advanced users and administrators. | This section is intended for advanced computer users. | This resolution is intended for advanced computer users. | This section is for advanced administrators only. | This section is intended for advanced computer users. | Try this new challenge for advanced players and get the ... | Recommended for advanced users, a custom installation ... | For more advanced users, who used ... | Advanced member reports are more comprehensive and ... | ... challenges for both beginners and advanced golfers. | ... specific character set is for advanced users. | "
536,advanced,предварительный,ADJ,ADJ,ADJ,"preliminary | advanced | preview | advance | provisional | tentative | preshared | ... one of the hotel restaurants, advanced bookings are recommended. | Adopt advanced microprocessor control; | "
537,advanced,сложных,ADJ,ADJ,ADJ,"complicated | difficult | challenging | advanced | sophisticated | toughest | demanding | intricate | You can override these to provide more advanced splitter logic. | Realistic styles are recommended for more advanced designs, as these ... | If you want a more advanced, customized installation, ... | Realistic styles are recommended for more advanced designs, as these ... | Predictions are based on advanced mathematical models that take ... | Realistic styles are recommended for more advanced designs, as these ... | ... other methods and events for advanced applications. | ... you can write scripts to perform advanced calculations. | ... most common techniques when making a bit more advanced cocktails. | TechNet articles about how to upgrade in advanced scenarios | Power and performance for advanced weighing applications | In order to generate more advanced labelling schemes, select ... | ... that are used for more advanced animation control scenarios. | ... need to create the most advanced macro projects. | ... your photos, from automatic fixes to advanced adjustments. | "
538,during,во время,PREP,PREP,PREP,"during | while | During the trip, collect various items. | The system will get warm during charging. | No discussion during work. | There are useful upgrades to avail during the game play. | She might have updated during the trial. | That always happens during surgery. | What are the complications that could arise during cosmetic surgery? | Errors occurred during update. | The value can be changed during the rendering calculation. | It is closed during church service hours. | You guys wanted him during the draft, gene. | He usually talks during the movie. | It occurs during the regular usage. | We would read from it during her visits. | We are attempting to avoid human losses during this transition. | "
539,earn,заработать,VERB,VERB,VERB,earn | make | earning | earned | Do you want to earn this one? | There is no maximum number of bonuses one can earn. | She wants to earn some pie? | Try to earn as more money as you can. | I can earn the money back soon. | They could also sell possessions to earn money. | Complete the many missions and earn upgrades along the way. | Click to earn more and need to be fast. | Buy upgrades and managers to earn money automatically. | Want to earn more money? | There is a new way to earn money! | But how to earn that sum? | Is it true that you want to earn some money? | But more importantly to earn points! | My guys have to earn their place. | 
540,earn,заслужить,VERB,VERB,VERB,"earn | deserve | earned | You want to earn my respect? | But you'll have to earn it. | You just have to earn the right to our recognition. | They must earn it for themselves. | We need to earn that trust, you understand? | But you have to be willing to earn it. | These were stories one had to earn. | You never did anything to earn it. | To earn your way back into his good graces. | You got to earn that. | To earn his trust, yes. | You will have to earn that right. | You got to earn this. | I gotta earn it. | I had to earn that privilege. | "
541,earn,начисляться,VERB,VERB,VERB,"earn | accrue | billed | Successfully performing tasks the player will earn bonus points, which ... | ... for the correct driving will earn points, and for ... | ... other collections, you will earn points, which are then ... | ... or human you will earn points, and at ... | "
542,earn,завоевать,VERB,VERB,VERB,"win | conquer | gain | earn | It took a long time to earn her trust. | ... trust you, you should earn that lack of trust. | Employment opportunities and earn recognition as an engine of sustainable development | Well, let me earn yours. | ... last year when you were trying to earn her trust? | I know I'll need to earn your trust. | ... is the one place I can earn my own respect. | "
543,singular,единственном числе,NOUN,NOUN,NOUN,singular | 
544,singular,единственного числа,ADJ,ADJ,ADJ,singular | ... in the 3rd person singular. | ... CV in the third person singular. | ... tense and a third person singular subject. | He – Third person singular masculine | I – First person singular | 
545,singular,сингулярных,NOUN,NOUN,NOUN,singular | 
546,singular,сингулярные,ADJ,ADJ,ADJ,singular | Singular though it may seem ... | 
547,singular,особой,ADJ,ADJ,ADJ,"special | singular | utmost | to a singular person who will com who will appear | ... after the wearing, sole singular. | ... chief took his position with singular | ... would build a fortress is singular, since at the ... | By a singular coincidence, on the very night ... | "
548,singular,исключительной,ADJ,ADJ,ADJ,exclusive | exceptional | singular | 
549,singular,необыкновенный,ADJ,ADJ,ADJ,unusual | singular | ... one person that has this singular effect on people. | 
550,easily,легко,ADV,ADV,ADV,"easy | easily | readily | effortlessly | My problems are not nearly so easily resolved. | Easily add, amend and track bulk orders. | Read and easily share the news to your friends. | These profiles can easily be copied to additional cameras. | The part fills easily and part quality is probably acceptable. | This allows data to be transferred between applications easily. | You can easily add subtitles. | All of this could've been so easily avoided. | Styles are easily changed at any time. | We can block it easily. | We can easily find out. | They want to fill their churches easily. | All can be easily synced back to your phone. | The tape removes easily after the cure. | All lubrication points are easily accessible from the outside. | "
551,easily,с легкостью,ADV,ADV,ADV,"easily | effortlessly | This option allows you to easily make the object transparent. | Contact groups allow you to find related contacts easily. | You easily could have. | Could easily have been any one of ours. | Easily create, manage and memorize personal cooking modes. | Easily find photos of family and friends. | The positions can be easily adjusted using one hand. | Complete compositions can easily be created with just one finger. | Want to find your way easily? | Hiking and cycling trails are easily accessible from the hotel. | Which can easily surprise and please all. | This helps users to distinguish results easily. | Point groups allow you to easily assign styles. | You can also easily create and add own repositories. | Change block instances easily. | "
552,easily,без труда,ADV,ADV,ADV,"easily | readily | effortlessly | It is easily accessible either by car or public transport. | It easily fits into your hand. | Easily get your contacts to your new phone. | You can easily make multiple templates for different project types. | All floors are easily accessible via elevator. | I can easily escape from here. | It is easily reached from all directions both by car or ... | These destinations are easily reachable by the hikers' bus ... | The enemy could easily find out all reply codes, if ... | Easily you can find a more suitable technique to determine ... | You can easily discern, on which side everyone is acting ... | The hotel is easily reachable through the highway and ... | You can easily change the search criteria to get a ... | You can easily discover nearby amusement parks and receive discounted ... | From this central location you can easily reach the rest of ... | "
553,easily,несложно,ADV,ADV,ADV,easily | You can easily test push notifications without creating the working ... | 
554,easily,удобно,ADV,ADV,ADV,"convenient | comfortable | conveniently | handy | useful | comfortably | easily | fast | Book your time quickly and easily! | ... how to quickly and easily get some extra funds. | Easily reorder products for maximum visual appeal. | ... as lines, and you can easily select insertion points for ... | Users can easily and quickly zoom in on distant | a unique cable cover to help organize cables more easily | It allows you to easily organize, manage and ... | But the application can be easily and quickly find building materials ... | ... that allow the frame quickly and easily with one hand. | It is easily used as a template for writing ... | ... them you quickly and easily take off your glasses for cocktails ... | Easily print, create slideshows ... | Guests can easily explore a number of cultural sights, such ... | ... retrieves those valuable information to manage easily. | ... vertical curve length, you can easily edit profile specifications in ... | "
555,easily,быстро,ADV,ADV,ADV,quickly | fast | quick | rapidly | soon | easily | promptly | rapid | Some people get away fairly easily. | Need to easily deploy changes to styles. | It comes down to how easily chemical reactions occur. | You can quickly and easily duplicate floors with identical plans. | One can easily travel to any location in no time. | This will help you easily find any favorite entry. | Your browser history lets you easily revisit websites. | You can easily switch between them in a dropdown list. | Deploy new or updated applications quickly and easily. | Now you can easily see your company 's employees ... | The site server can easily reinstall these site systems if ... | Now you can quickly and easily create intelligent web and mobile ... | You can easily walk to a variety of bars ... | Not everybody switches sides as easily as some of us ... | ... application is to help users control money quickly and easily. | 
556,east,востоке,NOUN,NOUN,NOUN,"east | eastern | orient | Something stirs in the east. | Rises in the east, sets in the west. | There is a trail heading east across the mountains. | He just said it was due east. | This valley opens only to the east. | They were in the middle east negotiating peace when. | What you doing out here in the east? | Then in the middle east. | The sun rises in the east. | Your target lies in the mountains to the east. | Units on the east side, give me a perimeter. | As sure as the sun sets in the east. | Two on the east, two on the west. | Already the clouds were coming in from the east. | We were back east. | "
557,east,ист,NOUN,NOUN,NOUN,"east | ist | Forget your usual suspects, upper east siders. | Typical upper east siders. | Welcome to the upper east side. | Get up and go at it, upper east side. | Mornings are simply more fun on the upper east side. | It was this big apartment on the east side. | Welcome to the upper east side. | I live in the East village! | ... on a rooftop, southbound, by the east river. | ... in a cab on the lower east side. | ... summer doing volunteer work on the east side. | Uh, upper east side apartment big. | She's a deaf honor student from east riverside. | All things to do in East End | Did the upper east side crown | "
558,east,к востоку,NOUN,NOUN,NOUN,"east | eastward | That factory east of the river, directly ahead. | East of town, down by the border. | The tomb lies just east of the river. | It's a block east of seventh. | To the east are the deadly poppy fields. | The beach east of the dune is somewhat rocky. | An incisor two blocks east. | They're two miles east of town. | And you clearly look East for spiritual guidance. | You know, she works 15 blocks east of here. | ... saw this man heading east. | ... the opposite direction, the east and the rising sun. | the east of the town, are what the ... | East of the northern part lies ... | That's one block east. | "
559,east,восточных,ADJ,ADJ,ADJ,"eastern | east | oriental | Rental and sale of east costumes | I get the phone call every morning from the East. | ... popular among the eastern and south-east transport companies. | ... without depending only on the suppliers from the East. | ... him in numbers of east manuscripts, where he ... | "
560,east,ост,NOUN,NOUN,NOUN,east | ost | 
561,eighth,восьмой,ADJ,ADJ,ADJ,eighth | 8th | And thus ended the thirty and eighth year. | The eighth column contains the total cost. | That makes the eighth refusal in four days. | The eighth column contains the total cost. | She was in her eighth week. | 
562,eighth,viii,ADJ,ADJ,ADJ,viii | 8th | eighth | ... mission to the continent in the eighth century. | 
563,adventure,приключения,NOUN,NOUN,NOUN,"adventure | We both like adventure, challenges, you know. | Do you like dangerous adventure? | His ticket to adventure. | This is a point and click adventure game. | When whole adventure ended we were faced with a question. | I need a new adventure. | Start your fabulous adventure and start building! | Or looking for an adventure. | Every week introduces new activities and a whole new adventure. | It offers entertainment, adventure, technology and also history. | This is a simple and interesting adventure game. | We hope you live a great adventure. | He knows an adventure needs planning! | The unforgettable winter adventure for all skiers. | But the adventure is not over yet! | "
564,adventure,авантюру,NOUN,NOUN,NOUN,adventure | ... you'll be discovering this adventure so that you be more ... | 
565,adventure,путешествие,NOUN,NOUN,NOUN,"journey | travel | trip | traveling | tour | voyage | adventure | Now we're setting out on a dangerous adventure. | Take you and your horse on a fantastic adventure. | Such an adventure on the train will not leave someone indifferent ... | ... for the wonderful undersea adventure! | You are about to participate in a great adventure. | ... or plane is a journey of adventure through history, natural ... | Are you ready to dig into this adventure? | Your adventure to Xi'an starts here. | ... was about to embark on an adventure with a stranger. | Our adventure begins 1, 000 ... | ... quite ready for another adventure. | it's a massive new adventure for everyone. | Your adventure to Melbourne starts here. | ... , or going on an adventure to see what you ... | - Amazing adventure with challenging puzzles. | "
566,eighty,восемьдесят,ADJ,ADJ,ADJ,eighty | And thus ended the eighty and fifth year. | My maximum record eighty three points! | And eighty years of dust. | Eighty percent of all dust is human skin. | And in the eighty and third year they began ... | 
567,adverb,наречие,NOUN,NOUN,NOUN,"adverb | ""Badly"" is an adverb. | "
568,adverb,семантические свойства,NOUN,NOUN,NOUN,noun | adjective | declension | verb | adverb | pronoun | 
569,electric,электрический,ADJ,ADJ,ADJ,electric | They also have a refrigerator and an electric kettle. | There is a shared fridge and electric kettle. | Each room has a fridge and electric kettle. | An electric kettle and a hairdryer are available upon request. | Electric kettles are available upon request. | The battery provides steady and reliable electric current. | There is an electric kettle in every room. | An electric kettle and hairdryer are included. | Some rooms have an electric kettle and hairdryer provided. | Extras include a minibar and an electric kettle. | Each room features an electric fireplace. | Each room has an electric kettle. | Some rooms have a balcony and electric kettle. | Each comes with an electric kettle. | All rooms offer tea and electric kettles. | 
570,electric,электрик,NOUN,NOUN,NOUN,"electric | an electrician | elektrik | Bring it, electric boogaloo. | ... fond of a particular shade of electric blue and would like ... | "
571,advertisement,реклама,NOUN,NOUN,NOUN,"advertising | advertisement | ads | ad | advertise | hype | publicity | commercials | Advertisement can support our develop more personalized wallpaper app. | Advertisement can support our development ... | Advertisement can support our develop ... | Advertisement can support our develop ... | Advertisement networks are trying to communicate with the visitors rather than ... | This advertisement will be placed at any of the ... | Advertisement can support our develop ... | Advertisement can support our develop ... | That advertisement implies that a policy holder ... | Advertisement can support our development ... | Advertisement can support our development ... | ... suitable advertisers, your advertisement will be displayed. | ... checking open source projects is just advertisement of our tool. | ... customers are our best advertisement. | ... nothing but an expensive advertisement for the main attraction in the ... | "
572,advertisement,объявления,NOUN,NOUN,NOUN,ads | announcements | declaration | ad | advertisements | classifieds | advertisement | declare | to describe more then one vacancy in one advertisement; | Can I target my advertisement to specific users of your website ... | ... Show Ads button to show full-screen advertisement. | 
573,century,века,NOUN,NOUN,NOUN,"century | age | ages | This may be the greatest discovery of the century. | This is the getaway car of the century. | A quarter century is a long time. | Any from this century? | A quarter century is a long time. | Story of the century, this. | It was written in the beginning of the fifteenth century. | It was the trial of the century. | The building was built in the early twentieth century. | What century is this? | It was early in the new century and hit with a ... | Within half a century, there was the beginning ... | This opera written over a century ago is one of ... | As the trial of century finally draw to a ... | Previously known for over a century by a number of terms ... | "
574,century,столетие,NOUN,NOUN,NOUN,"century | centenary | All in all, a century is a century. | All in all, a century is a century. | They conquered most of the known world in one century. | An hour is like a century. | A century ago most people never ... | ... it happens only maybe once or twice per century. | ... that comes around only once a century. | ... architecture within the last century. | You've changed in the last century. | During the last century, this process has accelerated. | It may take a century, two centuries, three centuries ... | In one century they are knowing so many things | New century, new horizons | A century later the heat is more intense and ... | A century later, in the second half of the 15th ... | "
575,century,го века,NOUN,NOUN,NOUN,"century | That was not 15th century soap. | What device invented in the 20th century | one of the most lucrative inventions of the 20th century, | What steel was to the economy of the 20th century | The fruit has become popular since the late 19th century; | The famous 15th century poet who lived here. | In the mid-fifteenth century, | It was completely destroyed at the end of 10th century. | The hotel covers 6 authentic 16th century canal houses. | ... for the turn of the century. | Built in the early 20th century and recently renovated, ... | At the end of the 16th century many famous artists were ... | This charming 19th-century villa has a quiet location ... | This is the 21st century and we have the technology ... | ... finished until the 15th century. | "
576,size,размер,NOUN,NOUN,NOUN,"size | dimension | sized | amount | I always wear the same size. | I still can't believe the size of these vegetables. | Drive cluster size is too large. | Specifies the element size relative to the model size. | Select a print size for the photos. | Look at the size of this thing, dude. | An integer value that specifies the data size. | A widget is available and his size is customizable. | Perfect size to carry the essentials! | Change the font style and size. | The image size is not displayed on the screen. | Claims add to the ticket size. | How do you know my size? | Specifies the size of this component. | You can select the paper size. | "
577,size,величины,NOUN,NOUN,NOUN,"values | size | magnitude | quantities | sized | Changes the size of existing loads. | This method of lot size calculation may not be suitable ... | And that no matter their size, companies should always ... | ... depending on the specifics, different size of weight. | ... apply dimensions which constrain your geometry to a specific size. | ... compare systems independently on the size of traded contracts. | ... two tiers, crowned by nine domes of different size. | Sets the size of each step in drawing units ... | Sets the size of each step in drawing units ... | ... hours and depends on its size. | ... of course, depends on the commission size. | ... can get a win of any size , across all types ... | • by size of all shipment batch in current document. | • by size of shipment batch of specific goods; | In the Size box, enter the centerline size. | "
578,size,площадь,NOUN,NOUN,NOUN,"area | square | space | size | plaza | surface | ploshchad | Each suite is different in size, design and furnishings. | They feature huge size, good interior design, expensive furniture ... | ... the property, such as size, year of construction, ... | Suite size is 64 sqm | The size of this apartment is 150 sq m. | Total size of a suite is 39 sq. m. | Size of old town 86 hectares | Measure a distance or area size | The room size is 16 square meters. | The size of studios is 32 sq.m. | The size of the apartments differs from 50 ... | Superior room size is 24 m2, it features modern ... | Room size: 35 m2 | Room size - 33 sqm. | Room Size: 13 square metres | "
579,size,объем,NOUN,NOUN,NOUN,"volume | amount | size | capacity | scope | quantity | extent | This attribute helps define the size of data that can ... | The additional size for each edge of the shape ... | Specify a sample size of incoming requests, ... | The size of the client download varies ... | For exact map size, see detailed information ... | This diminishes the size of the data downloaded, ... | ... such a function, and significantly reduce the code size. | ... to be smaller, than the size of virtual floppy. | The size depends on the updates you deploy. | Innovative universal gel perfectly retains shape, size, texture. | The size varies for each service pack you deploy. | Minimal lot size for one dimension should be 1500 kg. | Card formatting and maximum memory size | At some point the memory size will increase again, ... | Size of data transmitted per second: | "
580,electricity,электричество,NOUN,NOUN,NOUN,"electricity | The electricity consumption is not included in the rates. | Did you ever use electricity? | At least you got electricity in here. | Is your home without electricity, running water, food? | Electricity and heating are also included in the price. | Not due to electricity. | Electricity is included to the price! | Electricity just runs through me. | Conducts electricity to the brain fast like a bullet. | Where do you get electricity? | Prices include water and electricity. | The diesel engine generates electricity for the batteries. | Your soul is electricity. | Electricity can vary however. | I want to put in some electricity. | "
581,elephant,слон,NOUN,NOUN,NOUN,"elephant | bishop | jumbo | slon | clam | But one night, the elephant disappeared without trace. | Big elephant destroys obstacles. | Has an elephant escaped from the circus? | One could believe it's an elephant. | It was the elephant in the room. | And what does the elephant do all this time? | Merely an elephant remembering a dog. | And the answer was elephant! | Not that you're an elephant. | An elephant wearing a big pink bow. | An elephant never forgets. | She said you were an elephant. | Play as an elephant, a lion, a zebra ... | ... in an effort to look like an elephant. | ... pink elephants, one pink elephant. | "
582,elephant,элефант,NOUN,NOUN,NOUN,elephant | Additional Information about Hotel Elephant | 
583,else,еще,ADV,ADV,ADV,more | still | even | else | yet | another | also | Anybody else touch it? | What else can we do? | What else we know about him? | But something else is. | Something else is afraid in you. | I thought you were someone else. | I think there's something else going on. | What else do you do with a pest? | Where else could they be? | Who else can she tell? | Now is there anything else? | Was there something else? | I just don't know who else to ask. | Did you invite anyone else? | Is anyone else injured? | 
584,else,остальное,ADV,ADV,ADV,"else | rest | You can keep everything else. | Everything else is in this book. | Everything else is in the gray area. | You know everything else! | We will do everything else for you. | It was the moment that made everything else possible. | Set the start date, everything else is done automatically. | All else fails, be quiet. | But everything else was great! | Then nothing else matters. | I need everything else. | Everything else is literature. | Everything else is sentimental. | Everything else is possible for hotel business. | Everything else is in place. | "
585,else,другой,ADV,ADV,ADV,another | other | different | else | But neither has anyone else. | Maybe someone else could. | Everybody else basically agrees with what she says. | Is there someone else? | Go somewhere else for your excitement. | Go as someone else? | Somebody else does it. | Before anyone else wanders into traffic. | Which means it's someone else. | Where someone else picked it up? | Was it someone else? | Maybe somebody else should leave. | Somebody else calling the shots. | And i don't want anyone else. | It was somebody else. | 
586,else,иначе,ADJ,ADJ,ADJ,"otherwise | differently | else | Or else you would have to talk to my lawyer. | Or else things won't be very fun. | We need a shorter journey, or else. | Why else would you be here? | How else could they live a normal life? | Get on the plane, or else you're done. | Or else no one will ever talk to you. | Or else, it will be returned to you. | Or else they take the problems with them. | Why else would anyone do anything? | He never called me anything else. | How else could he have gotten through? | Why else would they run off like that? | Go home now or else your parents will get worried. | What else could we do? | "
587,else,иное,ADV,ADV,ADV,"other | otherwise | else | But you chose something else, something better. | We got something else. | Do it twice, and it's something else. | It was something else. | And if it's something else? | World history is nothing else than a repetition of catastrophes ... | ... how could it be anything else? | ... no one's ever heard him say anything else. | ... a reason to see anything else. | ... you were with me, it was like something else. | You won't get something else altogether. | And then it became something else? | That's something else for sure. | ... all other matter, is nothing else than light energy with ... | No, it was something else entirely. | "
588,else,месте,ADV,ADV,ADV,place | location | site | spot | position | else | He was looking somewhere else. | Play anywhere else by tapping the screen. | Perhaps the cathedral should be built somewhere else? | She spends it somewhere else. | I was just somewhere else. | We can find somewhere else. | To get a new business somewhere else? | You thing someplace else will be better? | He sleeps somewhere else. | And tomorrow we'll be someplace else. | Maybe it's somewhere else in the house. | Shop somewhere else if you're not satisfied. | Maybe you need to look somewhere else. | I wish you and your family were staying somewhere else. | Take your family somewhere else! | 
589,empty,пустой,ADJ,ADJ,ADJ,"empty | an empty | blank | null | In the respective dialog box, select empty form. | I found the box, but it was empty. | The geometry property cannot be empty. | I found it in the empty apartment up top there. | They knew the elevator was empty. | Space is precious, but one drawer's empty? | Create a new empty layer. | Add one empty row after each part. | Parameter is null or empty. | Upper floor of cottage is completely empty. | In the graphics window, the file appears empty. | The apartment should be completely empty. | But the envelope was empty. | Query returns a empty result set. | Create a new, empty assembly file. | "
590,empty,опорожните,VERB,VERB,VERB,empty | 
591,empty,порожних,ADJ,ADJ,ADJ,empty | ... from the necessity of getting empty containers back. | sending empty and loaded containers by ... | - costs for placement of empty private RTCs along the public ... | 
592,empty,незаполненным,ADJ,ADJ,ADJ,empty | blank | The password field cannot be empty. | Phone cannot be empty. | The middle name field cannot be empty. | The amount cannot be empty. | Address line cannot be empty. | The credit card account number cannot be empty. | First name cannot be empty. | The phone number field cannot be empty. | The city field cannot be empty. | The recipient field cannot be empty. | The last name field cannot be empty. | City cannot be empty. | Leave this selection empty to attach the spring to ground. | Last name cannot be empty. | The first name field cannot be empty. | 
593,empty,очистить,ADJ,ADJ,ADJ,clear | clean | purge | empty | purify | peel | flush | We want to empty your home. | Now try to empty your mind. | ... be required to take medication to help empty your bowels. | That's one way to empty your evidence vault. | empty the folders and saving space . | Follow these steps to empty the cache: | Empty temporary folders and ensure ... | ... other devices before performing [Empty]. | Force Attribute Merge cannot be empty for an Activity. | Select Empty the cache and click Clear browsing data | On Error Continue cannot be empty for an Activity. | How do I empty the system cache and web cache on ... | ... need to reboot your computer or empty the Trash. | Explicit Flag cannot be empty for an Activity. | We want to empty your life of Clementine. | 
594,engine,двигателя,NOUN,NOUN,NOUN,engine | motor | Decreases noise of engine operation. | Car owners can borrow engine heaters from the hotel. | We have to do an overall cleaning of the engine. | Tracks conditions and keeps engine operating at peak efficiency. | Optimal heat removal from the engine combustion chamber. | No engine vibration on deck. | Focus on a few engine. | However thus becomes less and capacity of the engine. | Displays the engine hours for the equipment. | How to find the engine serial number? | Practical advices about the engine and suspension. | Get him away from the engine! | The helicopter is equipped with two engine! | At a maximum speed the engine's efficiency drops sharply. | Fixed the problem of no sound after starting the engine. | 
595,engine,ядра,NOUN,NOUN,NOUN,"kernel | core | engine | cores | nucleus | Error opening print engine. | Used for engine version information. | ... simple engine or a compound engine. | ... report server content and engine run together on the same virtual ... | ... , build team, and the server scheduling engine. | ... this topic show the format specifiers for each debug engine. | ... update to its scan engine, which increases scanning speed by ... | Unable to set service status for Job Engine. | Unable to set service status for Message Engine. | Updating Engine... | Unable to start service control dispatcher for Job Engine. | Unable to start service control dispatcher for Message Engine. | Error starting Data Migration operation from Job Engine. | - Job Engine is terminated. | ... Settings, and then click Engine Options. | "
596,engine,мотор,NOUN,NOUN,NOUN,"motor | engine | geared | I want to overhaul the entire engine. | Each modern engine has its control system which ... | Well, the engine makes noise. | I can hear the engine on his bike. | The booking engine searches the most economical ... | His engine roars, but my ... | The engine should be warm but | The car engine screamed so loud it was impossible to ... | ... special ordered a new outboard engine. | ... garage, buy new engine, accelerator, engine protection and ... | As aircraft engine m-11 turned out ... | Engine isn't where it's supposed to live. | Look, you're not revving your engine enough. | ... with a new look and a new engine! | Yes, started the engine! | "
597,engine,механизм,NOUN,NOUN,NOUN,"mechanism | engine | machinery | movement | gear | arrangement | Critical vulnerability assessment and automatic definition and engine updates. | Enter the language in which the engine is to run. | The tool offers you a solution engine that you can use ... | A speech recognition engine may assign a low ... | This drawing engine provides excellent performance for ... | The engine performs these functions based on commands that are ... | The speech recognition engine uses the combination of ... | We have created a convenient game engine that is coordinating every ... | ... unless you're using a custom pricing engine. | ... difference using logic or a posting engine. | ... a manual reconciliation, or run the reconciliation engine. | ... next time you start the tape engine. | ... functionality to the underlying rendering engine similarly to how it ... | The export engine exports text placed in rectangles. | Its scanning engine is thorough, safe and fast. | "
598,engine,обработчик,NOUN,NOUN,NOUN,handler | engine | processor | hook | Confidence values are relative and unique to each recognition engine. | The scripting engine creates it when the engine is loaded. | The engine then runs its enabled components. | The synchronization engine then maintains data between the new tasks and ... | Because the synchronization engine performs three types of synchronization and ... | The synchronization engine maintains scheduling data for ... | ... invoking the standard print dialog and running the print engine. | ... of an issue in the project engine. | ... under which the synchronization engine runs. | Scripting Engine processing set of scripts | The rules engine acts as a gatekeeper ... | Scripting Engine scheduled to run set of scripts | The regular expression engine treats expression as a ... | When the synchronization engine detects a hierarchy under a work item ... | A synchronization engine is registered for each collection that ... | 
599,engine,подсистема,NOUN,NOUN,NOUN,"subsystem | engine | The engine will now be removed from registration. | Enhanced processor power management engine and settings. | The data flow engine assigns the value of this property for ... | The data flow engine assigns the value to this property ... | The Integration Services run-time engine calls this method immediately ... | The data flow engine assigns IDs for all objects in ... | ... before the Project Calculation Engine can begin to remove temporary ... | ... specify whether the task sequence engine considers a detected warning as ... | 2009, the mental ray rendering engine is designed to produce ... | "
600,engine,модуль,NOUN,NOUN,NOUN,"module | unit | engine | Click it to start the engine. | What happens when an engine is stopped? | The calculation engine stops on the first iteration when it encounters ... | You can use this engine to create or delete ... | ... network stack and cache, to the rendering engine. | ... technical support to get the compatible virus scan engine. | ... not selected, each render engine handles a render item itself ... | Install the eTrust virus scan engine. | Tape engine initialization failed. | just the scanning engine and virus definitions. | Color reflects whether the engine is stopped or running: | A stopped engine is an engine that ... | allow to choose engine control module from the | The speech engine gives the caller five attempts ... | is an integration engine that enables you to transfer data from ... | "
601,engineer,инженер,NOUN,NOUN,NOUN,"engineer | I understand you're an engineer. | My goodness, are you a doctor or an engineer? | And you are an engineer? | Just that he was a good engineer. | The first engineer selects objects for editing. | Do you have a question only an engineer can answer? | What are you an engineer or something? | This is the city engineer. | Your father is an engineer, right? | Professional engineer to design cylinder. | First engineer and pilot and now lover and poet. | I am a chemical engineer. | Where does your engineer keep his equipment? | This engineer cannot edit the locked objects. | It is the engineer, who selects which quantities and ... | "
602,engineer,строительный,NOUN,NOUN,NOUN,"building | construction | engineer | Antique grey engineer modular 10mm | construction manager, supervisory engineer | Traditional red engineer modular 5mm | Antique grey engineer modular 5mm | Copper red engineer modular 10mm | Traditional red engineer modular 10mm | Copper red engineer modular 5mm | Rose engineer modular 1/4"" | Rose engineer modular 3/8"" | Rose engineer modular 1/2"" | Engineer modular 4"" x 3-1/5"" ... | "
603,engineer,звукорежиссёр,NOUN,NOUN,NOUN,engineer | 
604,engineer,машиниста,NOUN,NOUN,NOUN,engineer | driver | machinist | We now represent that engineer. | ... things end up with our engineer? | The Engineer's Cap was added to the game. | 
605,engineer,механик,NOUN,NOUN,NOUN,mechanic | engineer | artificer | We need captain and engineer only. | Use: Allows an experienced engineer to turn water into ... | 
606,enough,достаточно,ADV,ADV,ADV,enough | quite | sufficient | fairly | rather | sufficiently | plenty | Old enough to decide for himself. | That should be enough. | They know me well enough by now. | I think you've had enough. | But was that enough? | One parent's signature is enough. | That is reason enough for me. | But that wasn't good enough for him. | We have enough to live on for centuries. | The house is clean enough. | She would say she knows enough. | Enough diamonds to fill half your beer stein. | I hope six minutes is enough time. | You have done enough damage! | Your most persuasive should be persuasive enough. | 
607,enough,достаточное количество,ADJ,ADJ,ADJ,"enough | sufficient | Given enough time, he can make almost anything. | Remember to drink enough water and milk. | And too many churches don't do enough of that. | There is enough water in the world for everyone. | The problem is that it is not always enough fuel. | We have not yet procured enough horses. | But there are enough people. | Score enough points in a limited number of ... | But he can get enough production in a day ... | The load scenario now contains enough parameters to create a solution ... | Once you've collected enough gold coins you can ... | ... next level, you have to gain enough game fame. | ... but it's the only way to get enough power. | ... including children, aren't drinking enough water. | ... if you want to get enough reward. | "
